treeno,species,x,y,dbh,ht,cw
46,3,30.2,8.50 ,6.8,7.41,2.25
101,7,84,8.50 ,7.8,9.49,0.88
27,9,15.8,8.60 ,7.4,7.85,0
34,8,22.9,8.60 ,15.4,14.36,1.8
47,6,31.6,8.70 ,19.4,16.08,1.88
89,12,70.3,8.70 ,14.5,11.44,2.13
7,2,7.1,8.90 ,12.3,10.35,2.05
4,2,6.2,9.00 ,16.8,12.89,2.63
76,6,65.8,9.00 ,17.5,15.32,2
79,2,64.7,9.00 ,1,1.86,0.83
90,2,73.1,9.00 ,1,1.86,0.7
28,9,16.3,9.10 ,12.2,10.71,0
61,9,43.2,9.10 ,11.8,10.51,3.25
35,2,22.3,9.20 ,4.2,4.65,0.93
92,12,78.8,9.40 ,17.5,12.55,1.35
1400,9,78.8,9.30 ,21.7,14.24,3.13
63,1,46.2,9.40 ,3.1,3.73,0.6
78,8,67.7,9.40 ,13.4,13.33,1
102,12,86.8,9.40 ,34.8,16.33,2.88
69,2,50,9.50 ,27,17.51,2.63
74,2,61.9,9.50 ,5.3,5.52,1.18
16,2,9.2,9.60 ,8.6,7.95,1.38
39,8,28.8,9.60 ,6.7,8.51,0
36,2,23.9,9.70 ,7.9,7.46,1.5
37,2,25.2,9.70 ,4.8,5.13,0.93
48,6,31.5,9.70 ,7.4,9.14,0.7
62,8,44.2,9.70 ,13.2,13.22,2.18
75,6,65.6,9.70 ,2.6,3.82,0
29,9,19.1,9.80 ,7.8,8.13,0
49,6,32.4,9.80 ,19.2,16.01,2.13
64,2,49.5,9.80 ,14.5,11.64,1.3
40,6,29.7,9.90 ,12.3,12.7,0.75
138,8,70.4,10.00 ,10.3,11.41,0
161,6,64,10.00 ,12.5,12.81,0.98
179,8,46.1,10.00 ,10.2,11.34,1.13
175,1,54.3,10.30 ,4.7,5.05,0
204,3,29.4,10.30 ,8.3,8.47,0.95
248,12,11,10.30 ,43,17.33,3.93
121,6,90.6,10.40 ,10.1,11.27,0.88
151,8,69.2,10.40 ,13.8,13.55,1.25
203,6,31.2,10.40 ,13.5,13.38,1.88
258,2,5.5,10.40 ,8.3,7.74,1.88
180,8,44.8,10.60 ,13.5,13.38,1.63
202,2,31.5,10.60 ,2,2.77,0.98
220,8,24.7,10.70 ,13.2,13.22,1.75
221,12,23.3,10.80 ,11.5,10.08,1.63
163,1,57.2,10.90 ,4.3,4.73,0.5
137,8,73.9,11.00 ,11.7,12.33,0.6
162,2,61,11.00 ,5.5,5.68,1
201,6,31.2,11.00 ,11.7,12.33,1.38
239,2,16.6,11.00 ,2,2.77,0.7
150,3,69.2,11.10 ,8.1,8.34,1.95
237,7,17.3,11.10 ,11.5,12.2,2
238,7,17.2,11.10 ,6.5,8.32,0.93
181,6,40.5,11.50 ,8.6,10.15,1.38
174,2,55.4,11.60 ,8.2,7.67,0
205,6,27.6,11.60 ,13,13.1,1.38
259,2,4.4,11.60 ,12.8,10.65,1.45
160,6,61.5,11.70 ,9.3,10.69,1.13
219,2,24.8,11.90 ,5.7,5.83,0
122,12,88.6,12.10 ,23.4,14.22,3.38
223,8,22,12.10 ,12.3,12.7,1.35
240,14,16,12.10 ,24.2,16.38,3.15
149,8,69.2,12.20 ,13.2,13.22,1.13
164,12,57.5,12.30 ,39.5,16.94,3.13
132,7,77.1,12.40 ,11.5,12.2,2.05
222,8,28.7,12.40 ,8.5,10.07,0
173,2,51.6,12.50 ,10.2,9.03,1.28
110,12,99.8,12.60 ,7.5,7.71,0.7
120,3,91.9,12.60 ,8.9,8.86,2.45
218,8,25.8,12.60 ,11.1,11.95,1.15
260,2,2.9,12.60 ,14.5,11.64,2.35
133,7,77.1,12.70 ,14.2,13.76,2.5
200,3,31.6,12.70 ,6.6,7.26,1.63
123,12,85.2,12.80 ,23,14.12,2
176,3,50,12.80 ,7.6,7.99,1.5
139,8,70.3,12.90 ,12.7,12.93,1.25
194,3,35.2,12.90 ,7.5,7.92,1.35
134,7,77,13.00 ,5.2,7.01,0.63
242,8,19.5,13.30 ,6.5,8.32,0
136,12,73.9,13.50 ,25.7,14.74,3.33
224,8,22.5,13.50 ,10.3,11.41,1.45
152,12,64.7,13.60 ,29.8,15.53,5.43
159,6,60.7,13.80 ,13.8,13.55,1.53
177,3,48.2,13.80 ,6.5,7.18,1.78
207,6,28.3,13.80 ,5.5,7.32,0
208,2,28.8,13.80 ,5.7,5.83,1.3
249,2,9.9,13.80 ,6.2,6.22,0.78
119,6,92.2,13.90 ,7.9,9.57,1.13
182,3,41.9,13.90 ,6.2,6.95,0.88
195,1,34.8,13.90 ,15.7,12.31,1.58
206,6,27.3,13.90 ,11,11.88,1.23
118,6,92,14.00 ,10.2,11.34,0.78
140,8,70.1,14.20 ,14,13.65,1.3
217,6,26.6,14.20 ,17.2,15.19,1.63
135,3,75.9,14.30 ,8.4,8.54,1.63
166,3,57.6,14.30 ,6.5,7.18,1.63
183,3,42.1,14.30 ,4.2,5.2,0.93
111,7,96.6,14.40 ,9,10.46,1.88
196,1,35.3,14.50 ,9.5,8.56,1.35
209,6,29.4,14.50 ,17.6,15.36,2.13
216,2,27,14.50 ,10.2,9.03,2.08
236,8,20,14.50 ,10.4,11.48,1.38
197,1,34.2,14.70 ,18.8,13.91,1.5
256,2,8.1,14.70 ,13.8,11.24,2.35
235,8,20.9,14.80 ,11,11.88,1.08
210,6,29.4,14.90 ,9.5,10.83,1.08
225,6,24.4,14.90 ,15,14.17,1.43
215,6,25.8,15.00 ,18.2,15.61,2.13
261,2,3.1,15.00 ,9.3,8.43,1.7
262,2,2,15.00 ,9.6,8.63,1.8
126,9,87.7,15.10 ,3,3.98,0.38
214,6,26.2,15.20 ,15.2,14.27,1.35
241,2,18.8,15.30 ,6.5,6.44,1.65
243,8,19.4,15.30 ,13.5,13.38,2.13
125,3,87.2,15.40 ,5.9,6.71,1.13
192,2,38.5,15.50 ,9.6,8.63,1.63
257,12,5.6,15.60 ,36.5,16.56,5.58
127,3,88.6,15.70 ,4.8,5.76,1.3
178,12,48.8,15.70 ,39.4,16.93,3.93
153,3,65.4,15.90 ,8,8.27,2.03
191,2,39.2,15.90 ,7.5,7.17,1.53
198,8,35,15.90 ,10.2,11.34,0
211,2,29.6,15.90 ,9.9,8.83,1.38
234,12,22.3,15.90 ,11.3,9.98,1.88
141,3,72.7,16.00 ,7.8,8.13,2.65
167,3,59.1,16.00 ,5.7,6.54,1.63
184,12,42.1,16.00 ,6.7,7.13,0.98
128,3,87.9,16.10 ,3.5,4.51,0.63
1401,3,72.4,16.10 ,10.3,9.7,1.88
185,3,41,16.20 ,3.7,4.71,1.13
255,2,8,16.20 ,4.8,5.13,1.38
244,8,17.2,16.30 ,13.2,13.22,1.5
124,12,86.5,16.40 ,6.8,7.21,1
212,6,28,16.50 ,17.5,15.32,3.13
112,12,98.1,16.70 ,14.7,11.52,2.23
154,3,63,16.80 ,5,5.94,0
226,6,25.7,16.80 ,11.3,12.07,1.3
113,12,97.7,16.90 ,10.3,9.45,1.35
156,3,62.9,16.90 ,10.2,9.64,1.73
213,6,27.8,16.90 ,16,14.65,1.93
232,8,22,16.90 ,13,13.1,1.88
233,2,22.5,16.90 ,1,1.86,0.5
247,2,11,17.00 ,7.5,7.17,1.13
143,3,71.6,17.10 ,7.3,7.78,1.98
155,3,63.1,17.10 ,8.8,8.8,1.75
190,8,38.7,17.10 ,9.1,10.53,0
254,2,8,17.10 ,11,9.54,1.93
1402,3,71.7,17.10 ,4.2,5.2,1.75
186,12,43.3,17.20 ,38,16.76,3.63
189,12,38.8,17.20 ,39.5,16.94,5.63
231,2,21.8,17.20 ,4.8,5.13,0.9
193,14,37.3,17.40 ,7.8,7.39,1.43
129,4,87.7,17.50 ,8.5,10.07,1.38
187,12,42.4,17.50 ,17.1,12.41,2.38
188,3,42.1,17.50 ,3.9,4.91,0.98
115,6,92.9,17.60 ,9.7,10.98,1.23
168,2,58.2,17.70 ,2.8,3.47,0.43
172,1,54.2,17.90 ,6.5,6.44,0.45
199,1,35.8,17.90 ,2.3,3.04,0.55
263,2,0.5,18.00 ,12.7,10.59,1.6
227,8,25,18.10 ,10.8,11.75,0.78
169,6,55.6,18.40 ,7,8.79,0
171,2,54,18.50 ,11,9.54,2.25
246,2,11,18.50 ,7.5,7.17,1.5
253,2,7.4,18.50 ,7.7,7.32,1.95
117,8,90,18.60 ,12.7,12.93,1.53
130,3,87.8,18.60 ,5.9,6.71,1.53
144,6,72.3,18.60 ,22.7,17.23,2.38
170,2,55,18.60 ,5.7,5.83,1.25
230,2,21.9,18.60 ,7,6.81,1.75
131,3,86.7,18.70 ,6.3,7.03,1.35
145,12,69.7,18.70 ,12.3,10.47,1.05
157,6,63.5,18.70 ,21.5,16.84,2.38
165,12,57.5,18.70 ,34.9,16.34,3.05
245,2,15.5,18.80 ,5.7,5.83,1.75
252,8,8,18.90 ,7,8.79,0
147,3,68.2,19.00 ,5.2,6.12,0.78
1403,6,72.9,19.00 ,22.2,17.07,2.88
142,8,72.6,19.10 ,12.8,12.99,1.08
228,9,24.9,19.10 ,3,3.98,0.7
148,3,67.2,19.20 ,5.4,6.29,2.38
229,6,21,19.30 ,21.2,16.73,2.5
250,3,9.3,19.30 ,8.7,8.73,2.13
114,12,96.2,19.40 ,9.3,8.88,1.25
116,6,91.4,19.50 ,11.5,12.2,1.33
146,3,68.1,19.50 ,6.5,7.18,1.08
158,6,64.3,19.50 ,9.5,10.83,0.3
251,3,9.5,19.50 ,11.1,10.14,1.98
264,2,0.3,19.50 ,10,8.9,1.48
1404,3,69.2,19.60 ,11.6,10.41,1.35
372,3,54.5,20.10 ,7.8,8.13,1.95
396,3,70.5,20.10 ,7.1,7.63,1.35
314,9,31,20.20 ,3.7,4.71,0.68
394,2,65.4,20.30 ,16.2,12.57,2.38
395,3,68.3,20.50 ,6.7,7.34,1.35
265,2,1.4,20.60 ,2.3,3.04,1.25
292,6,21.2,20.60 ,6.7,8.51,0
419,6,86.4,20.60 ,10.2,11.34,1.35
274,2,11.8,20.70 ,4.2,4.65,1.35
412,12,83.2,20.70 ,36.8,16.6,7.2
272,8,8.1,20.80 ,11.1,11.95,0.9
421,6,96.5,20.80 ,51.8,22.5,6
267,7,2.5,20.90 ,24.3,17.72,3.88
371,2,57.4,20.90 ,4.8,5.13,1.2
373,6,59,20.90 ,15.1,14.22,1.48
266,2,0,21.00 ,11.6,9.92,2.05
357,2,44.8,21.10 ,2.8,3.47,0.55
271,2,6.4,21.20 ,4.1,4.56,0
316,12,33.5,21.20 ,14.8,11.56,2.45
411,3,83,21.20 ,5.3,6.2,1.33
370,6,57.9,21.30 ,7.4,9.14,0.6
392,6,60.3,21.30 ,15,14.17,2.13
315,3,31.5,21.40 ,28.3,15.8,4.18
337,2,39.3,21.40 ,7.9,7.46,1.73
344,2,41.3,21.40 ,5.7,5.83,1.35
275,8,13.6,21.60 ,8.4,9.99,0
374,2,59.8,21.60 ,3.8,4.32,0.9
397,3,71.7,21.60 ,7,7.56,1.53
276,2,13.9,21.70 ,6.8,6.66,1.73
375,2,59,21.70 ,3.2,3.81,1
273,14,11.3,21.90 ,10.6,9.29,2.15
359,2,47.4,21.90 ,8.1,7.6,1.18
293,3,23.3,22.10 ,5.6,6.46,1.4
336,2,36.1,22.10 ,4.4,4.81,0.93
398,3,72.4,22.10 ,5.3,6.2,1.73
277,2,15.9,22.20 ,5.4,5.6,1.65
317,12,33.7,22.20 ,7.3,7.57,0
356,2,44.7,22.30 ,3.1,3.73,0.6
294,3,24,22.40 ,7.8,8.13,0.95
341,2,42.9,22.40 ,5.5,5.68,0
290,8,15.6,22.50 ,14.3,13.81,1.95
291,2,17.3,22.50 ,4.3,4.73,1.03
326,2,32.6,22.50 ,12.1,10.23,1.78
358,2,45.6,22.50 ,3.7,4.23,1.18
360,2,52.3,22.50 ,13,10.77,2.28
319,2,30.8,22.60 ,8.2,7.67,1.98
368,6,57,22.60 ,11.1,11.95,1.05
313,1,29.3,22.70 ,11.7,9.98,0.63
318,2,28.9,22.70 ,4.3,4.73,1.18
321,2,32.9,22.70 ,5,5.29,1.25
289,2,15.9,22.80 ,10.2,9.03,2.03
320,2,31.5,22.80 ,3,3.64,1
369,6,57.7,22.80 ,13.8,13.55,2.38
340,2,41.9,23.00 ,2.5,3.21,0
278,2,14.1,23.10 ,1,1.86,0.8
335,2,37.1,23.10 ,2.5,3.21,0
338,2,40,23.10 ,4.4,4.81,0
339,2,40.7,23.10 ,6.8,6.66,0
391,6,61.4,23.10 ,12.8,12.99,1.1
420,9,92.8,23.10 ,9.2,9.05,0.65
268,12,0.8,23.20 ,23,14.12,3.38
312,8,29.3,23.30 ,11.7,12.33,1.48
342,2,43.5,23.50 ,2.9,3.56,0
393,9,65.1,23.50 ,6.8,7.41,2.25
418,6,85.6,23.60 ,18,15.53,2.25
322,2,32.3,23.70 ,3.8,4.32,0.85
324,2,33.7,23.80 ,7.8,7.39,0.7
376,6,58.8,23.80 ,10.2,11.34,0
323,2,33.4,23.90 ,5.4,5.6,0.45
295,8,20.9,24.00 ,9.7,10.98,0
361,2,50.8,24.00 ,6.9,6.74,1.4
399,8,71.4,24.10 ,11.1,11.95,0
415,6,84.9,24.10 ,16.7,14.97,2.5
422,9,94.3,24.10 ,5.2,6.12,1.38
280,2,13.2,24.20 ,12.8,10.65,2.33
378,9,59.7,24.20 ,12,10.61,1.25
401,12,73,24.20 ,27.1,15.03,2.6
416,3,84.7,24.20 ,4.1,5.11,0.83
355,2,45.6,24.40 ,7.3,7.03,1.28
343,8,41.6,24.50 ,10.2,11.34,0
279,2,14.7,24.60 ,3.5,4.07,1.05
354,2,47.9,24.60 ,15.6,12.25,3.58
352,3,48.2,24.70 ,34.2,16.86,5.5
413,3,82.9,24.70 ,5.8,6.62,2.03
423,2,94.8,24.80 ,9.8,8.76,1.38
325,2,32.4,25.00 ,2.7,3.39,0.63
362,12,51.5,25.00 ,21,13.61,2.78
1405,7,35.8,25.00 ,28.3,18.79,4.53
331,2,32.3,25.10 ,2.9,3.56,1.75
270,8,5.3,25.20 ,11.6,12.27,1.33
310,2,29,25.20 ,9.8,8.76,1.7
327,8,30.4,25.20 ,9.4,10.76,1.23
329,2,33.4,25.20 ,4.1,4.56,0.5
417,7,87.7,25.30 ,23.7,17.54,3.6
334,2,37.7,25.40 ,4.5,4.89,0.98
330,2,33.7,25.50 ,6.5,6.44,0.53
407,2,73.8,25.50 ,1,1.86,0.65
346,2,40.5,25.60 ,2.1,2.86,0.55
282,6,11.3,25.70 ,20.8,16.6,3.93
296,6,21.7,25.70 ,9.2,10.61,0.43
328,14,31.6,25.70 ,6.4,6.37,1.28
390,6,60.6,25.70 ,17.2,15.19,1.68
345,2,41.8,25.80 ,3.1,3.73,0.8
297,9,20.9,26.00 ,5.2,6.12,1
367,6,56.3,26.10 ,9.3,10.69,0.98
424,2,92.5,26.10 ,7.2,6.96,1.75
379,6,59,26.20 ,19.1,15.97,2.78
400,12,70.7,26.30 ,16.1,12.06,2.08
389,3,63.1,26.40 ,5.3,6.2,1.88
298,8,20.5,26.50 ,11.6,12.27,1.25
406,12,74.9,26.50 ,12.4,10.52,2.2
347,2,41.7,26.60 ,1,1.86,0.48
281,8,12.9,26.70 ,6.6,8.41,0
300,6,21.4,26.70 ,6.3,8.13,0
309,6,26.1,26.70 ,18,15.53,2.48
414,12,85.4,26.70 ,6.1,6.67,0.6
366,6,56.3,26.80 ,16.3,14.79,2.15
269,8,0.7,26.90 ,10.5,11.54,0
363,12,51,26.90 ,12.7,10.66,1.2
380,6,58.3,26.90 ,7.4,9.14,0
353,12,49.3,27.00 ,13.2,10.89,1.63
408,12,77.5,27.00 ,27.2,15.05,3.05
332,2,35.6,27.10 ,8.5,7.88,1.9
1406,2,36.3,27.10 ,4,4.48,0.83
283,8,13.5,27.20 ,12.4,12.75,1.53
348,2,41.5,27.30 ,2.1,2.86,0.7
409,8,77.4,27.30 ,15.5,14.41,1.93
299,6,21.1,27.50 ,9.3,10.69,1.23
349,8,44.6,27.50 ,6.8,8.6,0
410,3,78.8,27.50 ,7.2,7.71,1.78
333,3,36.3,27.60 ,31.3,16.37,5
284,8,13.1,27.70 ,10.5,11.54,0.85
302,6,21.3,27.70 ,7,8.79,1.25
301,6,21.8,27.80 ,9.8,11.05,1.33
388,12,66.5,27.80 ,5.5,6.18,1.28
286,8,10.6,27.90 ,13.3,13.27,2.13
303,5,20.4,27.90 ,7.8,9.49,1.2
308,7,24.7,27.90 ,15.4,14.36,2.98
402,3,72.7,28.10 ,4.1,5.11,1.25
425,2,92,28.10 ,10.3,9.09,1.73
285,12,12.1,28.20 ,10.7,9.67,2.48
381,6,59.6,28.20 ,9.3,10.69,0.75
304,9,21.5,28.30 ,15.8,12.29,1.95
382,6,59.8,28.40 ,16.8,15.01,2.65
307,3,24.6,28.60 ,6.8,7.41,1.53
311,2,28.8,28.60 ,8.3,7.74,0.63
426,3,95.2,28.90 ,3.3,4.3,1.08
365,12,53.6,29.00 ,19.5,13.18,1.83
387,12,63.3,29.00 ,7.3,7.57,0.55
403,3,77.6,29.10 ,6.3,7.03,1.63
404,12,70,29.10 ,35,16.36,4.9
350,7,44.8,29.20 ,12.7,12.93,2.05
351,7,45.3,29.20 ,11.1,11.95,2.43
427,3,99.8,29.30 ,8.5,8.6,2.23
1407,3,63.1,29.30 ,12.2,10.71,2.5
305,6,20.3,29.40 ,17,15.1,2.28
384,3,63.2,29.40 ,15.6,12.21,1.75
364,12,52.9,29.50 ,10.1,9.34,0
385,12,63.9,29.50 ,8.6,8.44,0.88
287,8,11.2,29.70 ,10.5,11.54,1.03
377,6,59.1,29.70 ,9.6,10.91,1.08
405,12,75.8,29.70 ,21.8,13.82,2.38
306,6,21.9,29.80 ,10,11.2,1.75
383,6,59.6,29.80 ,11.2,12.01,1.8
386,12,64.3,29.80 ,15,11.64,2.25
288,6,15.3,29.90 ,10.8,11.75,2.05
527,6,16.7,30.00 ,17,15.1,2.23
528,6,16.1,30.00 ,13,13.1,1.75
529,6,16.6,30.00 ,8.5,10.07,0.9
553,2,9.5,30.20 ,4.2,4.65,0.88
484,2,48.7,30.30 ,6.5,6.44,1.28
488,12,41.9,30.30 ,18.6,12.9,3.1
552,2,10,30.30 ,4.1,4.56,0.7
428,12,97.5,30.40 ,27.5,15.11,2.85
530,6,15.5,30.40 ,14.5,13.92,1.2
429,3,97,30.50 ,5.1,6.03,1.28
482,3,52,30.50 ,6.3,7.03,0.38
489,2,42.6,30.50 ,1,1.86,0.28
542,6,10.4,30.70 ,15.7,14.51,2.23
554,8,8,30.70 ,12,12.51,1.23
525,6,18.4,31.30 ,15.5,14.41,1.63
526,6,18.1,31.40 ,15.7,14.51,2.13
481,6,50.7,31.50 ,19.5,16.12,1.95
483,6,50.5,31.50 ,21.5,16.84,4.78
491,8,39.9,31.60 ,10.3,11.41,1
490,8,40.5,31.80 ,8.3,9.9,0
551,6,10.9,32.00 ,18.1,15.57,3.05
469,3,69.1,32.20 ,8.7,8.73,1.65
473,2,58.2,32.20 ,7.1,6.88,1.13
431,2,99.9,32.30 ,6.3,6.29,0
522,3,22.1,32.30 ,4.8,5.76,1.15
550,6,11.5,32.30 ,8.5,10.07,0.55
555,2,8.4,32.30 ,10.7,9.35,2.28
487,8,44.8,32.40 ,13.1,13.16,1.15
548,6,11,32.60 ,9.1,10.53,0.7
549,6,11.5,32.60 ,13.1,13.16,1.13
1408,12,71.1,32.60 ,28.6,15.32,4.33
430,12,97.7,32.70 ,25.7,14.74,4.7
455,2,93.2,32.70 ,13.1,10.83,2.2
546,6,10.8,32.70 ,15.1,14.22,2.13
524,8,21.7,32.80 ,14,13.65,1.48
565,6,1.5,32.80 ,16.3,14.79,2.08
468,12,69.7,32.90 ,11.5,10.08,1.88
523,3,22.3,33.00 ,8.3,8.47,2.08
547,6,11.2,33.00 ,16.2,14.74,2.78
434,3,96.3,33.10 ,4.2,5.2,1.03
441,12,90.3,33.10 ,32.5,15.98,3.2
456,12,86.2,33.20 ,31.5,15.82,3.2
454,2,92.6,33.30 ,7.3,7.03,1.45
470,3,68,33.30 ,5.2,6.12,1.08
452,3,91.1,33.40 ,2.8,3.77,0.38
474,6,59.3,33.40 ,12.4,12.75,2.53
508,9,28.3,33.50 ,11.8,10.51,1.38
556,2,6.1,33.50 ,6,6.06,0
566,6,1.1,33.50 ,10.3,11.41,0
567,2,0.5,33.50 ,13.2,10.89,1.85
1409,9,28.2,33.50 ,10.2,9.64,1.48
486,8,44.4,33.60 ,13.9,13.6,1.83
506,3,30.7,33.60 ,7.8,8.13,1.68
453,3,92,33.70 ,5.1,6.03,1.18
532,3,19.3,33.80 ,6.8,7.41,0.83
467,3,69,33.90 ,5.1,6.03,1.35
493,8,39.1,34.00 ,15.5,14.41,1.38
432,2,98.8,34.10 ,3.1,3.73,0.98
433,2,98.7,34.10 ,1,1.86,0.4
492,8,39.6,34.20 ,13.3,13.27,1
545,6,10.7,34.30 ,8.2,9.82,1.43
451,2,92.6,34.40 ,8.1,7.6,1.18
533,6,19.2,34.40 ,16.8,15.01,2
534,6,18.2,34.40 ,5.2,7.01,0
558,2,9,34.40 ,7.7,7.32,2.1
557,2,7.8,34.70 ,2.8,3.47,0.63
435,3,96,35.00 ,5.8,6.62,0.8
466,7,72,35.00 ,17.1,15.15,3.13
475,3,58,35.00 ,10.1,9.59,2.85
476,3,57.8,35.00 ,8.6,8.67,1.73
544,8,13,35.00 ,9.7,10.98,0
502,3,32,35.10 ,3.5,4.51,1.1
458,3,84.4,35.20 ,5.8,6.62,1.4
535,6,17.6,35.20 ,15.4,14.36,2.13
563,2,6,35.20 ,6.8,6.66,1.7
564,8,5.3,35.20 ,12.6,12.87,1.35
461,3,84.2,35.30 ,5.6,6.46,1.98
472,12,63.4,35.30 ,13.5,11.02,1.93
521,8,22,35.30 ,14.1,13.71,2
457,3,84.6,35.40 ,5.5,6.37,1.58
460,3,84.2,35.40 ,10.5,9.81,2.48
507,2,30,35.40 ,9,8.23,1.85
459,3,84.3,35.50 ,11.2,10.2,1.55
505,3,30.8,35.50 ,29.1,15.96,3.3
436,3,97.7,35.60 ,4.2,5.2,1.55
437,2,98,35.60 ,5.1,5.37,1.23
438,3,98.3,35.60 ,3.8,4.81,1.25
504,3,31.5,35.60 ,7.2,7.71,0.9
509,2,27.6,35.60 ,3.8,4.32,1.18
439,6,99.2,35.70 ,35.2,20.23,3.8
450,2,91.4,35.70 ,9,8.23,1.95
477,6,59.7,35.70 ,12.5,12.81,1.68
479,6,58.6,35.80 ,19.2,16.01,2.95
503,3,31.5,35.80 ,11.1,10.14,1.53
480,6,57.8,35.90 ,17.1,15.15,3.03
464,12,73.2,36.00 ,24.5,14.48,3.03
465,12,72.8,36.00 ,30.5,15.66,0
494,6,39,36.00 ,15.6,14.46,2.25
495,6,38,36.00 ,11.1,11.95,1.03
496,6,38.5,36.10 ,18.2,15.61,2.75
449,12,90.4,36.20 ,32.4,15.97,3.4
471,2,65,36.20 ,4.8,5.13,1.75
531,6,12.1,36.20 ,16.2,14.74,1.98
559,3,9.8,36.20 ,6.2,6.95,1
485,8,47.5,36.30 ,12.1,12.57,0.88
562,2,6.4,36.40 ,2.5,3.21,1.23
513,2,26.2,36.50 ,2.7,3.39,0.65
515,3,23,36.50 ,5.2,6.12,0.88
446,2,92.5,36.60 ,1,1.86,0.5
448,2,92.1,36.60 ,8.5,7.88,1.35
512,2,26.4,36.60 ,5.3,5.52,1.85
543,6,10.4,36.60 ,15.2,14.27,2.2
497,6,39,36.70 ,20.8,16.6,2.9
440,2,97.2,36.80 ,3.7,4.23,0.88
445,2,96.2,36.80 ,9.8,8.76,2.18
516,12,22.5,36.80 ,27.4,15.09,4.43
536,2,16.2,36.80 ,7.1,6.88,1.23
