Number	x	y	species	dbh	height
1454	38.841	13.517	48	20	0
2100	80.211	87.33	61	20	0
2101	6.063	87.315	61	20	0
2116	53.407	84.91	61	20	0
2173	8.543	75.692	61	20	0
2251	65.371	64.931	61	20	0
2345	22.304	52.447	61	20	0
2369	36.372	49.324	61	20	0
2608	10.509	9.293	61	20	0
728	18.734	22.208	23	20.1	0
1229	49.226	12.033	43	20.1	0
1452	19.89	14.174	48	20.1	0
2089	12.961	89.339	61	20.1	0
2372	65.084	48.586	61	20.1	0
2384	79.55	47.188	61	20.1	0
2541	88.258	20.845	61	20.1	0
1302	83.653	100.714	48	20.2	0
1958	47.118	34.797	59	20.2	0
2191	15.887	73.409	61	20.2	0
2278	85.183	61.54	61	20.2	0
2311	89.393	57.154	61	20.2	0
2486	72.268	30.598	61	20.2	0
2512	81.533	26.271	61	20.2	0
3310	31.776	54.852	75	20.2	0
1321	21.139	88.071	48	20.3	0
1336	4.384	79.997	48	20.3	0
1444	12.197	19.021	48	20.3	0
2008	42.38	102.148	61	20.3	0
2114	30.691	85.455	61	20.3	0
2152	40.929	79.133	61	20.3	0
2371	57.65	49.109	61	20.3	0
2464	87.36	34.602	61	20.3	0
2564	65.219	16.222	61	20.3	0
2436	3.967	38.844	61	20.4	0
2447	54.555	37.499	61	20.4	0
2544	19.135	20.409	61	20.4	0
2587	51.531	12.175	61	20.4	0
2652	41.037	1.694	61	20.4	0
1306	80.203	98.083	48	20.5	0
2015	39.182	101.322	61	20.5	0
2131	60.055	82.231	61	20.5	0
2205	16.933	71.722	61	20.5	0
2226	79.734	68.015	61	20.5	0
2272	26.389	62.016	61	20.5	0
2338	41.081	53.484	61	20.5	0
2539	84.856	21.737	61	20.5	0
2551	82.692	19.039	61	20.5	0
2610	62.424	9.083	61	20.5	0
2169	80.835	75.853	61	20.6	0
2277	37.613	61.604	61	20.6	0
2628	40.848	5.956	61	20.6	0
2661	73.864	0.297	61	20.6	0
2228	14.172	67.669	61	20.7	0
2239	87.121	66.196	61	20.7	0
2313	57.379	57.03	61	20.7	0
2428	13.172	39.765	61	20.7	0
2448	25.561	37.328	61	20.7	0
2527	70.265	24.017	61	20.7	0
2566	27.949	15.909	61	20.7	0
3325	11.412	105.811	79	20.7	0
3341	37.714	83.589	79	20.7	0
619	75.547	40.447	19	20.8	0
1408	45.954	40.818	48	20.8	0
2105	57.898	86.874	61	20.8	0
2323	65.921	55.77	61	20.8	0
2465	19.932	34.239	61	20.8	0
2517	9.422	25.467	61	20.8	0
2548	8.033	19.446	61	20.8	0
2604	70.235	9.821	61	20.8	0
2620	78.726	6.897	61	20.8	0
708	24.547	38.33	23	20.9	0
732	7.381	20.73	23	20.9	0
2603	79.856	10.148	61	20.9	0
2627	51.173	6.158	61	20.9	0
1311	8.846	95.64	48	21	0
1379	17.643	59.146	48	21	0
1984	45.224	106.28	61	21	0
2209	4.875	70.62	61	21	0
2324	73.639	55.605	61	21	0
2341	30.96	52.874	61	21	0
2399	35.555	44.562	61	21	0
2429	29.833	39.749	61	21	0
2479	14.57	31.573	61	21	0
2619	89.876	7.151	61	21	0
690	12.382	53.323	23	21.1	0
2534	50.179	22.588	61	21.1	0
2594	41.662	11.611	61	21.1	0
2023	25.551	99.897	61	21.2	0
2171	2.786	75.779	61	21.2	0
2175	28.899	75.179	61	21.2	0
2230	33.326	67.497	61	21.2	0
2412	48.605	42.82	61	21.2	0
2520	86.239	25.074	61	21.2	0
2559	57.962	17.828	61	21.2	0
752	23.904	4.628	23	21.3	0
1334	9.803	82.487	48	21.3	0
1451	41.378	15.245	48	21.3	0
1471	3.507	6.397	48	21.3	0
1491	17.308	31.979	51	21.3	0
1967	79.207	109.974	61	21.3	0
2109	34.199	86.394	61	21.3	0
2136	6.759	81.837	61	21.3	0
2151	70.204	79.182	61	21.3	0
2403	82.086	44.035	61	21.3	0
2409	2.42	43.428	61	21.3	0
3319	88.932	32.045	78	21.3	0
2210	47.678	70.618	61	21.4	0
2381	76.914	47.442	61	21.4	0
2395	56.028	45.985	61	21.4	0
2405	70.828	43.744	61	21.4	0
2530	82.759	23.289	61	21.4	0
1324	88.418	86.578	48	21.5	0
1424	73.429	30.991	48	21.5	0
2206	58.478	71.157	61	21.5	0
2244	76.834	65.181	61	21.5	0
2305	26.498	57.809	61	21.5	0
2418	8.413	41.646	61	21.5	0
2571	70.505	15.595	61	21.5	0
2589	62.56	12.027	61	21.5	0
2616	34.887	7.743	61	21.5	0
587	6.038	94.459	17	21.6	0
1960	14.433	0.271	59	21.6	0
2193	81.503	73.008	61	21.6	0
2290	13.738	60.374	61	21.6	0
2460	76.706	35.048	61	21.6	0
2189	25.822	73.543	61	21.7	0
2427	33.231	39.814	61	21.7	0
1313	33.636	94.091	48	21.8	0
1381	82.64	58.22	48	21.8	0
1421	12.103	32.862	48	21.8	0
1449	34.883	15.86	48	21.8	0
2022	1.816	100.059	61	21.8	0
2088	56.371	89.401	61	21.8	0
2155	83.075	78.154	61	21.8	0
2201	88.064	72.201	61	21.8	0
2286	71.642	61.041	61	21.8	0
2445	81.039	37.864	61	21.8	0
1458	33.399	11.425	48	21.9	0
1462	5.904	9.675	48	21.9	0
2280	76.518	61.51	61	21.9	0
2542	75.273	20.843	61	21.9	0
1326	48.098	85.282	48	22	0
1995	62.396	104.804	61	22	0
2018	31.436	100.385	61	22	0
2124	42.057	83.675	61	22	0
2144	22.578	80.307	61	22	0
2194	36.152	72.763	61	22	0
2259	39.375	64.278	61	22	0
2310	29.508	57.427	61	22	0
2449	33.479	37.28	61	22	0
2649	10.765	2.207	61	22	0
1997	24.573	104.102	61	22.1	0
2025	39.247	99.648	61	22.1	0
2200	22.843	72.236	61	22.1	0
2382	69.321	47.432	61	22.1	0
2552	54.515	18.745	61	22.1	0
2581	23.693	13.612	61	22.1	0
2585	69.001	12.447	61	22.1	0
1447	20.808	17.798	48	22.2	0
2198	84.243	72.282	61	22.2	0
2340	67.279	53.212	61	22.2	0
2463	59.152	34.66	61	22.2	0
2474	32.028	32.759	61	22.2	0
2657	89.113	0.735	61	22.2	0
3110	16.552	4.963	67	22.2	0
2014	29.355	101.338	61	22.3	0
2252	31.33	64.922	61	22.3	0
2287	58.325	61.02	61	22.3	0
2331	85.371	54.589	61	22.3	0
2458	68.358	35.522	61	22.3	0
2538	66.688	21.748	61	22.3	0
2601	3.833	10.475	61	22.3	0
2118	79.059	84.842	61	22.4	0
2293	3.198	59.834	61	22.4	0
2580	18.656	13.769	61	22.4	0
2626	62.696	6.328	61	22.4	0
1980	77.134	107.394	61	22.5	0
1990	58.488	105.207	61	22.5	0
2043	23.498	97.12	61	22.5	0
2080	86.317	90.779	61	22.5	0
2094	60.832	88.681	61	22.5	0
2307	75.535	57.783	61	22.5	0
2308	85.914	57.669	61	22.5	0
2330	27.899	54.831	61	22.5	0
2417	37.063	41.926	61	22.5	0
2630	58.564	5.552	61	22.5	0
2197	31.188	72.311	61	22.6	0
2269	51.116	62.448	61	22.6	0
2410	19.778	43.058	61	22.6	0
2415	42.915	42.202	61	22.6	0
2473	4.468	32.81	61	22.6	0
2582	59.005	13.403	61	22.6	0
2032	19.724	98.419	61	22.7	0
2040	12.793	97.264	61	22.7	0
1344	39.259	77	48	22.8	0
2085	22.547	89.755	61	22.8	0
2334	76.047	53.963	61	22.8	0
2422	57.327	40.939	61	22.8	0
2452	37.355	36.218	61	22.8	0
2567	52.232	15.824	61	22.8	0
2337	39.595	53.49	61	22.9	0
2359	66.783	50.942	61	22.9	0
2360	30.152	50.681	61	22.9	0
3105	44.896	46.722	67	22.9	0
2003	31.986	103.081	61	23	0
2039	75.65	97.568	61	23	0
2056	78.403	95.239	61	23	0
2086	7.828	89.592	61	23	0
2125	19.573	83.198	61	23	0
2165	21.06	76.726	61	23	0
2234	0.205	66.952	61	23	0
2312	68.307	57.122	61	23	0
2319	63.065	56.116	61	23	0
1329	74.815	84.268	48	23.1	0
1476	27.831	3.938	48	23.1	0
2356	70.212	51.214	61	23.1	0
2563	75.935	16.59	61	23.1	0
2651	57.474	1.867	61	23.1	0
1339	25.318	79.529	48	23.2	0
1978	48.988	107.726	61	23.2	0
680	10.322	63.481	23	23.3	0
2001	49.553	103.31	61	23.3	0
2203	0.544	72.041	61	23.3	0
2233	52.085	66.997	61	23.3	0
2033	15.929	98.367	61	23.4	0
2067	67.222	93.007	61	23.4	0
2489	28.579	30.193	61	23.4	0
2607	17.481	9.324	61	23.4	0
1982	22.782	106.816	61	23.5	0
2038	63.217	97.6	61	23.5	0
2050	65.801	96.127	61	23.5	0
2166	88.306	76.316	61	23.5	0
2635	43.893	4.477	61	23.5	0
2562	15.385	16.775	61	23.6	0
1407	0.648	41.353	48	23.7	0
1396	10.444	50.143	48	23.8	0
2048	26.195	96.399	61	23.8	0
2066	13.363	93.499	61	23.8	0
2087	43.852	89.547	61	23.8	0
2107	66.021	86.573	61	23.8	0
2215	39.889	69.605	61	23.8	0
2483	24.326	31.199	61	23.8	0
2654	24.258	1.483	61	23.8	0
1290	71.364	107.403	48	23.9	0
2457	89.831	35.544	61	23.9	0
2499	67.952	28.569	61	23.9	0
2568	44.403	15.797	61	23.9	0
1438	23.223	21.557	48	24	0
1992	71.936	105.046	61	24	0
2021	48.198	100.169	61	24	0
2057	6.204	95.124	61	24	0
2097	69.48	88.253	61	24	0
2142	54.682	80.708	61	24	0
2143	73.021	80.367	61	24	0
2154	51.496	78.176	61	24	0
2170	15.963	75.787	61	24	0
2208	29.156	70.632	61	24	0
2318	0.919	56.438	61	24	0
2392	22.793	46.208	61	24	0
2543	33.04	20.572	61	24	0
1422	39.676	32.089	48	24.1	0
2572	45.996	15.047	61	24.1	0
2019	51.568	100.312	61	24.2	0
2081	3.485	90.72	61	24.2	0
2172	75.539	75.752	61	24.2	0
2423	49.899	40.799	61	24.2	0
2466	79.972	34.234	61	24.2	0
1969	44.575	109.493	61	24.3	0
2060	23.233	94.67	61	24.3	0
2091	67.146	89.206	61	24.3	0
2123	9.25	83.679	61	24.3	0
2316	77.069	56.534	61	24.3	0
2561	83.437	16.994	61	24.3	0
2588	81.338	12.04	61	24.3	0
3106	87.864	40.054	67	24.3	0
833	7.266	92.015	29	24.4	0
2117	15.371	84.885	61	24.4	0
1427	12.694	27.808	48	24.5	0
1996	80.231	104.555	61	24.5	0
2046	42.73	96.599	61	24.5	0
2052	70.353	95.96	61	24.5	0
2126	33.182	83.141	61	24.5	0
2212	33.922	70.447	61	24.5	0
2355	37.271	51.686	61	24.5	0
2362	76.275	50.31	61	24.5	0
2495	57.691	29.067	61	24.5	0
2597	0.299	10.984	61	24.5	0
2020	17.241	100.273	61	24.6	0
2093	37.653	89.043	61	24.6	0
2454	53.379	36.055	61	24.6	0
1433	36.994	24.166	48	24.7	0
1968	2.438	109.683	61	24.7	0
2106	40.395	86.781	61	24.7	0
2257	83.787	64.579	61	24.7	0
2348	52.336	52.351	61	24.7	0
3104	65.571	49.298	67	24.7	0
1983	5.257	106.68	61	24.8	0
2164	54.896	76.896	61	24.8	0
2540	45.912	20.863	61	24.8	0
2612	50.254	8.884	61	24.8	0
1473	37.854	5.175	48	24.9	0
352	10.596	5.586	15	25	0
2035	54.528	98.187	61	25	0
2042	46.907	97.216	61	25	0
2133	76.25	81.929	61	25	0
2179	47.048	74.536	61	25	0
2186	56.527	73.792	61	25	0
2292	55.723	60.049	61	25	0
2077	52.326	91.281	61	25.1	0
2178	73.237	74.696	61	25.1	0
2295	23.845	59.437	61	25.1	0
2511	12.969	26.351	61	25.1	0
1463	41.619	9.481	48	25.2	0
2017	74	100.532	61	25.2	0
2073	25.411	91.821	61	25.2	0
2075	63.591	91.704	61	25.2	0
2158	68.444	77.997	61	25.2	0
2424	52.32	40.77	61	25.2	0
1767	18.344	42.043	56	25.3	0
2058	18.383	95.108	61	25.3	0
2082	70.674	90.662	61	25.3	0
2217	11.771	69.449	61	25.3	0
2518	51.693	25.334	61	25.3	0
2011	21.65	101.577	61	25.4	0
2183	59.375	74.036	61	25.4	0
2332	70.039	54.499	61	25.4	0
2446	8.106	37.671	61	25.4	0
2041	83.379	97.262	61	25.5	0
2214	19.326	69.659	61	25.5	0
2267	66.627	62.899	61	25.5	0
1419	7.503	33.974	48	25.6	0
2202	75.4	72.08	61	25.6	0
2353	45.595	51.959	61	25.6	0
2461	15.472	34.936	61	25.6	0
2625	20.396	6.467	61	25.6	0
1988	18.173	105.279	61	25.7	0
2016	10.5	100.885	61	25.7	0
2062	73.302	93.768	61	25.7	0
2095	85.248	88.536	61	25.7	0
2223	25.945	68.607	61	25.7	0
2565	86.725	16.183	61	25.7	0
2624	83.541	6.494	61	25.7	0
3318	89.32	44.357	78	25.7	0
1456	8.38	12.49	48	25.8	0
1989	29.781	105.269	61	25.8	0
2071	81.874	92.231	61	25.8	0
2263	34.235	63.588	61	25.9	0
2302	80.296	58.615	61	25.9	0
2503	49.805	27.707	61	25.9	0
2507	22.104	27.037	61	25.9	0
1973	40.011	108.885	61	26	0
2225	55.666	68.207	61	26	0
2242	22.731	65.912	61	26	0
2363	41.503	50.228	61	26	0
2268	19.473	62.53	61	26.1	0
2493	32.248	29.385	61	26.1	0
2026	27.766	99.598	61	26.2	0
2061	31.527	94.646	61	26.2	0
2148	79.044	79.752	61	26.2	0
2227	75.142	67.679	61	26.2	0
2274	43.619	61.848	61	26.2	0
2300	46.769	58.931	61	26.2	0
2472	55.492	32.842	61	26.2	0
2005	35.748	103.034	61	26.3	0
2096	75.467	88.456	61	26.3	0
2113	72.607	85.647	61	26.3	0
2480	68.74	31.511	61	26.3	0
2513	2.315	26.138	61	26.3	0
2592	28.711	11.858	61	26.3	0
2147	31.724	79.784	61	26.4	0
2388	14.42	46.716	61	26.4	0
2135	2.33	81.858	61	26.5	0
2141	88.125	81.007	61	26.5	0
2218	85.47	69.149	61	26.5	0
2253	69.508	64.861	61	26.5	0
2285	89.296	61.052	61	26.5	0
2555	25.622	18.522	61	26.5	0
1429	72.098	26.55	48	26.6	0
2485	50.567	30.998	61	26.6	0
1417	27.963	34.841	48	26.7	0
1448	11.274	16.271	48	26.7	0
1975	35.083	108.55	61	26.7	0
2002	26.523	103.297	61	26.7	0
2049	51.416	96.293	61	26.7	0
2090	49.282	89.338	61	26.7	0
2103	25.01	87.235	61	26.7	0
2160	58.625	77.787	61	26.7	0
1999	3.202	103.763	61	26.8	0
2386	8.203	47.121	61	26.8	0
1358	19.805	69.326	48	26.9	0
2092	27.782	89.166	61	26.9	0
1970	23.268	109.244	61	27	0
2084	31.309	90.094	61	27	0
2196	44.221	72.369	61	27	0
2421	38.15	40.965	61	27	0
2167	42.317	76.293	61	27.1	0
2434	58.814	39.094	61	27.1	0
2618	65.549	7.239	61	27.2	0
1446	43.034	18.044	48	27.3	0
2238	18.391	66.27	61	27.3	0
2579	4.981	14.043	61	27.3	0
2629	48.289	5.932	61	27.3	0
1467	30.262	7.978	48	27.4	0
1994	40.458	104.922	61	27.4	0
2051	59.642	96.042	61	27.5	0
2072	35.981	91.949	61	27.5	0
2104	10.59	87.176	61	27.5	0
2146	62.035	80.271	61	27.5	0
2498	5.602	28.665	61	27.5	0
1977	15.509	108.378	61	27.6	0
1998	8.88	104.034	61	27.6	0
2079	40.531	91.148	61	27.7	0
2525	57.184	24.363	61	27.8	0
2009	45.419	101.798	61	28	0
2013	63.803	101.481	61	28	0
2053	39.123	95.886	61	28	0
2377	87.857	48.24	61	28	0
2006	67.298	102.529	61	28.2	0
1392	28.847	52.798	48	28.3	0
2150	86.503	79.336	61	28.3	0
2393	49.465	46.162	61	28.3	0
2648	6.691	2.268	61	28.3	0
2289	64.558	60.387	61	28.4	0
2059	62.545	94.946	61	28.5	0
2222	64.966	68.826	61	28.5	0
2531	25.251	23.254	61	28.5	0
1445	1.305	18.211	48	28.8	0
2007	13.37	102.348	61	28.8	0
1987	32.545	105.541	61	29	0
2028	68.546	99.328	61	29	0
2138	26.294	81.396	61	29	0
1985	65.612	106.237	61	29.2	0
2496	61.12	28.925	61	29.2	0
2149	45.525	79.59	61	29.4	0
2098	63.529	87.791	61	29.5	0
2000	53.446	103.678	61	30	0
2012	58.334	101.491	61	30	0
2481	65.47	31.485	61	30.4	0
2108	18.754	86.428	61	30.5	0
2121	81.153	84.112	61	30.6	0
2134	66.302	81.914	61	30.6	0
2451	40.635	36.221	61	30.8	0
1979	54.639	107.607	61	31.2	0
2112	50.41	85.749	61	31.2	0
2350	7.473	52.333	61	31.2	0
2365	4.186	49.502	61	31.2	0
2054	86.967	95.818	61	31.4	0
2224	68.852	68.427	61	31.4	0
2615	55.246	7.802	61	31.4	0
2065	46.826	93.544	61	32.2	0
2256	59.871	64.632	61	32.6	0
2029	35.136	98.982	61	33.3	0
2074	59.055	91.705	61	33.4	0
2083	78.851	90.189	61	33.4	0
2192	50.707	73.03	61	33.6	0
2119	45.693	84.488	61	34.1	0
2634	2.649	4.522	61	35.5	0
2078	19.338	91.214	61	35.7	0
2004	74.741	103.059	61	36.3	0
1974	61.833	108.575	61	36.4	0
					
