treeno,species,x,y,dbh
120,11,87.448,6.828,14.3
121,11,88.255,6.997,3.5
122,8,88.672,4.214,35.7
123,3,88.842,0.69,8.2
124,3,88.792,0.682,7.7
125,11,89.235,0.761,3.4
126,15,90.353,0.578,16.8
127,2,92.353,0.34,35.4
128,10,92.037,1.731,21.6
129,14,92.689,0.245,3.6
130,14,93.181,0.471,1.6
131,10,95.87,0.479,26.5
132,1,98.625,0.873,15.6
133,2,97.816,2.064,10.3
134,10,97.06,4.105,15.2
135,6,99.99,4.782,18.4
136,15,96.74,6.666,19.1
137,15,94.434,7.373,15.5
138,15,94.42,8.393,18.1
139,9,94.28,8.033,7.6
140,9,91.965,9.943,7.8
141,11,95.792,9.992,9.3
142,9,99.565,9.668,4.7
143,9,99.404,8.105,4.7
144,6,99.251,10.388,31.1
145,7,98.684,11.426,4.3
146,3,96.845,12.354,4
147,6,99.036,14.836,20.4
148,1,98.162,18.131,22
149,9,98.228,19.943,20.5
150,14,91.721,19.565,3.6
151,7,92.797,16.565,4.6
152,11,92.303,14.571,9.9
153,7,91.83,12.74,6.8
154,7,91.829,12.752,5.7
155,7,91.832,12.739,7.1
156,9,90.001,14.005,9.5
157,9,89.675,15.789,8.3
158,15,85.118,19.358,18.2
159,9,85.075,13.274,7
160,15,83.132,13.836,19.3
161,14,81.285,10.503,10.3
162,9,81.051,11.661,7.2
163,11,80.725,15.421,4.1
164,7,82.13,15.988,6.6
165,7,81.738,16.498,3.1
166,9,82.57,17.107,7.4
167,14,80.382,16.645,16.1
168,7,80.319,16.678,7.4
169,15,79.637,13.156,18.4
170,10,78.969,13.911,10.7
171,10,78.534,13.182,12.9
172,15,78.92,16.705,17
173,15,78.881,18.843,16.8
174,9,77.879,18.879,4.7
175,3,76.499,16.556,5.2
176,7,75.372,15.716,4.6
177,15,75.247,15.31,17.2
178,9,74.063,15.378,7.3
179,7,74.313,13.959,4.3
180,7,74.538,13.804,2.5
181,1,73.538,11.804,26.8
182,11,72.867,12.218,2.7
183,3,72.564,12.744,2.2
184,15,74.203,16.701,29.9
185,2,75.009,19.99,6.7
186,2,75.012,19.992,3.3
187,14,74.026,19.887,6.5
188,14,74.036,19.987,2.8
189,6,70.388,17.501,21.8
190,1,70.39,18.797,10.7
191,7,70.382,14.992,3.8
192,6,69.46,12.927,25.7
193,1,69.502,12.105,19.6
194,3,69.037,11.172,2.5
195,7,68.399,10.955,5.9
196,1,67.781,13.559,18.5
197,15,65.213,12.106,12.5
198,9,64.591,13.876,7.8
199,15,63.203,13.94,15.3
200,11,62.655,13.68,3.3
201,7,61.442,13.008,10.7
202,15,63.489,14.607,23.8
203,10,63.149,16.159,4.3
204,9,62.615,16.043,4.5
205,3,62.53,17.439,12.6
206,3,62.542,17.44,9.6
207,9,61.023,17.429,6.5
208,10,60.407,17.105,2.7
209,7,58.906,15.045,5.4
210,10,58.868,16.519,5.3
211,15,57.95,17.719,14.8
212,7,54.107,16.73,20
213,7,55.892,14.186,1.9
214,3,55.498,11.002,2.8
215,3,55.5,11.007,2.3
216,3,55.502,11.01,2.5
217,14,54.909,12.127,14.5
218,2,54.91,12.132,12.4
219,1,53.825,12.729,20.6
220,14,51.655,13.178,7
221,14,52.117,14.745,2.8
222,14,51.446,17.192,4.4
223,10,51.428,17.946,2.6
224,10,51.619,17.569,3.6
225,14,49.804,12.222,3.5
226,3,49.314,13.059,1.7
227,14,48.771,13.263,3.1
228,14,48.744,13.667,1.8
229,6,48.697,14.408,20.3
230,10,48.478,14.223,1.7
231,14,47.59,14.244,1.5
232,14,48.881,12.057,1.9
233,6,48.118,11.855,22.6
234,1,48.747,10.845,15.2
235,8,48.389,10.02,28.1
236,14,47.655,12.039,5
237,14,46.849,10.709,4.6
238,10,46.817,11.632,2.6
239,10,47.07,12.358,1.8
240,14,47.2,12.783,5.4
241,14,45.898,11.098,2
242,14,45.56,12.517,2.4
243,14,45.626,12.914,2
244,14,45.4,15.995,2
245,1,45.546,16.5,25.4
246,4,47.408,19.38,10.1
247,14,46.176,19.25,18.7
248,10,42.985,17.415,12.6
249,15,40.506,18.626,31.2
250,10,40.488,14.93,25.8
251,10,39.016,14.606,17.5
252,14,37.752,13.107,3.3
253,15,37.909,12.652,23.9
254,15,37.57,11.216,18.4
255,1,36.534,14.232,7.9
256,2,35.402,13.815,11.5
257,14,27.265,19.823,22.1
258,7,23.555,19.357,12
259,1,22.521,14.852,22.5
260,6,21.703,17.876,17.3
261,1,21.908,19.157,22.7
262,14,20.222,16.691,2.2
263,6,20.319,16.954,28.6
264,6,20.628,16.549,18.9
265,14,20.625,13.805,1.6
266,14,21.55,11.403,1.9
267,1,12.915,13.673,22.1
268,1,11.547,12.659,10.6
269,2,10.243,11.747,9.2
270,10,10.34,19.184,36.6
271,15,9.226,11.103,17.4
272,15,5.146,15.698,21.9
273,15,5.025,15.439,8.8
274,15,5.3,16.199,16.8
275,10,5.054,16.201,15.7
276,15,4.413,14.895,11.9
277,1,2.315,14.367,19.9
278,10,1.571,13.405,22.1
279,15,0.534,18.611,10.1
280,14,0.505,11.669,16.9
281,9,2.229,23.386,5.7
282,14,1.88,24.836,10.3
283,1,3.685,24.549,21.5
284,1,2.305,28.593,13.7
285,9,2.221,28.261,11
286,1,2.597,28.069,24.2
287,1,8.107,28.551,15.6
288,14,7.794,24.531,5.3
289,3,9.127,23.36,32.2
290,10,1.83,21.449,20.6
291,1,10.887,23.795,13.4
292,1,13.292,25.724,13.9
293,1,14.402,26.441,14.9
294,2,10.623,27.285,9.8
295,1,10.252,28.852,18.2
296,11,13.525,29.454,11.5
297,11,13.601,29.4,4.3
298,6,13.837,29.098,24.5
299,1,18.334,24.829,9.7
300,1,15.976,21.093,15.1
301,1,20.582,24.855,10.4
302,6,21.398,23.141,19.8
303,14,22.123,25.106,2
304,11,23.265,25.703,23.7
305,9,21.906,29.2,4.6
306,6,25.155,29.69,27.5
307,7,26.314,29.604,10.1
308,1,25.264,29.992,7.4
309,2,25.693,25.904,20.7
310,14,27.272,23.37,17.7
311,7,26.224,22.663,10
312,3,31.101,25.803,9.7
313,15,30.345,29.992,13.1
314,15,32.064,28.662,20.4
315,9,32.53,28.523,4.7
316,3,32.667,21.871,12.8
317,10,33.089,21.513,11.2
318,15,36.971,20.765,8.9
319,14,39.763,21.541,26.2
320,9,38.87,20.187,5.4
321,6,39.909,22.826,8
322,2,37.658,25.845,14.6
323,2,37.989,27.297,13
324,2,37.829,27.111,9
325,15,36.177,29.991,14.1
326,14,36.887,29.733,5.3
327,14,37.128,29.505,15
328,14,37.201,29.574,12.8
329,14,37.606,29.133,3.3
330,14,37.826,28.793,19.2
331,2,40.491,27.835,13.9
332,14,40.401,23.879,20.4
333,6,40.589,22.719,25.6
334,15,41.732,26.133,15.5
335,14,42.707,21.03,17.5
336,10,42.688,20.282,10
337,10,43.98,20.409,12.7
338,3,48.741,22.364,9.2
339,15,48.739,23.105,15.9
340,15,47.404,25.856,12.2
341,14,46.558,28.176,14.5
342,10,46.394,28.456,2.2
343,1,45.473,29.252,15.4
344,2,45.063,29.73,10
345,7,46.973,29.501,10.3
346,7,46.969,29.507,8.8
347,2,47.914,27.644,16.1
348,14,49.212,27.893,2.1
349,10,48.099,26.603,2.1
350,1,50.942,27.892,9.1
351,1,51.001,29.9,20.5
352,9,51.401,29.82,7.4
353,9,51.754,28.06,4.5
354,1,52.326,26.083,7.7
355,1,52.306,26.072,7.2
356,8,52.405,24.511,25.2
357,14,50.77,22.523,2.2
358,14,50.902,22.267,1.5
359,9,53.72,24.786,4.5
360,11,54.832,23.996,22.9
361,2,55.041,28.749,5.4
362,9,54.102,28.833,4.5
363,15,56.522,28.12,12.5
364,9,57.62,29.81,6.9
365,9,58.939,24.883,8.9
366,9,58.65,21.493,5.2
367,9,61.351,20.738,6.6
368,14,62.715,21.371,2
369,10,62.936,21.223,11.6
370,15,64.107,20.835,25.6
371,15,61.596,23.726,30.6
372,7,61.043,28.365,6
373,2,62.528,27.835,16.4
374,9,63.553,26.635,3.8
375,10,64.112,25.321,11.3
376,2,64.511,25.017,5.4
377,14,64.065,23.309,15.1
378,9,66.774,21.574,7.4
379,9,70.868,25.785,14.2
380,14,71.577,27.678,2.6
381,2,73.088,29.212,22.6
382,2,72.536,25.617,16
383,1,74.117,25.73,16.9
384,2,74.76,26.485,13.3
385,14,72.98,24.403,3.2
386,3,70.567,22.609,10.7
387,3,70.764,22.104,6.6
388,1,74.066,21.917,17.5
389,1,75.232,21.259,18.2
390,15,75.516,22.836,35.1
391,14,77.775,22.35,17
392,10,78.402,24.691,2.2
393,1,79.235,21.685,19.4
394,10,78.385,29.043,2.5
395,3,77.654,28.279,5.4
396,1,80.275,23.22,20.5
397,7,81.539,24.845,7.1
398,1,82.531,24.494,15
399,1,83.774,28.392,10.1
400,2,84.195,23.098,15.6
401,1,84.709,22.224,11.8
402,1,82.727,20.409,20.8
403,15,86.564,21.124,26.1
404,14,86.742,21.13,4.2
405,10,86.087,21.981,10.6
406,7,87.308,20.826,6.5
407,15,87.01,22.091,15.6
408,15,86.479,23.458,23.1
409,9,86.502,24.228,3.9
410,9,89.358,24.6,7.2
411,3,90.692,22.619,20.7
412,7,90.678,20.531,5.5
413,15,91.085,20.449,24.2
414,10,91.588,22.249,7
415,2,91.776,22.801,7.6
416,7,91.751,20.167,6.1
417,15,93.685,22.28,17
418,15,92.597,22.609,20.9
419,15,92.243,23.811,7.9
420,3,95.259,22.724,4.5
421,3,95.299,24.02,7.2
422,9,91.127,25.883,6.9
423,6,89.776,29.181,21
424,1,88.127,26.447,14
425,1,94.896,26.738,22.7
426,15,95.583,27.686,9.7
427,3,95.219,27.63,3.1
428,9,95.854,26.58,5.3
429,15,97.19,20.974,22.9
430,7,97.202,21.002,4.6
431,7,98.554,21.638,5
432,15,99.12,21.535,15
433,3,98.589,23.949,3
434,3,98.6,23.95,3.2
435,3,98.602,23.94,2.6
436,3,98.499,23.96,2.3
437,1,98.777,27.716,5.4
438,9,98.604,33.249,5.8
439,6,97.948,34.042,25.1
440,3,97.339,32.831,3.6
441,9,95.856,35.707,5.5
442,4,95.873,35.342,33.6
443,1,97.638,36.247,15.7
444,1,98.872,37.791,18.9
445,9,98.318,39.472,4.6
446,14,96.426,38.259,1.6
447,14,90.807,39.043,2
448,7,92.127,39.892,6.4
449,1,91.921,39.948,22
450,7,91.586,37.434,6.3
451,7,94.811,36.425,2.8
452,9,95.486,35.293,9.5
453,6,91.141,34.835,13.7
454,2,93.853,30.768,20.8
455,2,91.713,30.487,14
456,2,90.76,30.814,12
457,1,88.551,31.77,22.8
458,10,88.495,36.985,15.6
459,10,87.135,38.662,19.1
460,14,83.978,38.886,22.3
461,1,83.035,35.059,17
462,1,83.046,35.062,23.3
463,15,84.102,34.448,11.8
464,1,84.027,33.596,21.2
465,2,84.959,31.993,8.8
466,15,80.848,30.422,20
467,6,81.42,33.728,13.5
468,14,78.678,34.085,26.6
469,14,78.785,37.239,2.7
470,11,78.128,38.308,22.6
471,7,77.14,38.964,5
472,2,75.799,37.725,12.8
473,14,75.636,39.575,14.3
474,7,75.32,39.277,3.3
475,7,71.077,39.85,5.8
476,15,71.78,36.618,10.9
477,7,76.85,36.65,4.7
478,2,74.162,36.237,8.6
479,1,73.764,35.615,16.8
480,15,76.814,35.821,17.7
481,15,74.279,33.62,7.9
482,14,74.605,32.192,2
483,10,77.933,31.544,6.5
484,2,74.347,30.858,26.6
485,15,72.466,30.17,29.4
486,14,70.356,33.158,7.6
487,7,69.799,32.41,18.6
488,2,67.9,32.204,10.2
489,14,67.789,31.026,43.7
490,1,67.644,35.839,19.6
491,1,69.017,38.884,15.7
492,10,66.69,33.642,6
493,15,64.672,31.442,13.3
494,2,63.308,33.317,13
495,9,61.974,31.325,8.4
496,9,61.207,32.067,6
497,1,60.362,30.514,19.8
498,14,60.57,35.893,3.5
499,8,60.576,36.644,31.2
500,8,59.43,38.947,21.2
501,8,58.171,37.738,22.7
502,9,58.221,35.218,4.1
503,9,57.874,35.323,6
504,15,58.552,34.629,9.3
505,9,56.314,33.3,6.7
506,8,56.698,31.472,37
507,10,52.616,39.456,17.2
508,8,50.983,38.139,28
509,8,50.769,34.475,22.9
510,15,49.896,35.367,18.2
511,7,48.694,37.393,16.7
512,7,47.692,37.395,3.8
513,15,47.161,38.405,22.7
514,2,46.242,34.595,16.5
515,3,47.428,31.492,11.3
516,2,49.11,30.238,19.1
517,9,45.258,31.14,12
518,14,40.874,36.732,13.7
519,1,37.48,38.335,21.8
520,1,36.294,37.735,13.3
521,10,35.12,37.168,14
522,9,34.555,36.009,21.7
523,6,32.231,37.294,21.6
524,15,30.541,38.479,22.6
525,10,30.592,37.453,15.6
526,1,30.642,36.512,18.7
527,14,33.714,34.37,18.4
528,1,36.561,32.389,17.3
529,2,36.366,30.915,10
530,1,30.435,32.011,17
531,1,24.807,30.464,12.7
532,1,22.505,31.033,9.4
533,6,22.183,30.214,14.9
534,1,22.573,33.53,22.3
535,1,24.437,35.716,22.2
536,1,25.624,36.388,15.5
537,6,23.322,37.01,22.5
538,1,23.458,37.826,10.3
539,1,25.709,38.431,14.5
540,2,17.934,34.423,40
541,1,16.448,36.81,22.1
542,9,15.211,37.27,4.4
543,1,12.894,38.317,19.6
544,15,13.749,35.141,6.7
545,1,10.349,39.207,11.2
546,1,10.214,37.026,8.7
547,9,12.086,37.176,4.5
548,15,10.183,35.087,9.8
549,15,10.266,34.656,13.8
550,7,10.565,33.641,5.6
551,4,10.669,33.108,10.2
552,10,10.871,31.622,2.4
553,1,10.631,30.957,22
554,9,12.963,31.521,8.2
555,2,13.151,30.488,9.3
556,9,11.822,31.3,10.9
557,10,15.512,31.73,13.1
558,1,17.165,30.943,20.3
559,15,9.005,36.033,11.9
560,15,9.01,36.13,12.9
561,2,8.424,35.746,15.5
562,14,8.43,36.113,12.9
563,14,8.462,39.98,7.7
564,15,7.614,39.958,16.9
565,7,6.546,39.286,16.9
566,1,3.709,35.008,11.8
567,7,4.473,31.862,14.2
568,14,5.157,31.146,4
569,7,2.751,40.977,17.7
570,2,1.89,41.727,28.7
571,10,3.385,44.524,20.3
572,2,4.413,46.094,17.5
573,2,4.084,46.849,27.4
574,2,0.879,48.906,10.4
575,14,2.108,49.4,1.5
576,14,5.185,49.522,1.4
577,1,6.856,48.25,13.8
578,7,7.478,46.532,4.4
579,4,6.435,44.652,14.7
580,14,10.618,42.594,7.4
581,15,11.03,42.97,17.9
582,7,11.14,43.414,7
583,7,11.2,43.404,4.4
584,14,11.06,41.127,5.8
585,14,12.393,40.43,8.8
586,3,13.05,40.627,19.8
587,9,13.256,42.478,10.3
588,14,13.127,42.813,12.2
589,15,12.029,45.884,15.4
590,14,12.773,45.618,6.7
591,15,12.629,46.106,11.5
592,14,13.163,46.158,2.5
593,7,11.198,47.912,7.6
594,6,12.864,47.881,22.2
595,7,13.876,49.802,8.2
596,14,16.408,49.069,2.2
597,9,18.964,47.845,6.3
598,3,17.205,44.572,3.8
599,3,17.21,44.569,3.5
600,3,17.221,44.582,4.5
601,3,18.742,41.748,2.7
602,1,21.69,43.418,10.2
603,1,23.626,43.49,12.9
604,1,26.745,42.629,11.4
605,14,27.892,41.433,9.4
606,1,25.76,44.364,13.7
607,14,29.421,44.6,17.3
608,6,26.401,47.043,26
609,1,26.348,47.106,12.6
610,3,22.113,49.04,3
611,3,21.923,49.421,2.3
612,3,21.9,49.4,1.9
613,3,31.055,49.02,18.2
614,15,30.826,45.749,11.7
615,14,33.922,49.731,15
616,14,36.091,47.351,23.2
617,14,35.819,46.35,4.1
618,10,34.944,42.199,21.6
619,14,34.005,41.303,13.8
620,10,34.015,41.502,14.9
621,10,34.007,40.871,5.4
622,2,36.09,41.46,15.2
623,3,39.941,42.358,27.6
624,2,38.733,49.37,25
625,7,40.924,47.015,26.3
626,15,42.257,49.744,16.9
627,14,41.764,45.001,2.5
628,10,44.457,46.676,19.6
629,14,45.911,48.421,2.7
630,2,46.939,47.684,24.7
631,10,47.661,49.718,17
632,11,46.803,42.921,10.7
633,11,46.823,42.892,6.8
634,2,49.884,41.291,17.4
635,6,53.106,45.305,17.9
636,9,54.018,47.1,5.7
637,15,54.455,47.15,12.5
638,2,51.723,49.787,37.2
639,9,56.099,48.015,4.8
640,6,54.027,43.449,20.4
641,14,54.581,46.83,13.1
642,3,55.235,40.935,11.4
643,3,55.329,41.002,12.3
644,7,57.653,43.972,22.3
645,14,58.338,43.255,2
646,16,57.927,44.658,11.3
647,15,58.947,45.013,26.3
648,9,58.949,41.787,13.9
649,10,59.831,49.249,4.7
650,10,60.347,47.935,17.5
651,10,61.525,44.45,8.1
652,7,64.295,44.288,9.4
653,14,61.304,41.869,1.2
654,6,63.457,41.254,17.9
655,10,67.318,40.337,1.7
656,14,67.606,41.2,16.5
657,1,67.066,43.732,7.2
658,6,67.091,44.62,27.4
659,8,71.065,47.468,36.8
660,7,71.629,44.067,7.3
661,10,72.62,44.483,21.4
662,14,70.45,40.841,22.3
663,14,74.082,41.565,34.2
664,3,74.586,41.962,40.8
665,10,76.055,41.783,26.8
666,10,79.175,40.593,20.2
667,9,76.019,49.864,7.1
668,1,82.109,48.899,24.5
669,2,80.701,43.84,20.4
670,4,82.3,42.823,48.3
671,14,80.205,41.611,25
672,2,82.957,40.388,23.7
673,10,83.751,42.698,2
674,15,84.199,42.826,10.3
675,10,88.823,41.854,18.8
676,2,91.012,43.28,22.1
677,10,93.029,45.003,28.7
678,9,95.535,42.352,5
679,6,96.866,41.126,25.7
680,1,96.401,40.685,17
681,1,98.356,41.897,12.9
682,15,97.029,47.267,14.2
683,15,97.03,47.634,10.8
684,2,97.441,47.267,14
685,14,97.612,47.265,1.6
686,14,98.455,44.953,2
687,15,97.997,58.312,7
688,7,97.769,56.766,10.1
689,14,95.395,55.784,27.3
690,15,90.96,57.526,8.9
691,15,90.647,56.79,8.2
692,7,89.336,57.318,5.2
693,10,88.129,58.123,28.4
694,10,88.553,54.754,10
695,15,88.524,54.766,12.5
696,2,86.702,54.865,15.1
697,15,86.007,53.289,17.5
698,14,86.322,54.374,2
699,2,86.7,51.891,13.8
700,14,85.584,54.483,4.3
701,15,84.932,53.971,9.5
702,2,84.243,52.094,13.6
703,7,83.31,50.774,8
704,9,82.394,51.057,6.5
705,6,82.599,55.715,25.4
706,14,81.746,56.028,3.3
707,6,80.551,55.664,9.2
708,14,79.325,57.686,2.3
709,9,76.63,58.079,6.3
710,1,77.646,54.596,18.4
711,9,78.667,52.544,8
712,8,74.856,53.179,33.9
713,14,74.517,51.824,3
714,8,74.519,50.595,29.4
715,10,70.937,54.581,18.4
716,9,70.653,56.938,6
717,9,70.748,56.972,6.8
718,7,68.299,57.123,2.4
719,14,68.602,52.658,16.5
720,3,66.43,57.937,36.2
721,9,63.468,58.444,7.7
722,3,65.109,55.887,16.6
723,10,65.992,55.824,4.7
724,9,63.639,53.828,6
725,15,64.282,55.164,18
726,14,61.744,53.267,2
727,10,61.31,52.623,14.8
728,10,60.409,52.91,11.3
729,10,64.432,51.256,25.5
730,2,58.122,57.728,2.3
731,15,58.631,59.18,13.2
732,15,56.91,55.649,16.3
733,9,55.148,55.257,6.2
734,8,58.216,51.375,38.5
735,14,54.881,53.006,1.9
736,9,53.709,50.516,5.5
737,1,51.429,54.896,12.9
738,3,52.621,59.119,7.8
739,15,52.244,59.35,21.8
740,9,51.736,59.101,8.2
741,9,50.979,59.579,10
742,9,48.079,51.802,5.5
743,7,47.979,52.701,18.8
744,2,48.85,54.406,21.7
745,16,49.031,55.937,13.9
746,10,44.476,51.642,14.9
747,14,42.91,51.595,13.1
748,15,42.825,55.229,15.2
749,7,41.259,53.723,13
750,14,40.776,50.227,26.8
751,7,38.172,55.283,15.1
752,7,35.863,58.664,11.3
753,7,35.612,59.068,30.4
754,3,34.649,59.875,8.4
755,7,34.637,56.875,17.4
756,14,35.046,53.902,11.3
757,14,35.002,54.001,26
758,7,35.467,51.203,10.8
759,14,35.005,50.957,19.3
760,15,33.707,50.462,16
761,14,33.299,49.99,15.9
762,1,27.992,51.386,18.3
763,1,28.883,53.548,19.2
764,1,28.772,55.532,17.4
765,15,24.986,53.607,13.3
766,8,24.47,56.763,26
767,7,22.481,56.149,6.7
768,7,22.979,56.152,3.4
769,14,23.318,51.268,22.7
770,11,20.634,52.042,26.8
771,2,20.669,50.686,40.6
772,14,21.136,56.086,13.5
773,9,20.343,56.857,17.8
774,9,20.334,58.168,11.9
775,1,24.028,58.724,10.8
776,9,25.133,59.106,19.7
777,10,16.626,57.289,8.4
778,10,16.427,56.51,18.1
779,10,16.744,55.521,11.6
780,10,16.491,53.002,24.8
781,7,12.613,50.595,8
782,9,11.978,52.187,3.9
783,15,11.718,52.529,7.6
784,7,11.835,53.333,6.4
785,7,11.84,53.303,7.9
786,3,12.809,53.806,10
787,10,12.681,56.414,13
788,10,13.45,58.729,16.7
789,14,13.82,59.921,23.6
790,9,8.799,57.739,17.4
791,9,9.319,52.038,6.5
792,15,5.602,51.315,17
793,14,2.297,54.333,21.6
794,1,1.28,51.904,15.6
795,15,4.572,56.889,16
796,14,4.403,57.544,2.8
797,2,0.747,58.132,19.3
798,14,1.108,55.881,1.5
799,1,0.949,53.874,22.7
800,14,2.258,60.28,23.4
801,15,1.453,63.976,11
802,2,1.418,66.568,15
803,14,1.692,67.696,2.9
804,15,1.69,67.568,19.8
805,9,7.611,64.105,8
806,15,7.702,65.04,8.2
807,14,8.214,65.028,12.5
808,10,9.252,69.032,27.3
809,15,7.613,61.251,14
810,15,6.71,60.292,13.2
811,15,6.08,61.721,19.3
812,14,10.238,64.964,15
813,3,15.44,62.931,4
814,10,12.685,61.328,21.4
815,9,19.344,60.361,3.8
816,14,20.344,61.756,22.7
817,1,21.075,62.357,18.3
818,1,21.54,64.984,24.8
819,7,22.259,66.58,5.4
820,1,23.932,64.555,17.8
821,1,23.761,67.048,17.9
822,1,23.99,68.519,11
823,8,24.156,69.963,46.2
824,1,27.408,68.616,15.4
825,8,27.601,64.73,15.5
826,9,28.386,63.088,10.5
827,10,31.758,64.563,20.1
828,14,34.036,62.504,11.5
829,14,34.213,67.224,11.2
830,7,35.174,67.852,24.1
831,7,35.2,67.9,29.9
832,6,36.197,64.725,21.4
833,14,37.307,61.617,19.2
834,14,37.646,62.143,4.5
835,14,39.591,60.001,12.9
836,16,40.35,65.959,10.2
837,10,42.714,66.709,17.3
838,14,40.637,69.35,26.3
839,10,49.577,61.466,24.7
840,15,48.853,60.01,37.1
841,14,50.275,65.769,10.2
842,10,52.758,64.113,16.6
843,7,53.791,62.917,7
844,10,54.077,64.082,23.9
845,9,55.979,63.038,6.2
846,14,52.125,68.129,32.1
847,14,51.185,69.506,21.2
848,7,51.296,67.652,3.6
849,6,56.951,66.488,25.8
850,15,60.356,67.252,12.8
851,9,61.327,66.324,4.3
852,9,62.527,66.301,5.1
853,9,62.096,68.298,5.7
854,9,61.976,69.141,22.8
855,1,64.81,63.1,14
856,10,65.497,62.009,42.4
857,2,65.914,61.648,7.1
858,9,63.017,60.25,6.4
859,14,68.694,61.735,17.4
860,15,67.997,63.715,10.5
861,15,69.964,67.203,20.4
862,9,71.901,66.531,4.6
863,2,71.371,67.265,15.7
864,7,72.138,68.904,3.2
865,7,72.2,68.91,3.1
866,14,76.316,68.37,11.3
867,15,79.47,68.752,27.5
868,14,78.351,66.445,10
869,2,78.35,65.303,12.9
870,10,79.193,64.072,16
871,10,78.488,61.878,27.3
872,11,74.381,63.873,20.4
873,14,74.409,62.864,19.2
874,10,74.111,60.897,21.4
875,10,74.906,61,8.7
876,14,72.829,60.681,21.9
877,2,72.549,60.323,18.2
878,9,81.58,64.47,7.5
879,2,82.854,65.618,24.4
880,14,82.108,68.218,21.3
881,1,85,64.967,12
882,1,86.945,66.393,25.2
883,15,89.783,63.358,13
884,10,90.217,62.331,26
885,2,93.725,61.864,34.5
886,14,96.549,62.251,21
887,14,98.538,62.05,23.2
