Tree	x	y	dbh	species	height
722	65.217	2.8616	8.2	17	0
723	61.6013	0.014	17.3	8	0
724	57.759	4.432	14.4	20	0
725	57.4552	5.9353	18.4	2	0
726	58.2892	7.2386	28.8	8	0
727	59.0141	9.181	38.2	8	0
728	57.132	9.3831	16	2	0
729	56.443	9.8371	10.5	2	0
730	58.875	9.5623	13.6	18	0
731	60.4012	9.9308	8.4	22	0
732	62.1502	11.3354	33	8	0
733	59.9485	12.9507	11	22	0
734	51.2553	21.3117	8.6	18	0
735	49.0453	23.0118	40.5	7	0
736	54.5773	17.8803	5.9	2	0
737	51.2156	16.2265	7.3	18	0
738	48.1832	16.5883	27	16	0
739	45.7127	15.7109	31	8	0
740	51.3208	10.956	10	2	0
741	48.1332	9.2865	13.2	16	0
742	50.664	8.5817	32	8	0
743	50.7299	8.4448	19	16	0
744	52.2386	3.9035	25.5	8	0
745	18.7019	45.9502	15.4	16	0
746	28.3699	70.2457	7.5	2	0
747	39.3574	4.3405	6.3	2	0
748	39.5232	4.3839	10	2	0
