Tree	x	y	dbh	species	height
420	27.5827	31.6252	12.7	1	0
421	26.4424	30.4436	12.9	1	0
422	22.7995	36.4609	11.5	1	0
423	22.9055	35.297	5.2	5	0
424	23.8987	36.4954	12.5	5	0
425	25.6106	34.7772	10.2	2	0
426	24.2703	34.1428	10.4	1	0
427	24.3398	33.1566	6.3	1	0
428	21.602	35.7115	7.5	5	0
429	20.7335	35.8707	13.8	1	0
430	21.893	33.7909	15.5	1	0
431	22.1322	32.5192	13.6	1	0
432	22.9475	30.3131	13.2	1	0
433	23.789	28.7838	15.8	1	0
434	25.3716	27.3307	8.6	1	0
435	26.658	28.1197	7.5	1	0
436	26.8929	26.8132	14	1	0
437	28.0168	27.5852	12.6	1	0
438	26.6739	24.4611	12.7	1	0
439	28.2916	22.5149	11.5	1	0
440	29.5051	23.8793	14.8	1	0
441	30.1642	27.9239	15.3	1	0
442	31.3122	26.8393	12.2	1	0
443	30.4967	25.6064	8.7	1	0
444	33.164	25.7576	9.9	1	0
445	32.7724	24.6949	12.9	1	0
446	33.8639	24.1883	12.5	1	0
447	32.987	22.3138	12.9	1	0
448	34.3501	21.3748	13.8	1	0
449	32.7596	20.4	9.9	1	0
450	32.7545	16.6963	6.7	1	0
451	36.9747	18.5321	6.8	1	0
452	38.3825	16.8633	9.5	1	0
453	37.8265	16.0392	5.5	4	0
454	37.0434	16.118	9.4	1	0
455	37.8649	14.1842	6.3	6	0
456	37.0744	13.7982	11.5	1	0
457	36.8816	11.6113	9	1	0
458	36.7543	9.4338	13.5	1	0
459	36.504	7.8163	10	2	0
460	35.216	17.3959	12.7	1	0
461	34.8426	16.0473	12	1	0
462	34.3209	14.3795	8.9	1	0
463	34.0703	13.2243	11.5	1	0
464	34.2878	11.8844	13	1	0
465	33.9961	9.8561	16.3	1	0
466	31.2734	7.8084	12.3	1	0
467	31.1659	10.1175	13.2	1	0
468	31.4065	11.5285	9.1	1	0
469	30.6393	13.2027	15.6	1	0
470	30.3592	14.7356	13.6	1	0
471	30.0653	17.2229	14	1	0
472	30.2514	18.8158	11.3	1	0
473	30.7851	20.902	16.7	1	0
474	28.1447	18.1204	11.7	1	0
475	26.6054	16.9699	15.9	1	0
476	26.9671	19.9704	16	1	0
477	24.9476	19.5792	6.9	1	0
478	25.5143	18.3936	7.8	1	0
479	24.1336	18.8856	8.8	1	0
480	22.7232	18.684	11.2	1	0
481	22.6056	16.9202	14.5	1	0
482	25.9004	14.7779	9.4	1	0
483	25.3347	13.2415	7.5	1	0
484	26.6044	12.2877	14.9	1	0
485	27.378	14.7734	11.3	1	0
486	29.1341	12.2777	13.7	1	0
487	29.6158	15.12	12.7	1	0
488	27.7659	9.8861	10.5	1	0
489	28.2513	7.8925	10.5	1	0
490	24.077	8.0405	8.2	1	0
491	21.5419	8.7662	11	1	0
492	21.751	10.991	13.2	1	0
493	23.8994	10.9307	12.5	1	0
494	22.4064	13.0323	10.6	1	0
495	21.5582	13.5434	11.4	3	0
496	20.7163	16.6719	9.5	1	0
497	20.4846	18.9224	10.4	2	0
498	19.2709	16.4672	5.9	1	0
499	18.3442	18.1589	14.9	1	0
500	18.7849	15.0427	11	1	0
501	18.8503	13.8847	15.5	1	0
502	18.8546	11.5013	12	1	0
503	19.2972	9.6808	8.7	1	0
504	18.6467	8.4395	11	1	0
505	17.1852	9.9071	8.8	1	0
506	16.5899	12.0974	9.5	2	0
507	15.7289	12.9358	6.7	1	0
508	15.6004	15.2378	17.4	1	0
509	14.4833	17.5561	15.8	1	0
510	16.7098	19.7067	12.4	1	0
511	18.0786	19.7386	9.6	1	0
512	17.7383	21.0565	14.1	1	0
513	20.3911	22.1457	15.3	1	0
514	18.511	23.1967	12.9	2	0
515	21.4206	21.6394	7.2	1	0
516	21.9228	20.3696	6.1	1	0
517	23.271	20.4311	11.9	1	0
518	20.899	23.906	12	1	0
519	23.8348	24.8286	11.2	1	0
520	24.8021	22.8627	9.3	3	0
521	25.1248	24.8171	5.7	4	0
522	22.9361	26.4318	11	1	0
523	20.3593	26.0974	16.7	1	0
524	20.2187	27.3614	11.6	1	0
525	19.5209	29.0582	12.1	1	0
526	17.4384	28.0507	11.1	1	0
527	18.0794	26.5344	7.9	1	0
528	18.519	25.7195	9.2	1	0
529	14.4243	23.9013	11.3	2	0
530	15.7383	24.811	7.5	1	0
531	15.1609	26.4773	11.7	1	0
532	13.3157	25.7379	8.7	2	0
533	13.1766	27.1306	10.5	1	0
534	12.461	27.8933	7.5	1	0
535	11.8596	29.5789	12.1	1	0
536	11.512	30.2591	11.8	1	0
537	11.4314	32.0061	10.3	1	0
538	12.2926	33.503	10.3	1	0
539	12.8552	32.307	11.3	1	0
540	13.0127	30.251	13.5	1	0
541	14.221	28.4716	13.6	1	0
542	14.7235	31.2429	7.8	1	0
543	15.9495	31.2811	9.2	1	0
544	15.5548	32.5229	11.7	1	0
545	14.4265	32.6359	9.3	1	0
546	18.5066	29.3954	9	1	0
547	18.5784	30.8105	9.8	1	0
548	17.4764	32.1701	7.1	1	0
549	18.0647	33.5808	15.9	1	0
550	15.5897	34.4464	10.2	1	0
551	17.1874	35.239	12.3	1	0
552	20.4264	37.5046	8.1	1	0
553	22.03	39.9468	10.6	1	0
554	20.4254	40.2784	14.6	1	0
555	21.5837	41.7743	9.5	1	0
556	17.5761	37.7393	11	1	0
557	16.5969	37.4928	8.6	1	0
558	16.5661	39.7147	9.2	5	0
559	15.2088	39.7873	10.2	5	0
560	13.7127	38.7498	6.1	5	0
561	14.5986	38.1396	16.3	1	0
562	14.8663	36.2941	12.5	1	0
563	13.6015	36.7471	10.1	5	0
564	12.7887	37.4085	6.3	1	0
565	12.2856	36.4075	9	5	0
566	11.5503	36.8739	10.2	1	0
567	11.1187	34.6191	5.9	1	0
568	10.3165	35.3895	7.9	4	0
569	10.2658	35.0533	10.3	4	0
570	9.2936	33.9628	8.9	5	0
571	9.2225	33.5659	8.1	5	0
572	9.3856	33.068	7.8	5	0
573	9.4831	37.0486	14.3	1	0
574	7.5196	38.1325	13.2	1	0
575	9.5695	38.6237	13.4	1	0
576	11.0054	38.6744	9	1	0
577	10.8607	40.1436	11	1	0
578	9.2091	40.7274	10.2	1	0
579	10.6986	42.0022	8	1	0
580	11.7068	43.4268	10.3	1	0
581	8.361	43.1663	9.3	1	0
582	10.0653	44.1896	8.3	1	0
583	8.6006	44.6378	8.6	1	0
584	7.9546	44.6811	9.7	5	0
585	7.142	45.6478	12.5	1	0
586	8.0669	46.8653	8.5	1	0
587	9.4808	45.8927	11.1	1	0
588	6.5314	48.0616	8.5	1	0
589	9.2689	48.4078	14.3	1	0
590	10.1282	49.784	7.3	1	0
591	11.1217	49.2042	6	4	0
592	12.1825	48.3955	13.7	1	0
593	11.6207	46.4345	13.8	1	0
594	13.1053	43.0334	6.5	5	0
595	14.8297	40.7946	12.7	1	0
