treeno,species,x,y,dbh,ht,cw
117,2,23.71,2.08,2,2.77,7.6
118,1,21.93,2.44,5.2,5.45,8.8
119,8,19.38,1,20.7,16.56,14.4
120,2,18.41,0.89,1.2,2.05,5.6
121,2,17.45,6.5,1.2,2.05,6.8
122,12,11.68,3.34,19.1,13.06,11.8
123,3,10.77,4.94,45.2,18.28,19.8
124,3,10.72,4.94,41.7,17.88,18.8
125,12,13.22,7.27,40.9,17.1,19.6
126,1,12.93,10,2.3,3.04,7.1
127,2,10.27,9.24,1.3,2.14,5.7
128,2,7.28,9.4,3,3.64,5.8
129,1,4.56,9.09,24,16.29,13.5
130,1,4,9.5,24.7,16.59,13.7
131,2,4.3,7.98,1.2,2.05,3.9
132,2,2.35,4.73,1.4,2.23,2.7
133,2,2.27,2.14,3.6,4.15,3
134,1,4.43,4.5,11.6,9.92,7.6
135,2,4.88,1.68,1.3,2.14,2.5
136,2,4.21,1.11,1.2,2.05,2.1
137,2,3.05,1.29,2.2,2.95,2.4
138,1,5.77,0.16,5.3,5.52,4.2
139,9,5.06,1.11,1.2,1.84,2.3
140,9,4.87,0.86,1.2,1.84,2.2
141,2,3.01,0.38,2.8,3.47,2.4
142,2,2.02,0.83,3.8,4.32,2.7
143,2,0.55,2.14,2.2,2.95,2
144,9,0.1,6.75,16.2,12.45,8.9
145,9,0,6.75,15.6,12.21,8.6
146,1,1.56,12.85,13.5,11.07,9.7
147,9,6.45,11.36,4.7,5.67,7
148,9,6.49,11.4,6.2,6.95,7.8
149,2,5.04,13.73,3,3.64,6.4
150,1,5.29,15.53,6.5,6.44,8.4
151,1,4.14,17.97,3.9,4.4,7.6
152,1,5.15,17.75,6.1,6.14,8.8
153,1,13.91,15.91,16.1,12.52,14.6
154,9,17.3,15.92,13.3,11.23,14.4
155,9,18.41,13.85,6.8,7.41,11.6
156,2,15.89,13.28,3.7,4.23,9.3
157,9,18.86,11.96,5.5,6.37,10.7
158,2,18.04,14.67,3,3.64,9.8
159,2,12.53,11.42,2.3,3.04,7.3
160,2,10.98,10.25,1.1,1.96,6.1
161,2,13.02,10.75,1.9,2.68,7.1
162,1,14.79,11,5.6,5.76,9.3
163,2,20.73,10,2.2,2.95,9
164,2,21.53,10,2,2.77,9.1
165,9,21.67,12.08,2.2,3.08,9.8
166,1,25.15,13.44,18.3,13.66,17.6
167,1,26.82,15.85,9.8,8.76,15.3
168,2,26.64,19.71,1.7,2.5,12.6
169,1,27.18,19.63,5.7,5.83,14.6
170,9,28.34,18.28,4.5,5.49,14.1
171,9,28.24,18.28,7,7.56,15.3
172,2,28.91,18.69,1.3,2.14,12.8
173,2,29.35,17.7,1.7,2.5,12.8
174,2,29.22,14.59,1.5,2.32,11.9
175,2,29.7,13.64,3.3,3.9,12.6
176,2,28.6,12.57,2.2,2.95,11.6
177,2,32.34,10.48,1.2,2.05,11.5
178,2,34.5,10.22,1.8,2.59,12.3
179,2,34.41,11.74,2.5,3.21,13
180,9,33.41,14,10.2,9.64,16.8
181,1,34.09,14.01,3,3.64,13.7
182,1,33.42,19.78,28,17.9,24.8
183,1,35.16,16.75,10.3,9.09,17.8
184,2,35.02,14.15,1.6,2.41,13.3
185,12,36.64,12.12,32.8,16.03,24.4
186,12,37.6,12.65,39.3,16.92,26.6
187,2,44.02,10.7,1.6,2.41,14.7
188,1,43.21,14.01,13.3,10.95,20.4
189,2,43.26,15.61,1.3,2.14,15.6
190,1,46.51,17.3,8.5,7.88,20
191,3,47.45,14.35,1.4,2.1,16.3
192,12,48.23,13.98,53,18.23,33.4
193,2,49.56,13.98,2.6,3.3,17.4
194,2,49.25,12.51,1.8,2.59,16.5
195,1,47.71,11.13,4.2,4.65,16.9
196,2,46.91,10.61,1.6,2.41,15.4
197,1,50.41,10.84,9.2,8.36,19.7
198,1,54.16,10.67,22.5,15.64,25.7
199,1,55.06,13.27,24.5,16.5,27.3
200,1,50.92,14.69,8.5,7.88,20.5
201,1,53.59,15.43,16.1,12.52,24.4
202,1,54.86,14.09,31.2,19.06,29.8
203,2,54.96,15.59,2.1,2.86,18.9
204,2,56.68,17.62,1.3,2.14,19.4
205,2,58.56,13.02,1.4,2.23,18.8
206,4,56.63,18.96,1.2,1.7,19.6
207,1,56.1,10.28,22.8,15.77,26.2
208,9,60.47,10.29,7.7,8.06,21.6
209,1,60.27,10.55,29.8,18.57,29.8
210,9,61.43,12.45,8.8,8.8,22.9
211,1,60,13.85,6.1,6.14,21.5
212,2,60.43,14.65,1.3,2.14,19.6
213,6,61.52,19.23,4.3,6,22.8
214,1,64.54,15.7,9.8,8.76,24.7
215,1,65.66,12.5,22.4,15.6,29
216,12,68.06,11.79,21.1,13.63,28.6
217,12,69.72,13.06,25.3,14.65,30.7
218,12,72.92,19.35,25,14.59,33
219,1,74.25,17.92,7.6,7.25,26.8
220,2,74.89,16.46,1.5,2.32,23.8
221,2,76.13,14.63,1.8,2.59,23.8
222,9,74.55,13.07,13.6,11.37,28.1
223,3,75.74,14.99,2.3,3.2,24.1
224,2,74.13,10.24,1.2,2.05,21.9
225,1,79.84,10.16,5,5.29,25.1
226,1,79.37,13.24,3.6,4.15,25.1
227,1,78.94,16.1,3.8,4.32,25.8
228,7,78.27,19.58,1.2,1.7,25.2
229,2,79.46,18.51,1.2,2.05,25.3
230,9,81.19,19.71,7.9,8.2,29.3
231,9,81.94,18.15,10.6,9.87,30.1
232,2,80,17.77,2.1,2.86,25.7
233,2,80.37,15.85,2,2.77,25.2
234,2,81.62,15.62,1.8,2.59,25.4
235,2,82.07,11.77,1,1.86,24.2
236,9,82.14,11.34,1.5,2.23,24.3
237,9,82.18,11.11,1.3,1.97,24.1
238,2,83.09,13.24,1.5,2.32,25
239,2,83.32,13.88,1.1,1.96,25.1
240,2,83.97,13.07,2.2,2.95,25.5
241,2,84.52,14,2.1,2.86,25.9
242,1,85.45,14.7,8.7,8.02,29.2
243,1,84.3,16.02,6,6.06,28.1
244,12,88.51,17.39,33.4,16.12,38.9
245,1,89.07,17.09,5.1,5.37,29.2
246,1,92.3,14.14,21.8,15.33,35.9
247,2,93.86,13.33,1.2,2.05,27.6
248,12,95.93,10.2,19,13.03,34.5
249,1,95.68,10.83,10.7,9.35,31.6
250,2,97.82,13.04,1.9,2.68,28.9
251,1,99.6,13.14,2.2,2.95,29.5
252,12,97.34,14.86,31,15.74,39.7
253,1,96.5,15.15,7.3,7.03,31.5
254,2,96.18,15.87,1.7,2.5,29.1
255,2,95.14,16.88,2.3,3.04,29.3
256,2,94.12,15.48,1.1,1.96,28.2
257,2,91.62,15.96,1.5,2.32,27.9
258,1,91.11,17.43,11.7,9.98,32.6
259,2,93.23,17.88,1.8,2.59,28.9
260,2,96.94,19.45,2.7,3.39,30.6
261,4,92.5,19.46,1.2,1.7,28.7
262,3,92.38,20,1.1,1.71,28.8
263,1,94.54,18.2,10.1,8.96,33
264,2,98.27,18,1.4,2.23,30
265,1,99.31,18.32,6.3,6.29,32.6
266,1,98.45,18.86,18.9,13.96,37.5
267,2,98.78,22.32,1.8,2.59,31.4
268,9,98.43,21.98,2.2,3.08,31.4
269,2,97.86,21.54,1.3,2.14,30.7
270,2,96.46,20.89,1.1,1.96,30.1
271,1,97.27,22.36,8.9,8.16,34.2
272,2,97.37,23.45,1.3,2.14,31.1
273,1,94.36,22.29,5.1,5.37,31.8
274,2,92.43,21.64,2.7,3.39,30
275,12,91.65,23.75,23.4,14.22,38.3
276,12,96.46,27.02,41.2,17.14,45.5
277,12,96.74,29.4,35.5,16.43,44.5
278,12,94.55,29.13,9.1,8.75,35.4
279,12,94.56,28.51,6.9,7.28,34.3
280,12,93.22,27.68,10.2,9.39,35.1
281,12,91.16,29.23,17.5,12.55,37.6
282,12,91.11,27.29,13.9,11.19,35.9
283,2,90.41,27.15,1.3,2.14,30.3
284,1,89.36,27.07,3.4,3.98,31
285,12,89.7,28.01,33.2,16.09,41.8
286,12,88.57,28.58,32,15.9,41.3
287,12,87.92,28.58,5.2,5.92,31.9
288,2,86.18,21,1.5,2.32,27.8
289,1,85.37,27.68,5.4,5.6,31
290,2,85.8,27.18,1.4,2.23,29.2
291,12,84.38,27.42,26.5,14.91,38.3
292,9,86.17,22.84,11.2,10.2,32.6
293,9,86.4,22.99,11.2,10.2,32.7
294,9,81.73,20.98,7,7.56,29.3
295,2,82.42,26.53,2.4,3.12,28.6
296,2,81.84,27.53,3,3.64,29
297,2,80.51,27.54,3.6,4.15,29
298,2,80.52,28.95,3.2,3.81,29.1
299,2,78.6,28.62,1.5,2.32,27.8
300,2,78.56,28.39,1.6,2.41,27.7
301,12,77.83,26.3,29,15.39,37.1
302,12,74.7,28.82,29.2,15.43,37
303,2,75.21,28.92,1.4,2.23,26.9
304,2,75.79,26.1,2.2,2.95,26.8
305,2,74.82,26.76,1.1,1.96,26.2
306,2,75.07,27.56,4,4.48,27.8
307,2,75.8,26.7,3,3.64,27.3
308,2,77.22,27.24,1.3,2.14,27
309,2,76.7,26.32,2.8,3.47,27.3
310,2,78.26,26.33,1.3,2.14,27
311,2,78.06,25.27,1.6,2.41,26.8
312,2,77.24,24.76,2,2.77,26.7
313,12,79.16,24.27,16,12.02,32.9
314,13,78.19,23.69,26.4,18.3,36.6
315,2,79.79,22.65,1.3,2.14,26.5
316,12,79.69,20.54,28.7,15.34,36.1
317,12,78.36,21.84,13.2,10.89,31.1
318,12,76.91,21.57,29.1,15.41,35.7
319,1,76.19,23.02,5.2,5.45,27.5
320,1,73.59,20.61,5.6,5.76,26.4
321,2,73.77,21.68,2.5,3.21,25.3
322,2,71.51,20.92,1.8,2.59,24.2
323,2,71.06,22.73,2.5,3.21,24.9
324,1,70.55,23.41,8.1,7.6,27.4
325,1,71.89,23.6,5.6,5.76,26.7
326,9,71.55,24.58,10.2,9.64,29
327,2,71.01,24.23,2.4,3.12,25.2
328,2,70.78,25.5,1.8,2.59,25.2
329,2,73.03,25.19,3.6,4.15,26.5
330,2,73.42,25.43,2.8,3.47,26.3
331,1,70.86,26.93,3.2,3.81,26.2
332,2,70.85,29.07,2.5,3.21,26.4
333,2,70.65,28.22,1.6,2.41,25.7
334,2,71.59,28.91,2.3,3.04,26.5
335,2,74.24,29.75,1.8,2.59,27.1
336,1,73.25,29.83,2.3,3.04,27.1
337,2,74.39,29.87,2.1,2.86,27.3
338,12,73.71,29.68,7,7.35,29.4
339,2,73.4,29.92,1,1.86,26.5
340,2,69.5,30,2.8,3.47,26.4
341,1,69.05,29.2,2.1,2.86,25.8
342,2,68.67,29.63,1.6,2.41,25.6
343,2,67.85,28.54,1.8,2.59,25.2
344,2,66.85,29.01,1.6,2.41,25
345,2,68.56,29.1,2.2,2.95,25.7
346,2,69.43,29.3,2.4,3.12,26.1
347,2,69.48,27.73,4.1,4.56,26.5
348,1,67.3,24.79,6.5,6.44,26.3
349,2,66.42,24.91,2.8,3.47,24.4
350,2,66.31,23.31,1.1,1.96,23.2
351,1,64.32,20.58,5,5.29,23.8
352,1,63.81,21.82,31.2,19.06,34
353,1,63.52,23.76,3.6,4.15,23.8
354,9,60.68,24.5,15.5,12.17,28.2
355,2,61.25,24.08,1,1.86,22
356,2,61.92,26.18,1.8,2.59,23.1
357,2,60.71,26.16,2.7,3.39,23.2
358,2,60.37,27.7,1.2,2.05,22.8
359,2,63.3,27.93,1.4,2.23,23.7
360,2,63.43,28.28,1.1,1.96,23.7
361,2,64.03,27.02,3.5,4.07,24.7
362,2,65.57,27.42,2.6,3.3,24.7
363,12,65.57,29.02,30,15.57,35
364,12,63.98,29.55,21.8,13.82,32.3
365,12,66.27,29.88,15.3,11.76,30.8
366,1,63.08,29.87,2.9,3.56,24.9
367,2,62.35,29.57,4.3,4.73,25.2
368,12,61.84,29.9,28.5,15.3,33.9
369,4,59.59,29.31,1.3,1.86,23
370,2,58.87,27.5,2,2.77,22.8
371,2,58.38,22.74,1.5,2.32,21.2
372,1,57.9,21.7,6.8,6.66,23.3
373,9,57.4,27.82,15.8,12.29,28.3
374,9,57.38,27.77,5.6,6.46,24.3
375,2,57.4,23.85,2.5,3.21,21.7
376,2,56.01,25.45,1.8,2.59,21.5
377,1,53.01,24.52,3.3,3.9,21.2
378,1,53.59,26.27,23.6,16.12,29.9
379,2,51.17,26.06,1.5,2.32,20.3
380,2,52.23,26.21,2.5,3.21,21
381,2,55.31,27.37,1.8,2.59,21.8
382,2,55.46,27.58,2.5,3.21,22.2
383,2,54.06,27.95,1.4,2.23,21.4
384,9,52.47,28.57,7.4,7.85,24.1
385,2,52.72,29.21,1.8,2.59,21.6
386,2,52.67,29.56,1.3,2.14,21.4
387,1,48.63,29.7,19.2,14.11,27.9
388,9,45.71,29.65,14.5,11.76,25.4
389,9,48.53,23.75,9,8.92,22.6
390,9,48.72,23.91,5,5.94,20.9
391,9,49.52,23.39,15.6,12.21,25.2
392,9,47.47,22.97,12.4,10.81,23.4
393,2,46.12,21.53,1.2,2.05,17.7
394,9,45.82,22.57,21,14.04,25.9
395,2,45.08,22.61,1,1.86,17.6
396,2,43.35,23.92,1.1,1.96,17.6
397,9,41.72,22.28,16.8,12.67,23.4
398,2,42.02,23.53,1.5,2.32,17.3
399,9,41.95,26.59,8.8,8.8,21.5
400,9,41.59,26.59,11.2,10.2,22.4
401,9,41.56,26.6,5.2,6.12,19.9
402,8,41.38,27.28,21.5,16.84,26.8
403,9,40.21,28.82,21.2,14.1,26.1
404,1,39.6,29.8,6.5,6.44,20.6
405,4,37.5,29.29,25.1,17.95,27.5
406,4,37.82,29.08,2,2.95,18
407,4,37.88,28.96,23.8,17.57,27.1
408,4,37.63,28.82,23.8,17.57,27
409,1,36.78,29.6,5.3,5.52,19.3
410,2,35.06,29.96,2.6,3.3,17.7
411,2,36.21,26.6,1.1,1.96,16.5
412,9,36.91,26.57,10.8,9.98,21.1
413,2,32.41,23.53,1.8,2.59,15.1
414,2,31.12,20.69,2.1,2.86,14.2
415,2,30.71,20,1.4,2.23,13.6
416,1,32.71,28.25,29.6,18.49,27.3
417,1,27.5,28.78,17.2,13.1,21.6
418,2,25.86,27.12,1.6,2.41,14.2
419,2,28.89,27.04,2.1,2.86,15.2
420,1,28.56,24.64,29,18.27,25.1
421,1,29.46,23.9,9.6,8.63,17.9
422,2,28.18,22.3,2.3,3.04,14
423,12,29.08,20,38.7,16.84,26.2
424,1,27,21.33,11.5,9.86,17.4
425,2,26.57,20.86,1.8,2.59,13
426,2,26.65,22.53,3.6,4.15,14.2
427,2,25.45,22.57,2.8,3.47,13.6
428,9,25.59,22.86,3.8,4.81,14.3
429,9,25.6,22.98,5,5.94,14.9
430,9,25.59,22.83,3.1,4.09,13.9
431,12,24.96,21.95,1.1,1.46,12.4
432,12,23.3,20.43,31.5,15.82,22.8
433,1,21.26,26.62,34.6,20.2,25.7
434,2,22.59,27.63,2.5,3.21,14
435,2,21.68,27.34,1.8,2.59,13.4
436,1,20.51,27.59,2.8,3.47,13.6
437,2,20.88,28.52,1.8,2.59,13.4
438,4,20.8,29.21,1.8,2.65,13.6
439,4,21.12,29.27,1.1,1.53,13.3
440,2,19.56,29.34,4.6,4.97,14.6
441,2,18.04,29.85,2.2,2.95,13.3
442,9,15.7,27.49,1.8,2.6,11.9
443,9,15.41,27.97,3,3.98,12.6
444,9,14.6,27.27,2.2,3.08,11.8
445,9,14.04,27.77,1.8,2.6,11.6
446,9,14.15,27.79,1.2,1.84,11.2
447,2,17,26.59,1.3,2.14,11.8
448,9,14.66,26.19,1.8,2.6,11.3
449,9,14.54,26.01,1.6,2.35,11.1
450,9,14.2,25.98,2.2,3.08,11.4
451,2,19.32,22.31,2.2,2.95,11.7
452,9,19.83,21.43,13.8,11.46,16.6
453,1,19.05,20.9,7.2,6.96,13.5
454,9,16.41,22.99,18.2,13.16,17.7
455,2,16.46,20.74,1.8,2.59,10.4
456,9,10.74,21.08,2.8,3.77,9.6
457,8,5.23,22.11,16.3,14.79,14.6
458,3,5.65,22.15,1.1,1.71,7.7
459,3,5.47,22.16,1.7,2.48,8
460,1,3.12,21.26,29.2,18.35,18
461,9,2.1,20.86,5.1,6.03,8.5
462,9,1.84,20.96,9.8,9.41,10.5
463,9,1.66,20.72,6.2,6.95,8.9
464,9,1.59,20.68,6,6.79,8.8
465,9,2.1,20.8,1.7,2.48,6.8
466,9,0.24,21.87,6.1,6.87,8.8
467,1,1.72,24.29,17.8,13.41,14.3
468,3,0.71,25.15,1.3,1.97,7.3
469,9,2.94,27.65,4.5,5.49,10.1
470,9,2.94,27.55,13.8,11.46,13.9
471,9,2.93,27.56,3.6,4.61,9.7
472,2,2.34,27.89,2.2,2.95,8.8
473,2,3.86,28.25,3.2,3.81,9.8
474,9,6.88,27.86,17.8,13.03,16.4
475,2,3.3,30.31,4.8,5.13,10.9
476,8,0.31,31.4,16.3,14.79,15.7
477,8,4.1,31.35,13.1,13.16,15.4
478,8,1.52,36.8,13,13.1,16.1
479,2,2.64,38.08,6.6,6.52,13.5
480,3,3.08,34.84,1.7,2.48,10.5
481,3,3.19,34.91,2.2,3.08,10.8
482,2,4.38,33.57,2.8,3.47,11.1
483,9,5.9,34.59,1.8,2.6,11.2
484,9,6.13,34.56,2,2.85,11.4
485,9,6.29,34.65,2.6,3.54,11.8
486,9,6.27,33.51,1.8,2.6,11
487,9,6.35,33.49,1.4,2.1,10.8
488,9,7.4,33.32,1.6,2.35,11.2
489,3,7.25,33.39,1.4,2.1,11
490,9,7.67,33.15,1.2,1.84,11
491,9,8.32,34.1,2.6,3.54,12.1
492,1,9.4,35.87,6.5,6.44,14.6
493,1,7.92,38.6,32.7,19.58,24.7
494,2,6.21,38.7,2.3,3.04,12.6
495,2,6.58,40,4.1,4.56,13.8
496,2,9.49,39.32,7.6,7.25,15.9
497,2,13.07,37.61,2.3,3.04,14
498,2,15.14,37.92,2.5,3.21,14.7
499,2,17.15,37.64,1.6,2.41,14.7
500,1,18.63,39.5,6.5,6.44,17.8
501,2,19.57,40,2.1,2.86,16.1
502,1,18.66,37,13.7,11.18,20.1
503,2,18.13,35.2,4.2,4.65,15.5
504,2,19.3,34.05,5.5,5.68,16.1
505,9,16.83,30.47,1.6,2.35,12.8
506,2,19.38,30.55,2.3,3.04,13.8
507,2,20.75,31.03,3.8,4.32,15
508,3,21.73,31.53,8.4,8.54,17.5
509,3,21.73,31.43,8.2,8.41,17.4
510,6,21.3,32.34,10.5,11.54,18.9
511,6,21.3,32.24,15.3,14.32,20.8
512,6,20.87,33.23,21.5,16.84,23.1
513,6,20.29,34.58,22.1,17.04,23.5
514,8,22.55,33.83,16.5,14.88,21.9
515,2,21.68,34.91,3.7,4.23,16.1
516,2,21.51,36.29,3.1,3.73,16.2
517,2,23.23,33.3,1.2,2.05,14.9
518,9,24.18,32.6,11,10.09,19.5
519,2,24.04,40,1.3,2.14,16.9
520,2,24.14,39.92,3.2,3.81,17.8
521,8,25.96,33.07,13.8,13.55,21.6
522,2,25.07,34.47,1.3,2.14,15.7
523,8,27.54,34.7,15,14.17,22.9
524,2,25.67,35.79,4.8,5.13,17.8
525,2,27.06,35.85,4.2,4.65,17.9
526,2,25.73,33.76,1.2,2.05,15.7
527,2,25.44,31.3,1.5,2.32,15.1
528,2,28.25,34.26,2.3,3.04,17
529,2,29.5,36.04,1.8,2.59,17.5
530,2,30.35,35.4,3.1,3.73,18.1
531,2,30.79,37.67,2.5,3.21,18.5
532,4,32.5,34.2,15.3,14.32,24.1
533,1,34.81,37.46,8.3,7.74,22.1
534,2,34.86,40,1.3,2.14,19.6
535,2,36.25,35.83,1.5,2.32,19
536,1,33.6,32.65,25.9,17.08,27.3
537,2,32.31,31.7,2,2.77,17.2
538,1,34.85,30.67,16.5,12.73,23.7
539,1,35.65,31.24,24.8,16.63,27.1
540,1,48.86,36.19,22.1,15.46,30.7
541,9,40.21,35.86,12.3,10.76,24.8
542,9,40,36.24,5.4,6.29,22
543,1,41.99,35.61,19.5,14.25,27.8
544,11,44.02,35.13,10.4,11.48,25.3
545,2,43.99,35.81,1.3,2.14,20.8
546,2,44.93,36.07,1.1,1.96,21
547,2,48.23,39.6,1.5,2.32,22.9
548,1,46.88,37.54,4.6,4.97,23.5
549,11,43.7,33.9,9.8,11.05,24.6
550,1,42.09,33.7,26.7,17.39,30
551,1,43.4,32,2.5,3.21,20.3
552,11,45.48,31.74,10.7,11.68,24.9
553,9,51.28,30.6,13.1,11.14,26.5
554,1,51.8,31.46,8.9,8.16,25.1
555,1,52.9,31.66,15.7,12.31,28.1
556,1,52.5,32.88,4.5,4.89,23.7
557,2,53.13,31.87,1.3,2.14,22.1
558,1,50,39.45,32.3,19.44,35.3
559,12,56.24,38.08,24,14.36,33.2
560,12,59.48,38.51,31.2,15.77,36.2
561,2,57.85,34.25,1.1,1.96,23.8
562,1,56.88,34.06,3,3.64,24.4
563,2,57.23,32.55,1.3,2.14,23.3
564,2,56.87,30.65,3.2,3.81,23.6
565,12,58.33,30.87,40.1,17.01,36.6
566,9,57.73,32.35,8.6,8.67,26.8
567,1,60.7,30.3,6.4,6.37,25.9
568,2,62,30.53,1.8,2.59,24.2
569,2,62.58,32.08,1.3,2.14,24.5
570,2,61,33.29,1.5,2.32,24.5
571,1,60.33,35.22,4.8,5.13,26.4
572,1,62.35,35.9,4.1,4.56,26.7
573,12,61.08,37.56,27.7,15.15,35.4
574,2,64.69,35.28,2.1,2.86,26.2
575,1,64.69,31.64,4,4.48,26.2
576,2,65.76,32.49,1,1.86,25.3
577,9,66.75,34.35,14.3,11.68,31.8
578,2,66.78,38.29,2,2.77,27.5
579,2,67.87,38.57,2.2,2.95,27.9
580,6,68.76,34.33,30,19.18,38.1
581,6,69.14,34.05,30.2,19.23,38.2
582,2,68.06,33.49,2.5,3.21,26.8
583,2,69.39,31.36,2.4,3.12,26.6
584,1,68.29,30.79,5.7,5.83,27.7
585,12,70,30.35,28.8,15.35,36.1
586,12,70.56,32.27,18.7,12.93,33.6
587,1,72.35,35.6,6.6,6.52,30.3
588,2,71.7,39.45,1.3,2.14,28.6
589,2,73.66,33.7,2.3,3.04,28.2
590,2,72.77,33.55,1.1,1.96,27.3
591,2,73.26,32.61,2.1,2.86,27.7
592,2,75.03,32.47,1.5,2.32,27.8
593,2,74.98,36.22,2,2.77,29
594,2,75.7,36.7,1.5,2.32,29.1
