Tree	x	y	dbh	species	height
709	90.5717	96.753	20.6	19	0
710	88.0393	91.1132	18.2	19	0
711	88.3611	90.6156	17.5	19	0
712	92.1923	87.7581	19.1	19	0
713	94.044	88.305	14.6	19	0
714	85.058	76.5007	18.4	19	0
715	85.7712	74.7513	6.8	19	0
716	86.8793	70.1706	18.4	19	0
717	96.4632	46.7064	5.1	19	0
718	93.4919	34.9982	10.1	19	0
719	92.5005	22.4243	17	19	0
720	84.1913	28.0965	27.1	19	0
721	80.8601	55.0974	6.7	19	0
722	78.1411	76.9287	6.1	19	0
723	79.8156	76.2025	9.6	19	0
724	81.8689	75.0097	20.7	19	0
725	80.6484	70.1961	6.24	19	0
726	80.6709	63.5496	6.7	19	0
727	78.3803	60.3657	11.8	19	0
728	73.3781	54.8868	8.7	19	0
729	72.6155	54.4059	5.7	19	0
730	72.4448	53.214	5.5	19	0
731	66.4402	8.0412	45.6	19	0
732	70.2517	29.5143	17.7	19	0
733	72.222	36.9933	40.7	19	0
734	65.8121	49.9707	9.2	19	0
735	70.5821	63.734	9.5	19	0
736	70.6918	70.0105	6.1	19	0
737	70.2457	67.1064	7.25	19	0
738	67.7481	65.263	5.8	19	0
739	66.1082	65.3642	9.85	19	0
740	66.6928	89.6894	28	19	0
741	62.2346	69.4893	6.4	19	0
742	62.3181	68.8685	11.7	19	0
743	65.1744	63.3032	9	19	0
744	65.676	63.183	5.2	19	0
745	59.9536	61.4155	7.2	19	0
746	59.3674	62.7949	6.4	19	0
747	64.7721	2.8309	15.7	19	0
748	50.8724	63.3078	6.4	19	0
749	38.8773	54.576	7.6	19	0
750	36.2178	50.2676	11.3	19	0
751	40.9448	45.8269	8.6	19	0
752	50.2914	23.5569	35.7	19	0
753	56.8161	3.8259	7.9	19	0
754	47.3323	12.1069	15.5	19	0
755	49.1481	28.2213	19.3	19	0
756	43.6406	29.7806	26.5	19	0
757	32.9909	71.5538	42.2	19	0
758	33.7913	26.6886	10.6	19	0
759	44.1561	13.5683	6.8	19	0
760	40.58306364	7.288313641	8.1	19	0
761	34.7502	12.3585	7.5	19	0
762	33.203	17.4865	9.6	19	0
763	22.8013	8.4651	50.2	19	0
764	25.3004	32.6925	43.4	19	0
765	25.2893	39.8216	7.2	19	0
766	16.7093	53.1132	8.2	19	0
767	16.0779	54.8616	7.7	19	0
768	15.7718	54.9428	8.1	19	0
769	14.7166	54.9215	5.7	19	0
770	13.3727	50.9207	6.9	19	0
771	12.7816	48.17	25.4	19	0
772	17.8371	44.6042	13.2	19	0
773	5.3293	42.3694	18.7	19	0
774	0.4257	39.194	43.1	19	0
775	2.2507	29.2361	44.9	19	0
776	2.1735	25.3338	45	19	0
777	0.5832	18.079	37.7	19	0
778	35.5394	52.5603	5.1	19	0
779	26.0171	48.9938	5	19	0
780	81.6838	70.8768	5.14	19	0
781	85.0435	74.1608	5	19	0
782	82.2746	84.6197	5.2	19	0
783	62.0259	37.6631	5.1	19	0
784	84.1335	38.0323	5	19	0
785	93.437	35.6104	5.5	19	0
786	93.4502	35.8698	5.5	19	0
787	97.8684	87.6418	5.5	19	0
788	66.8808	92.6017	5	19	0
789	56.326	87.7195	8.6	19	0
790	56.0128	87.3826	6.8	19	0
791	49.8302	87.8653	8	19	0
792	19.3306	77.733	39.3	19	0
793	8.8965	81.7084	6.2	19	0
794	6.2811	68.7646	38.9	19	0
795	31.7204	95.8314	8.6	19	0
796	14.8315	93.8266	30	19	0
797	70.0554	76.6899	6.7	19	0
