Tree	x	y	dbh	species	height
284	5.8205	91.1075	18.1	9	0
285	5.7528	97.7701	20.4	9	0
286	55.5055	2.4011	15.8	9	0
287	53.6439	19.5492	15.1	9	0
288	54.2959	21.2455	15.3	9	0
289	62.1859	22.7676	23.1	9	0
290	60.6688	19.2859	29.3	9	0
291	64.0354	13.6344	25.1	9	0
292	60.8758	3.438	24.1	9	0
293	70.1584	1.821	37.7	9	0
294	70.5933	8.6024	18.2	9	0
295	85.2911	5.9215	46	9	0
296	82.4674	13.6526	21.8	9	0
297	85.7715	12.5547	19.3	9	0
298	89.8698	2.8878	21.5	9	0
299	90.0052	18.2512	28.1	9	0
300	94.0808	15.4796	22.9	9	0
301	95.5316	13.6578	27.5	9	0
302	95.6052	18.9843	26.2	9	0
303	95.9963	19.7935	24.1	9	0
304	95.7548	31.008	12.4	9	0
305	85.4466	27.3806	34.3	9	0
306	77.9255	20.0162	21.6	9	0
307	73.9199	20.8486	27.7	9	0
308	72.0907	21.5884	19.8	9	0
309	69.431	18.2822	17.1	9	0
310	68.6769	21.2934	27	9	0
311	64.645	26.9538	29.6	9	0
312	67.8039	32.6283	22.2	9	0
313	49.082	45.2837	35.5	9	0
314	44.2134	47.9654	40.3	9	0
315	40.3942	47.7834	18.6	9	0
316	43.3229	54.6317	15.5	9	0
317	35.5889	57.3803	21.7	9	0
318	34.9426	61.9964	36.8	9	0
319	26.2634	61.2162	19.1	9	0
320	27.9713	73.4097	38.6	9	0
321	28.8343	77.698	26.7	9	0
322	15.7557	87.6977	24.7	9	0
323	17.8335	96.6292	40.4	9	0
324	29.0899	92.941	31.3	9	0
325	32.9091	92.7357	19	9	0
326	29.955	85.5971	18	9	0
327	38.6289	96.7956	28.7	9	0
328	39.2351	82.7015	11.2	9	0
329	31.1336	76.9211	13	9	0
330	39.4968	69.5528	19.5	9	0
331	41.7124	61.647	26.9	9	0
332	45.4894	61.3221	34.7	9	0
333	54.179	56.6136	30.7	9	0
334	54.3056	52.391	26.4	9	0
335	56.9796	67.623	9.4	9	0
336	54.2834	75.4889	13.6	9	0
337	44.4228	92.4788	32.7	9	0
338	46.7194	97.1239	14.2	9	0
339	61.1165	91.033	16.7	9	0
340	56.3752	96.8899	20.3	9	0
341	59.6664	75.5235	12.7	9	0
342	59.3275	71.7939	20.7	9	0
343	62.1868	69.1055	31	9	0
344	61.2233	47.6072	45.2	9	0
345	74.1171	46.9029	18.8	9	0
346	73.8821	38.7727	16.9	9	0
347	70.6546	35.1519	17.2	9	0
348	70.8974	35.067	22.9	9	0
349	85.0865	33.5384	15.3	9	0
350	81.9546	48.6092	35.3	9	0
351	94.7921	39.7447	29.8	9	0
352	94.7528	39.497	16.3	9	0
353	98.5279	45.978	31.5	9	0
354	81.0322	53.3682	25.6	9	0
355	74.3182	64.2156	28.3	9	0
