treeno,species,x,y,dbh,ht,cw
62,3,53.5,0.3,3.3,4.3,1.03
63,3,53.7,3.2,6.6,7.26,1.23
64,2,52.1,5.3,17,13,1.43
65,12,52.8,7.5,19.1,13.06,0.99
66,2,53.1,7.6,3.5,4.07,0.75
67,12,56.2,9.7,18.8,12.97,1.72
68,3,59.9,4.6,8.2,8.41,1.37
69,8,57.3,4,13.3,13.27,1.42
70,12,56.4,1.2,8.1,8.12,1.17
71,3,56.6,0.9,4,5.01,0.69
72,2,62.8,7.4,3,3.64,0.54
73,12,68.4,9.8,18,12.71,0.75
74,12,69.3,7.2,31.9,15.89,1.35
75,3,72.5,3.8,3.4,4.41,0.81
76,12,72.5,3.5,42.1,17.24,3.36
77,2,75.1,6.9,23.3,15.99,3.12
78,8,76.2,9.1,10.2,11.34,0.67
79,3,79.8,3.5,7.6,7.99,1.85
80,12,79,1.4,21.3,13.69,1.55
81,6,80.4,7.3,14.4,13.86,0
82,6,80.4,7.1,12.5,12.81,0
83,6,82.5,8.9,18.6,15.77,0
84,2,83.8,8.3,5.6,5.76,0.8
85,6,85.4,2.7,18.8,15.85,1.92
86,12,90.5,8.1,3.6,4.41,1.11
87,6,91.4,0.4,17.8,15.44,1.18
88,6,91.5,0.6,9.1,10.53,0.46
89,12,95.1,2.1,5.9,6.51,0.5
90,12,94.9,2.6,13.2,10.89,1.58
91,12,96.1,1.4,25,14.59,2.15
92,12,95.8,5.5,26.4,14.89,1.57
93,3,97.2,5,4.5,5.49,1.21
94,12,97.1,3.6,24.9,14.57,1.89
95,2,97.7,4,9.9,8.83,1.45
96,2,97.1,2.6,16.3,12.63,1.77
97,2,98.8,1.5,5.8,5.91,0
98,2,98.2,0.7,5.6,5.76,0.3
99,12,83.7,18.9,15.6,11.87,1.75
100,12,97,17.9,15.2,11.72,0.97
101,8,93,19.5,14.4,13.86,1.05
102,3,94.5,17.6,7.9,8.2,1.51
103,12,91,11.8,27.2,15.05,2.26
104,12,90.2,13.8,7,7.35,1.44
105,12,90.5,14.3,6.3,6.83,1.39
106,2,83.6,15,12,10.17,1.83
107,2,83.2,16.2,4.5,4.89,1.22
108,2,81.8,14.4,3,3.64,1.21
109,4,83.5,16,4.3,6,1.14
110,8,84.8,16.9,7.9,9.57,0
111,12,82.3,17.8,11.5,10.08,1.24
112,6,81,18.9,14.8,14.07,1.79
113,2,79.5,18.6,9.9,8.83,1.13
114,2,78.8,15.6,3.8,4.32,0.92
115,8,79.4,12.7,9.1,10.53,1.08
116,6,75.3,11.9,8.6,10.15,1.32
117,6,76.1,12.6,17.2,15.19,1.47
118,6,75.1,13.8,12.9,13.05,1.3
119,6,77.4,16.4,8.5,10.07,1.1
120,2,75.1,17.4,7,6.81,1.12
121,6,73.5,14.7,8.5,10.07,0.78
122,2,75.2,18.4,5.4,5.6,0.92
123,3,73.2,18.4,3.8,4.81,1.36
124,6,72.8,17.3,7.4,9.14,0
125,6,72.7,17.1,13.5,13.38,0.89
126,6,72.5,17.6,18.3,15.65,1.54
127,6,72.9,18.6,8.2,9.82,0.89
128,6,72.5,18.9,11.3,12.07,1.29
129,6,72.8,19.1,10.9,11.81,0.85
130,3,70.9,18.5,5.4,6.29,1.43
131,12,69.9,19.5,30.5,15.66,1.84
132,3,69.5,19.4,3.2,4.2,1.2
133,3,65.7,16.4,7.9,8.2,1.62
134,12,68.8,11.2,44.2,17.46,2.49
135,12,60.9,11.2,25.2,14.63,1.81
136,3,57.7,13.7,5.9,6.71,1.17
137,3,57.7,13.6,7.8,8.13,1.71
138,12,56,11.6,9.9,9.23,1.56
139,2,55.2,14.7,12.1,10.23,1.49
140,7,55.6,15.4,10,11.2,1.14
141,7,55.5,15.7,4.3,6,1
142,7,55.7,15.8,4.3,6,0.95
143,3,53.8,16.2,4.5,5.49,1.15
144,12,55.5,17.8,8,8.05,1.29
145,3,56.2,18.1,4,5.01,0.96
146,12,58.2,20,52.6,18.2,2.78
147,12,54.6,19.4,15.2,11.72,1.46
148,13,51,18.9,54,22.71,1.63
149,12,52.4,13.7,12,10.33,1.54
150,12,52.7,11.4,20.1,13.35,1.45
151,12,51.3,10.6,24.1,14.38,1.85
152,3,49.5,15.2,4.2,5.2,1.33
153,12,48.7,15.9,8,8.05,0.97
154,3,50.2,17.6,3.6,4.61,0
155,2,47.9,16.3,16,12.47,1.56
156,12,47.2,17.2,20.4,13.44,1.35
157,12,48.4,17.6,20.4,13.44,1.17
158,3,50,20,5.1,6.03,1.35
159,3,46.5,15.5,3.6,4.61,1.03
160,3,44.8,18.6,3.3,4.3,0.86
161,6,43.8,18.1,11.6,12.27,1.38
162,2,40.6,18.5,4.6,4.97,1.13
163,8,40.6,18.1,11.9,12.45,1.07
164,8,40.1,18.3,9.7,10.98,0
165,2,41.3,17.8,7.5,7.17,1.16
166,2,41.4,17.7,9.6,8.63,1.31
167,8,40.3,17,15.7,14.51,1.34
168,12,40.5,14.9,14.2,11.32,1.4
169,12,41.6,15.7,5,5.75,1
170,12,42.3,15.8,5.5,6.18,1.1
171,12,43.7,16.7,10,9.28,1.3
172,12,43.4,15.6,9.6,9.05,1.01
173,12,43.2,14.5,14.9,11.6,1.09
174,3,41.2,14.7,4.1,5.11,1.1
175,8,40.5,12.9,9,10.46,0
176,6,39.9,13.2,17.3,15.23,1.74
177,8,39.4,12.8,15.1,14.22,1.3
178,8,41,11.6,9.9,11.13,0.7
179,8,43.2,12.3,8.8,10.3,0
180,8,36.8,19.8,11.6,12.27,1.51
181,8,37,12.2,12.7,12.93,1.38
182,12,38.9,17.8,15.7,11.91,1.39
183,12,38.5,18.1,6.3,6.83,0.95
184,2,29.3,21.7,12.4,10.41,0
185,2,32.4,17.9,19.6,14.3,1.56
186,3,33.6,11.1,8.9,8.86,1.63
187,2,25.6,13.3,16.8,12.89,1.8
188,12,26.6,18.7,55,18.38,3.61
189,2,28.1,17.5,1.8,2.59,0.68
190,3,28.1,19.7,5.3,6.2,1.1
191,2,22.5,19.3,3.4,3.98,0
192,3,19.7,13.1,8.6,8.67,1.17
193,12,11,15.5,44.2,17.46,1.98
194,12,1.9,17.2,16.4,12.17,2.57
195,3,0.5,18.8,3,3.98,0.85
196,12,0.6,22.2,24.1,14.38,1.96
197,7,3.5,23.9,40.3,21.07,1.93
198,2,7.9,22.1,13,10.77,1.75
199,2,8,22.3,8.5,7.88,1.39
200,12,11.1,25.8,20.4,13.44,1.24
201,3,11.6,25.9,4.1,5.11,0.93
202,9,12.7,27,8.5,8.6,1.28
203,12,15.1,26.1,20.5,13.47,1.5
204,12,17.9,23.4,38.8,16.86,2.49
205,3,16.8,21.1,7.9,8.2,1.85
206,3,17,21.3,3.4,4.41,1
207,7,14.5,26.5,16.2,14.74,1.78
208,3,17.5,26.8,15.5,12.17,1.98
209,3,17.7,27,17.4,12.89,1.76
210,3,17.5,27.2,17.6,12.96,1.67
211,12,32.2,23.9,5.1,5.83,0.91
212,12,32,24.4,7.5,7.71,0.95
213,2,34.2,26.6,5.7,5.83,1.01
214,12,36.3,27.6,20.8,13.55,1.33
215,6,40,30,55.9,22.89,3.04
216,12,39.5,22.4,7.6,7.78,1.13
217,8,36.9,20.7,7.2,8.97,0
218,12,39.8,20.4,13.5,11.02,1.21
219,2,40.9,23.3,10.9,9.48,1.73
220,2,43.4,21.9,6.1,6.14,1.07
221,2,43.5,21.8,3.9,4.4,0.88
222,3,45.2,21.7,3.8,4.81,1.04
223,12,46.6,22.3,56.6,18.49,3.79
224,12,45.5,24.9,41.4,17.16,2.05
225,2,42.4,26.6,3.5,4.07,1.14
226,3,44,26.6,5.3,6.2,0.87
227,12,44,27.1,18.8,12.97,1.29
228,2,44.6,26.3,9.1,8.29,1.63
229,2,45.4,26.2,3.2,3.81,0.83
230,3,47.1,27.3,17.6,12.96,2.16
231,12,47.6,27.7,18.8,12.97,2.9
232,12,50.5,23,25.2,14.63,1.81
233,7,64.1,29.8,12.6,12.87,2.28
234,7,64,29.4,21.1,16.7,1.89
235,7,64.1,29.2,5.1,6.9,1.34
236,12,65.4,26.9,27.5,15.11,1.41
237,12,63.5,25.5,26.6,14.93,1.76
238,12,60.3,20.3,32,15.9,2.46
239,6,71.5,20.4,11.6,12.27,1.05
240,3,73.7,20.4,8,8.27,1.88
241,12,73.2,21,6,6.59,0.83
242,2,72.7,21.9,10.8,9.41,2.45
243,6,70.5,27.9,17.6,15.36,2.18
244,2,79.8,25.7,1.8,2.59,0.75
245,6,81.1,26.4,26.3,18.28,3.4
246,6,83.6,27.7,27.1,18.49,3.15
247,8,84.7,29.4,17.3,15.23,1.73
248,2,85.8,27.2,7.2,6.96,1.38
249,8,85,26.1,14.5,13.92,0.7
250,8,84.4,24.3,17.8,15.44,2.25
251,8,83.3,23.6,13.4,13.33,1.25
252,8,83.1,22.5,15.9,14.6,1.13
253,8,84.3,23,18.3,15.65,1.95
254,8,84.8,20.9,20.9,16.63,2.35
255,8,83,21,21.5,16.84,2.15
256,12,82.9,20.4,22.4,13.97,2.85
257,2,85.9,22.5,7.6,7.25,1.73
258,9,91.2,25.5,6.3,7.03,1.83
259,8,93.8,25.9,12.9,13.05,2.45
260,8,94,26.1,8.9,10.38,0.5
261,8,94.2,26.8,12.3,12.7,2.03
262,12,95.8,29,4.8,5.57,1.75
263,4,96.9,26.1,4.4,6.11,0.8
264,12,96.9,24.5,45.6,17.59,5.55
265,12,91.5,21,4.8,5.57,0.8
266,2,95.7,31.9,16,12.47,2.03
267,3,93.3,33.6,4.4,5.39,1.35
268,3,93.4,33.7,5.8,6.62,1.05
269,3,92.2,36.7,6.8,7.41,1.58
270,1,91.3,37.5,12.7,10.59,2.95
271,8,85.3,35.4,16.9,15.06,2.63
272,8,84.6,35,13.2,13.22,1.48
273,8,84.1,37.9,12.7,12.93,1.6
274,3,84,38.5,7.4,7.85,2.25
275,8,83.2,36.6,10.5,11.54,1.3
276,3,81.7,37.5,7.9,8.2,2.1
277,3,81.8,37.6,6.2,6.95,1.4
278,3,81.2,35.1,7.3,7.78,2.48
279,8,81.8,35,13.5,13.38,1.78
280,8,82.1,32.9,10.5,11.54,1.33
281,8,81.8,32.4,12.6,12.87,1.38
282,8,81.3,32.2,10.8,11.75,1.03
283,8,80.9,31.2,9.9,11.13,0.78
284,8,82.2,30.7,10.7,11.68,1.15
285,3,80.3,33.5,11.1,10.14,2.25
286,12,78.7,36.2,27.6,15.13,2.88
287,7,78.9,36.8,9.4,10.76,2.45
288,7,79,37,19.3,16.04,2.73
289,2,76.3,39.6,4.4,4.81,0.95
290,2,73.9,35.4,4,4.48,1.23
291,12,71.4,33.2,12,10.33,1.08
292,12,71.9,33.4,5.9,6.51,0
293,12,70.2,36.2,11,9.83,0.73
294,2,70.6,36.5,2,2.77,0.5
295,12,69,37.5,13.8,11.15,1.55
296,7,45.1,31.4,22.6,17.2,2.03
297,12,64.2,33.5,11.1,9.88,1.5
298,6,39.8,38.8,11.8,12.39,0
299,12,34.1,39,22.1,13.9,3.58
300,12,55.5,37.3,30.5,15.66,4.88
301,12,54.1,37.5,9.5,8.99,1
302,6,49.4,35.3,10.7,11.68,2.5
303,6,48.8,35,12,12.51,2.08
304,3,48.5,33.5,4.8,5.76,1.43
305,3,48.2,33.5,5.8,6.62,0.45
306,3,48,33.5,3.9,4.91,1.18
307,3,48.2,31.3,14,11.55,0
308,12,36,30.8,22.6,14.02,3.35
309,12,34.3,30.5,22.7,14.05,1.85
310,2,33.2,31.5,2.8,3.47,0.68
311,2,33.1,31.6,1.7,2.5,0.73
312,7,30.5,31.1,21.5,16.84,2.6
313,7,30.3,30.9,11.2,12.01,2.5
314,7,30.3,31.1,7.7,9.4,2.05
315,2,30.7,33.5,2.7,3.39,1.03
316,6,31.5,34,7,8.79,0
317,6,33,35.5,17.1,15.15,2.35
318,6,33.7,37.9,5.5,7.32,0
319,6,33.6,37.9,8.4,9.99,0
320,6,33.3,38.2,13.8,13.55,1.7
321,3,33,38.8,5.1,6.03,1.85
322,3,34.1,40.1,4.4,5.39,0.85
323,6,31.5,38.9,6,7.83,0
324,6,30.8,38.3,12.8,12.99,2.03
325,6,30.2,38.1,10.4,11.48,0.98
326,6,28.7,38.6,9.1,10.53,0
327,3,28.5,36.2,3,3.98,0.9
328,6,27.6,36.2,14.8,14.07,1.93
329,6,25.1,35.2,7.4,9.14,0
330,12,23.8,31.7,40.4,17.05,4.5
331,3,24,35.6,8.9,8.86,2.6
332,12,20.7,35.4,12.1,10.38,2.15
333,12,20.7,38.9,21,13.61,2.78
334,12,19.7,37.4,29.7,15.52,3.8
335,14,17.5,31.4,5.8,5.91,1.23
336,2,9.6,31.7,5.3,5.52,1.6
337,2,6.8,36.7,10.7,9.35,2.33
338,2,7.8,38.3,12.3,10.35,1.9
339,12,2.8,38.3,15.8,11.95,2.2
340,2,1.6,36.8,3.4,3.98,1.05
341,3,0.9,31.5,6.3,7.03,1.85
342,2,1,41.4,5.4,5.6,0.7
343,12,0.4,41.9,11.1,9.88,1.68
344,2,3.9,40.2,6,6.06,1.4
345,12,4.6,40.3,15.5,11.83,1.78
346,2,5.3,41,12.4,10.41,2.23
347,12,3.6,42.3,11.3,9.98,0
348,12,4.4,43.4,20.8,13.55,1.98
349,2,0.1,46.2,18.5,13.76,2.75
350,12,3,46.7,10.1,9.34,1.55
351,12,3.1,47.7,25.2,14.63,3.65
352,3,10.1,47.9,11,10.09,1.6
353,3,10.3,47.9,15.5,12.17,3.53
354,3,10.2,48.1,16.4,12.52,0
355,7,15.4,43.5,21.3,16.77,2.25
356,7,15.6,44.1,15.6,14.46,2.68
357,12,21,48.7,55.3,18.4,5.55
358,2,21.2,45.8,11.7,9.98,1.95
359,2,21.1,45.7,2.8,3.47,1.78
360,12,23.7,44.8,32.6,16,3.58
361,8,26.6,48.9,19.9,16.27,2.4
362,12,28.3,44.1,8.4,8.32,1.18
363,3,30.8,46.4,16.5,12.56,3.2
364,3,30.9,46.4,17.5,12.92,3.05
365,8,36.3,47.8,17.5,15.32,2.13
366,8,37.1,47.7,15.5,14.41,1.93
367,8,38.2,47,14.9,14.12,1.7
368,8,36.1,45.6,16.7,14.97,2.13
369,8,38.9,44.7,18.6,15.77,1.83
370,6,36,42.8,11.9,12.45,1.15
371,3,36.3,42.5,3.2,4.2,0.95
372,2,37,42.1,10.8,9.41,1.73
373,8,43.3,43.3,19.7,16.2,1.9
374,8,41.6,44.6,14.5,13.92,1.68
375,8,41.2,46.9,9.9,11.13,0
376,12,10.7,46.7,26.8,14.97,3.33
377,2,16.9,42.1,3.3,3.9,0.65
378,6,43.8,47.7,22,17,3.33
379,6,42,49.1,10.5,11.54,1.48
380,3,36.3,41.2,5.4,6.29,1.5
381,8,48,49.8,14.3,13.81,1.3
382,6,48.4,45.5,12,12.51,1.58
383,6,47.4,44.3,11.6,12.27,2.33
384,6,47,44.5,20.3,16.42,1.98
385,8,45.6,43.2,14.3,13.81,1.13
386,3,46.9,42.2,7.2,7.71,2.2
387,3,47,42,11.2,10.2,2.4
388,6,47.4,42,27.9,18.69,3.78
389,7,53.4,42.3,16.3,14.79,4.2
390,12,56.1,43.3,9.1,8.75,0
391,12,56.3,46.7,21.9,13.84,1.48
392,12,56.1,47,17,12.38,1.58
393,6,52.6,47.7,9.9,11.13,0
394,6,51.8,48.6,20.9,16.63,1.78
395,3,55.8,49.6,5,5.94,1.2
396,2,59.8,49.9,10.5,9.22,1.75
397,12,59,47.2,20.6,13.49,1.53
398,12,60.4,45.2,19.8,13.27,2.48
399,12,60.2,45.4,3,3.78,0.25
400,12,61.7,46.2,23.6,14.27,2.48
401,3,64.4,44.4,11.9,10.56,2.35
402,3,64.4,44.6,17.1,12.78,2.73
403,2,62.1,49.2,12.3,10.35,1.65
404,2,62,49.7,3.2,3.81,0.85
405,8,66.9,49.2,14.6,13.97,1.58
406,8,69.1,48.9,11.5,12.2,1.3
407,8,68.9,48.4,16.5,14.88,1.6
408,3,70,48.9,11.9,10.56,2.88
409,8,67.5,47.6,12.1,12.57,1.03
410,2,67.6,45,10.1,8.96,1.83
411,6,72.1,43.5,15.1,14.22,2.43
412,2,73.4,47.6,8.4,7.81,1.9
413,2,72.6,49.2,8.4,7.81,1.58
414,2,74.7,49.2,6.8,6.66,1.48
415,12,75.8,49.2,31.5,15.82,3.05
416,2,78.3,45.6,9.1,8.29,1.63
417,2,79,43.5,16.4,12.68,2.2
418,2,78.8,43.4,1.5,2.32,0.68
419,8,79.5,42,12.4,12.75,1.4
420,12,81.8,42.7,34.4,16.27,4.1
421,12,82.2,43.5,9.7,9.11,1.05
422,3,80.6,46.9,5.8,6.62,1.6
423,12,80.5,48.1,23.8,14.31,2.4
424,2,83.7,49.5,2.1,2.86,0.95
425,12,83.7,48.4,13.1,10.84,1.8
426,12,84,48.4,12.6,10.62,2.85
427,8,85.3,50,15.5,14.41,2.33
428,12,86,49.4,13.1,10.84,2.53
429,12,86.3,48,8.2,8.18,1.63
430,3,83.1,46.4,6.6,7.26,1.9
431,3,84.6,43.4,5,5.94,1.73
432,8,85.4,41.4,9.5,10.83,1.33
433,8,85.5,40.1,16.9,15.06,2.55
434,3,92.3,40.9,3.5,4.51,1.45
435,1,91.7,41.6,5.1,5.37,0.9
436,1,91.3,42.2,4.9,5.21,1.03
437,1,90.8,43.1,6.8,6.66,1.05
438,3,92.9,44.5,5,5.94,1.4
439,3,92.8,44.6,7.6,7.99,2
440,2,91.8,46.2,11.9,10.11,1.78
441,12,94.4,40.9,27.4,15.09,3.6
442,12,98,43.6,11.7,10.18,1.5
443,12,97,41.1,22.9,14.1,2.13
444,12,98,44.5,16.1,12.06,2.03
445,12,95.4,47.6,48.2,17.83,4.68
446,3,96.8,49.5,4.6,5.58,1.38
447,12,97.5,49.4,9.6,9.05,1
448,3,98.5,51.4,6.8,7.41,1.95
449,2,97.7,51.3,12.6,10.53,1.95
450,12,99.8,52.1,12.8,10.71,1.38
451,6,95.8,51,29.2,19,3.08
452,12,93.5,50.8,11,9.83,1.6
453,12,94,52.7,23.2,14.17,2.5
454,3,95,52.6,3.2,4.2,0.98
455,12,95.8,54.9,13.5,11.02,1.13
456,12,98.7,54.9,16,12.02,1.55
457,12,98.5,54.6,10.8,9.72,0
458,2,95.2,57.7,7.4,7.1,1.75
459,12,95,58.8,25,14.59,3.55
460,2,94.8,59,3.6,4.15,1.58
461,2,94.2,59,8.9,8.16,1.63
462,12,94.8,58,12.3,10.47,1.58
463,3,94.1,56.9,4.1,5.11,0.6
464,12,93.3,57.2,25.5,14.7,3.03
465,12,94.7,59,22.2,13.92,2.35
466,12,94,59.5,13.1,10.84,1.45
467,2,94,59.7,18.3,13.66,2.8
468,2,91.5,58.3,5,5.29,1.33
469,3,85.6,58.5,9.3,9.11,2.98
470,12,82,59.5,15.7,11.91,3.53
471,3,84.3,58,7.3,7.78,1.83
472,8,83.3,52.1,10.2,11.34,1.15
473,3,84.1,50.5,6,6.79,1.95
474,12,85.7,50.5,12.5,10.57,0.4
475,12,85.8,50.7,11.5,10.08,2.13
476,8,82.8,50.7,11.1,11.95,1.03
477,2,83,54.7,2.4,3.12,0.53
478,12,79.4,52.3,17.5,12.55,1.63
479,12,78.7,51.6,15.7,11.91,1.85
480,12,77.1,52.8,13.2,10.89,1.15
481,12,79.5,53.4,22.7,14.05,2.08
482,12,79.2,54.5,12.2,10.43,1
483,2,78.8,57.6,11.2,9.67,1.9
484,12,78.8,59.6,26,14.8,2.03
485,2,73.5,50.8,1.6,2.41,0.48
486,2,73.2,52.8,5.9,5.99,1.38
487,2,72.9,53.4,2.3,3.04,1
488,2,71.8,53.5,1.1,1.96,0.45
489,2,72.2,53.7,3.8,4.32,0
490,2,70.6,54.5,8.5,7.88,1.78
491,2,71.2,58.4,4.3,4.73,0
492,2,71.2,59,5.5,5.68,1.38
493,7,72.7,55,17.1,15.15,0.35
494,7,72.8,55.1,10.3,11.41,2.13
495,7,73,55.1,9,10.46,1.43
496,7,73,55.3,6.9,8.69,0.25
497,2,71.6,57.5,4.4,4.81,0
498,2,70.3,56.9,4.4,4.81,1.05
499,2,70.4,57.6,6.3,6.29,1.58
500,2,70.7,59.5,3.5,4.07,0
501,12,70.8,59.4,3.5,4.31,0.78
502,2,70.4,59.7,9.4,8.5,1.53
503,2,68.1,60,9.9,8.83,1.6
504,2,67.9,58.8,10.6,9.29,1.9
505,2,68.8,56.5,4.2,4.65,0.98
506,2,69.7,56,2.5,3.21,0.73
507,2,66.7,56.4,10.3,9.09,2.08
508,8,67.5,55.7,10.6,11.61,0.3
509,8,67.7,55.8,9.3,10.69,0
510,3,65.4,53.7,3.6,4.61,1.1
511,8,67.5,53,13.9,13.6,1.25
512,3,67.9,52.3,5.5,6.37,1.6
513,2,65.7,51.3,5.6,5.76,1.5
514,2,65.7,51.4,5.9,5.99,1.5
515,3,64.2,50.8,8.8,8.8,2.25
516,2,60.9,55.8,7.4,7.1,1.53
517,12,60.7,56.8,26.3,14.87,3.5
518,12,60.3,57.5,22.1,13.9,2.83
519,12,57.026,57.115,18.7,12.93,3.08
520,12,50.1,50,8.2,8.18,0
521,12,55.703,59.419,19.6,13.21,1.25
522,2,53.938,58.91,10.2,9.03,2.53
523,2,53.626,58.666,14,11.35,2.13
524,12,51.753,58.154,17.9,12.68,0.5
525,12,50.277,59.092,6,6.59,0.53
526,12,51.991,56.014,9.1,8.75,0.33
527,12,52.257,56.295,6.2,6.75,0.68
528,2,54.678,56.158,5.5,5.68,1.4
529,8,53.947,55.497,9.5,10.83,0
530,8,51.728,55.616,8.4,9.99,0
531,3,50.43,55.522,4.2,5.2,0.78
532,8,50.358,54.195,8.6,10.15,0
533,8,51.01,54.25,11.5,12.2,0.88
534,8,51.461,53.521,13.6,13.44,1.7
535,8,53.011,52.745,10.6,11.61,0.28
536,8,53.348,52.233,12.5,12.81,1.95
537,2,55.104,52.776,6,6.06,1.8
538,2,55.2,52.818,2.5,3.21,0.75
539,3,55.251,53.167,4.1,5.11,0.75
540,8,56.441,50.78,14.7,14.02,1.23
541,8,54.721,50.57,15.9,14.6,1.35
542,12,54.155,50.897,9.3,8.88,0.83
543,12,53.798,50.18,8.1,8.12,1.05
544,12,50,50,7.3,7.57,0
545,12,53.21,50.829,12.7,10.66,0.63
546,2,51.458,51.779,12.3,10.35,2.38
547,8,50,52.347,8.6,10.15,0
548,6,46.469,51.669,20.9,16.63,2.83
549,6,42.894,51.386,12.5,12.81,1.23
550,12,43.232,54.092,10.2,9.39,1.1
551,3,45.014,54.614,4.4,5.39,1.88
552,12,45.463,55.211,8.5,8.38,1.43
553,12,46.229,54.844,12.9,10.75,0.68
554,2,44.619,58.151,5.8,5.91,1.25
555,2,44.142,57.038,13.1,10.83,2.43
556,12,44.168,57.945,10.1,9.34,0
557,6,33.102,55.576,23.5,17.48,1.4
558,3,38.276,52.18,20.5,13.89,1.98
559,3,38.256,52.301,15.1,12.01,1.63
560,3,37.796,52.019,28.6,15.86,1.65
561,3,37.877,52.593,12.7,10.95,0.43
562,2,39.738,59.731,3.3,3.9,0.85
563,9,38.168,59.841,6.8,7.41,0.78
564,9,38.164,58.49,5.4,6.29,0.8
565,9,37.21,59.632,4.9,5.85,0.9
566,9,37.173,58.474,14.3,11.68,0
567,6,35.679,57.976,22,17,3.95
568,6,35.611,58.716,16.9,15.06,1.3
569,6,34.628,58.304,7.9,9.57,0
570,6,33.707,57.312,21,16.67,2.73
571,9,32.862,56.484,15.5,12.17,2.48
572,2,32.862,55.564,9.7,8.7,1.95
573,8,31.776,56.602,10.7,11.68,1.85
574,8,30.323,58.337,11.3,12.07,1.23
575,3,32.834,51.964,6.7,7.34,1.73
576,3,33.299,51.674,9.9,9.47,2.23
577,12,31.222,51.115,27.1,15.03,3.1
578,12,27.95,53.183,5.8,6.43,0.85
579,12,27.598,52.664,28.6,15.32,3.58
580,8,26.487,53.612,11.7,12.33,0
581,3,27.378,56.521,6.6,7.26,2.08
582,3,27.606,57.449,2.5,3.43,0.6
583,12,22.481,54.223,21.9,13.84,2.3
584,12,23.017,51.464,17.1,12.41,1.83
585,12,16.652,53.544,18.5,12.87,1.65
586,2,11.506,56.789,7.5,7.17,1.55
587,2,16.504,57.435,10.3,9.09,1.83
588,2,16.505,57.946,2.2,2.95,0.93
589,2,16.503,57.386,2.8,3.47,0
590,2,18.523,57.485,4,4.48,1.08
591,2,18.525,57.4,1.9,2.68,0.58
592,12,18.521,59.361,18.1,12.74,1.88
593,2,15.974,60,3.1,3.73,0.43
594,12,11.644,59.821,17.4,12.51,0.85
595,10,11.4,58.543,8.5,7.88,1.5
596,6,11.641,54.889,47.1,21.98,2.93
597,12,10.778,52.17,28,15.2,1.4
598,9,10.511,59.801,4.8,5.76,0
599,12,8.323,51.074,24.8,14.54,2.48
600,3,7.601,53.692,4.7,5.67,2
601,8,0,55.02,18.6,15.77,0
602,3,3.19,69.046,22.6,14.48,3.1
