Number	x	y	species	dbh	height	CL
94483	296.411	246.421	1	5.6	8.8 	5.1 
94496	283.994	250.916	1	11.7	9.2 	6.9 
94505	293.311	252.938	1	12.8	12.4 	7.7 
94507	298.426	251.348	1	15.3	8.9 	6.4 
94515	290.077	254.919	1	12.7	10.4 	8.8 
94516	287.882	254.442	1	12.7	9.6 	8.2 
94520	280.177	256.766	1	10	12.1 	9.2 
94522	281.231	258.234	1	6.3	8.4 	7.8 
94523	283.425	257.095	1	9.8	9.6 	7.3 
94538	288.257	261.637	1	7.4	11.6 	9.3 
94539	283.718	259.334	1	6.1	7.3 	6.1 
94540	283	259.509	1	7.1	9.7 	8.8 
94542	302.102	245.254	1	13.3	8.9 	7.2 
94544	306.76	241.316	1	10.6	9.7 	8.2 
94544.2	306.76	241.316	1	8.8	8.3 	5.1 
94545	307.974	242.306	1	11.6	11.6 	9.7 
94546	308.899	242.276	1	16.7	11.8 	10.2 
94546.2	308.899	242.276	1	14.6	11.0 	6.1 
94560	308.994	245.016	1	4.6	8.4 	7.3 
94563	304.403	249.358	1	8.1	9.8 	7.5 
94563.2	304.403	249.358	1	7.8	7.8 	5.0 
94563.3	304.403	249.358	1	9.2	8.5 	5.2 
94563.4	304.403	249.358	1	2.3	5.3 	4.0 
94565	307.244	248.322	1	12	12.6 	8.1 
94566	307.679	248.096	1	19	11.8 	8.3 
94570	316.389	248.395	1	10.1	10.3 	9.1 
94570.2	316.389	248.395	1	9.2	8.5 	5.2 
94573	316.06	251.737	1	5	4.6 	7.5 
94576	306.415	249.869	1	10.5	12.5 	9.4 
94579	300.765	253.01	1	14.5	9.8 	7.1 
94583	303.106	256.342	1	10.7	11.7 	7.6 
94584	304.124	255.202	1	5.9	10.7 	5.9 
94585	304.34	254.251	1	8	11.5 	7.6 
94587	306.884	252.899	1	14.8	12.2 	9.1 
94596	315.182	255.476	1	15.2	12.5 	9.7 
94629	395.647	279.966	1	9.9	12.0 	4.1 
94645	378.952	272.229	1	4.1	4.2 	2.9 
94749	369.679	261.383	1	14.4	12.2 	1.5 
94750	369.765	260.837	1	12.9	11.6 	8.1 
94762	371.853	262.746	1	14.9	12.6 	4.8 
94775	358.895	267.217	1	3.5	7.3 	4.0 
94776	360.543	266.479	1	3.7	4.8 	3.2 
94777	364.686	266.478	1	4.6	4.5 	2.1 
94780	367.11	267.61	1	3.2	5.3 	2.3 
94782	369.327	267.881	1	14.1	9.0 	2.4 
94799	370.213	270.461	1	7.9	12.6 	7.7 
94808	247.41	243.596	1	10.2	8.1 	6.5 
94808.2	247.41	243.596	1	9.9	8.8 	5.3 
94808.3	247.41	243.596	1	9.9	8.8 	5.3 
94819	258.159	243.578	1	8.2	8.6 	6.9 
94824	251.798	245.701	1	6.7	8.2 	7.1 
94826	247.461	247.656	1	16.15	12.3 	8.9 
94836	252.293	249.168	1	8.65	12.4 	8.2 
94841	250.696	250.21	1	5	3.6 	2.8 
94841.2	250.696	250.21	1	3.3	5.7 	4.2 
94841.3	250.696	250.21	1	1.6	4.9 	3.9 
94842	249.685	252.991	1	10.4	11.3 	9.6 
94847	240.143	252.201	1	5.6	5.8 	4.2 
94848.2	242.421	257.893	1	4.8	6.4 	4.4 
94848.3	242.421	257.893	1	4.1	6.1 	4.3 
94849	243.622	256.754	1	8.8	7.4 	6.2 
94850	245.809	257.134	1	8.6	8.3 	6.9 
94850.2	245.809	257.134	1	8.4	8.1 	5.1 
94853	255.67	253.374	1	5.9	7.0 	5.8 
94856	257.89	252.184	1	10.9	8.9 	7.3 
94862	251.757	258.496	1	7.9	9.7 	8.6 
94870	241.06	258.901	1	5.6	9.7 	7.9 
94870.2	241.06	258.901	1	3.6	5.9 	4.2 
94871	304.991	256.353	1	16.5	12.2 	8.5 
94877	309.991	258.455	1	8.7	11.8 	8.8 
94879	312.117	259.053	1	13.9	9.6 	8.0 
94888	319.176	259.023	1	11.7	8.8 	7.8 
94895	337.104	242.54	1	7.8	11.8 	9.6 
94899	339.739	249.198	1	16.2	13.5 	8.7 
94903	331.998	244.663	1	18.5	11.5 	8.1 
94903.2	331.998	244.663	1	15.9	11.6 	6.4 
94905	328.207	244.929	1	12.7	11.4 	8.2 
94907	326.226	242.84	1	6.5	5.6 	4.8 
94908	324.837	243.659	1	10.1	12.4 	8.6 
94908.2	324.837	243.659	1	6	7.0 	4.7 
94910	323.433	245.678	1	16.3	11.2 	6.1 
94912	327.374	245.797	1	7.1	8.6 	7.7 
94913	329.007	247.07	1	5.7	6.8 	5.9 
94920	339.836	255.757	1	7.6	8.1 	6.7 
94932	322.904	250.502	1	11.1	10.4 	7.3 
94935	322.559	253.606	1	16	11.4 	9.2 
94935.2	322.559	253.606	1	9.9	8.8 	5.3 
94935.3	322.559	253.606	1	10	8.9 	5.3 
94939	328.924	256.477	1	15.6	11.9 	10.2 
94940	329.39	257.091	1	13.6	11.6 	8.8 
94945	337.734	259.074	1	12.4	9.8 	7.8 
94946	337.572	260.829	1	6.5	8.7 	7.2 
94948	333.033	258.478	1	11.4	9.4 	8.3 
94949	332.426	259.125	1	17.2	9.7 	8.2 
94954	343.34	241.794	1	15.7	12.7 	7.8 
94955	348.021	241.506	1	22	11.3 	7.2 
94955.2	348.021	241.506	1	21.5	14.3 	7.3 
94955.3	348.021	241.506	1	4.7	6.4 	4.4 
94958	355.918	243.871	1	9	8.1 	5.2 
94962	350.416	246.398	1	17.2	11.5 	6.9 
94962.2	350.416	246.398	1	13.4	10.5 	5.9 
94964	346.426	245.91	1	4.9	8.7 	6.9 
94968	343.332	246.8	1	4.5	5.7 	5.0 
94970	346.448	248.249	1	4.2	5.3 	3.6 
94975	358.378	247.245	1	4.3	4.0 	2.8 
94976	358.498	247.995	1	16.9	13.6 	9.7 
94984	349.421	254.581	1	12.2	11.5 	9.7 
94992	345.285	257.914	1	8.1	9.7 	8.3 
94998	354.13	256.046	1	2.9	4.6 	4.3 
95000	356.795	256.582	1	2.9	7.9 	6.8 
902601	223.881	200.663	1	16.2	7.8 	2.5 
902609	236.736	204.511	1	9.5	6.8 	2.0 
902611	230.311	204.883	1	17.4	14.3 	2.0 
902613	220.882	204.31	1	12.5	8.7 	4.3 
902617	222.362	207.383	1	14.3	10.6 	5.4 
902623	233.157	209.005	1	7.2	6.1 	4.5 
902624	233.951	208.016	1	15.6	10.3 	4.2 
902626	239.8314407	207.0280103	1	5.9	6.2 	4.3 
902628	238.0606525	208.3125733	1	14.6	10.2 	5.5 
902633	221.9675212	212.2518201	1	6.4	7.0 	2.5 
902637	228.6198103	211.1075324	1	7.9	8.2 	4.0 
902640	233.6664063	210.7496371	1	5	6.9 	5.9 
902641	240.3934176	211.221979	1	12.3	9.3 	6.0 
902647	232.5280144	213.7334146	1	9.3	8.1 	4.5 
902656	224.2936174	219.6032428	1	7	7.8 	5.5 
902665	240.3338256	217.9814377	1	10.2	8.3 	4.0 
902669	285.817	203.681	1	7.4	8.5 	6.0 
902677	295.982	202.828	1	4.8	4.8 	2.0 
902681	295.892	205.594	1	8.8	6.5 	2.1 
902702	296.726	206.566	1	11	8.8 	4.1 
902707	290.209	210.745	1	8.9	11.0 	6.0 
902707.2	290.209	210.745	1	5.8	6.9 	4.6 
902712	285.469	215.39	1	12	12.0 	10.0 
902716	295.088	213.28	1	10.2	9.1 	4.0 
902717	298.667	213.233	1	9.2	8.8 	6.0 
902720	299.482	214.674	1	5.8	6.0 	4.9 
902721	298.131	216.069	1	4.8	5.9 	2.0 
902722	295.429	217.646	1	4.8	7.3 	4.5 
902723	290.406	217.999	1	19.5	13.6 	7.8 
902723.2	290.406	217.999	1	15.4	11.4 	6.3 
902724	292.222	219.884	1	9.4	12.4 	9.8 
902724.2	292.222	219.884	1	9.3	8.5 	5.2 
902725	289.051	221.744	1	16	12.6 	8.0 
902728	286.635	222.819	1	12.6	12.0 	8.0 
902729	283.991	220.419	1	23.6	13.0 	10.0 
902729.2	283.991	220.419	1	15.8	11.6 	6.3 
902731.2	324.189	203.29	1	1.2	4.8 	3.8 
902733	328.699	203.71	1	8.1	8.6 	6.0 
902734	329.309	204.245	1	7	6.0 	4.8 
902735	331.87	203.692	1	5	6.7 	1.7 
902736	335.421	201.562	1	12.4	10.0 	4.5 
902737.2	335.73	204.169	1	6.6	7.3 	4.8 
902737.3	335.73	204.169	1	3.1	5.6 	4.2 
902739	338.426	201.285	1	7.9	9.0 	7.3 
902741	338.777	204.273	1	6	7.0 	2.5 
902742	338.876	205.781	1	7.8	9.6 	4.0 
902745.2	324.468	206.564	1	6.3	7.1 	4.7 
902745.3	324.468	206.564	1	8.4	8.1 	5.1 
902752	336.771	207.904	1	20.1	13.0 	9.0 
902753	336.787	207.762	1	13.7	11.0 	8.0 
902755.2	335.505	210.441	1	4.4	6.2 	4.4 
902761.2	321.723	209.165	1	6.6	7.3 	4.8 
902765	323.101	212.587	1	12	10.6 	7.0 
902767	326.009	214.988	1	7.6	11.0 	10.0 
902771	339.852	215.705	1	9.3	10.4 	9.0 
902780	332.97	222.027	1	15	11.5 	8.0 
902783	328.194	220.339	1	5.6	8.6 	3.0 
902785	325.489	221.533	1	8.8	11.7 	9.8 
902801	394.97	228.504	1	16.5	12.3 	7.4 
902801.2	394.97	228.504	1	9.4	8.6 	5.2 
902801.3	394.97	228.504	1	3.7	5.9 	4.3 
902801.4	394.97	228.504	1	3.3	5.7 	4.2 
902806	388.134	229.75	1	15.1	11.7 	6.2 
902806.2	388.134	229.75	1	6.8	7.4 	4.8 
902807	388.426	231.544	1	10	11.6 	9.2 
902808	389.322	232.84	1	9.4	10.6 	8.1 
902808.2	389.322	232.84	1	8.1	8.0 	5.0 
902808.3	389.322	232.84	1	8.1	8.0 	5.0 
902812	382.747	234.602	1	5.9	6.8 	4.3 
902814	381.504	235.651	1	5.3	12.0 	7.1 
902816	382.641	238.107	1	16.7	12.3 	4.8 
902819	391.429	240.431	1	12.9	11.6 	4.2 
902821	392.47	236.434	1	4.8	6.8 	4.6 
902823	393.6	233.738	1	14.4	12.6 	6.7 
902827	400.918	236.695	1	6.7	9.6 	7.8 
902828	396.68	238.79	1	5.9	8.1 	3.2 
903500	243.374	202.832	1	18.5	10.8 	4.4 
903505	253.139	201.801	1	12.4	7.9 	4.5 
903506	253.563	202.702	1	15.9	9.6 	5.3 
903509	258.574	201.571	1	10.8	7.3 	5.2 
903512	257.939	206.581	1	5	7.3 	3.8 
903518	244.04	206.375	1	16.5	9.4 	2.2 
903519	247.6	205.725	1	12.9	11.0 	6.0 
903527	251.875	208.824	1	14.6	11.3 	5.4 
903538	253.272	213.354	1	13.5	8.7 	2.2 
903543	259.161	212.375	1	9.9	10.6 	9.4 
903544	256.386	211.813	1	8	8.2 	7.1 
903554	245.602	215.202	1	9.3	10.4 	6.2 
903557	249.656	215.63	1	5.5	6.3 	4.5 
903561	256.752	217.182	1	3.9	8.6 	6.7 
903562	253.538	216.533	1	11.3	8.6 	4.7 
903570	253.707	218.755	1	8.5	9.3 	5.4 
903573	258.67	218.367	1	5.1	6.8 	5.0 
903575	260.15	219.74	1	8.1	5.3 	2.0 
903578	264.034	201.341	1	17.4	10.3 	4.2 
903580	267.448	202.132	1	13.3	10.7 	5.4 
903581	268.783	200.943	1	11.3	9.8 	7.5 
903585	275.982	201.84	1	14.5	9.6 	4.2 
903587	279.52	205.605	1	14.7	8.6 	2.7 
903587.2	279.52	205.605	1	12.7	10.1 	5.8 
903593	271.071	203.284	1	9.2	8.6 	3.5 
903593.2	271.071	203.284	1	5.2	6.6 	4.5 
903593.3	271.071	203.284	1	4	6.1 	4.3 
903594	268.754	203.465	1	11	9.2 	6.3 
903603	260.964	204.414	1	12.2	11.8 	2.1 
903604	265.96	205.552	1	14.3	13.4 	9.4 
903604.2	265.96	205.552	1	13	10.3 	5.9 
903604.3	265.96	205.552	1	9	8.4 	5.2 
903604.4	265.96	205.552	1	3.6	5.9 	4.2 
903604.5	265.96	205.552	1	4.8	6.4 	4.4 
903604.6	265.96	205.552	1	8.7	8.3 	5.1 
903618	267.525	209.564	1	9.8	11.0 	4.8 
903619	266.28	208.479	1	8.7	5.0 	4.4 
903621	263.209	209.903	1	11.4	10.0 	4.8 
903622	264.646	211.187	1	8.3	11.0 	9.0 
903623	264.889	211.804	1	10.2	12.0 	8.0 
903624	270.136	212.079	1	15	13.0 	7.0 
903624.2	270.136	212.079	1	14.8	11.1 	6.2 
903624.3	270.136	212.079	1	8.8	8.3 	5.1 
903628	273.738	212.445	1	11.9	11.6 	6.7 
903636	267.743	213.87	1	11.2	12.8 	9.6 
903636.2	267.743	213.87	1	11	9.3 	5.5 
903637	266.339	213.703	1	8.9	11.0 	7.8 
903639	261.45	214.97	1	15.4	13.0 	8.0 
903641	263.278	215.175	1	3.9	7.0 	6.0 
903647	274.829	216.034	1	13.6	11.4 	7.4 
903652	273.01	218.315	1	9.4	11.8 	7.6 
903653	270.494	218.232	1	11.1	9.6 	7.0 
903657	301.746	203.023	1	17.3	10.5 	6.7 
903664	313.317	203.334	1	14.6	9.6 	5.0 
903669.2	319.738	204.922	1	12.7	10.1 	5.8 
903673.2	313.365	207.113	1	9.8	8.8 	5.3 
903678	307.704	204.524	1	5	9.6 	2.3 
903679	306.855	205.928	1	11.8	9.6 	6.0 
903680	305.94	205.67	1	4.9	5.0 	3.0 
903684	301.933	210.582	1	14	10.2 	4.9 
903686	308.787	211.017	1	11.5	9.4 	3.0 
903687	309.07	207.748	1	6.4	10.5 	8.0 
903688	312.833	210.57	1	6.5	8.8 	2.2 
903691	319.47	214.429	1	8.8	7.8 	6.6 
903699.2	303.368	212.333	1	8	7.9 	5.0 
903700	301.885	213.649	1	11.3	10.4 	8.6 
903708	319.04	218.874	1	11.2	12.0 	9.0 
903718	302.204	219.718	1	17.4	11.0 	8.0 
903719	381.377	200.824	1	12.2	10.2 	7.4 
903725	391.154	201.179	1	12.2	12.6 	5.0 
903728	397.335	200.881	1	17.9	11.6 	8.7 
903734	391.951	206.255	1	9	8.8 	4.0 
903741	382.519	207.097	1	14.1	11.0 	5.3 
903741.2	382.519	207.097	1	4.6	6.3 	4.4 
903742	385.993	205.853	1	9.6	9.7 	7.6 
903745	398.143	206.257	1	9.9	8.6 	2.8 
903747	398.853	209.69	1	21.8	14.9 	5.8 
903749	393.622	208.834	1	11.4	10.6 	6.7 
903752	386.618	207.874	1	14.4	11.0 	7.0 
903752.2	386.618	207.874	1	11	9.3 	5.5 
903752.3	386.618	207.874	1	7	7.5 	4.8 
903754	383.912	211.296	1	7.4	8.0 	3.0 
903759	394.366	212.306	1	10.3	8.7 	6.6 
903760	396.694	213.686	1	14.7	9.6 	2.7 
903761	399.356	213.147	1	18	9.8 	3.7 
903764	399.886	216.311	1	5.8	6.2 	1.5 
903764.2	399.886	216.311	1	3.3	5.7 	4.2 
903766	392.493	215.706	1	7.3	8.0 	5.0 
903768	392.281	216.842	1	10.5	8.2 	3.6 
903769	391.048	215.558	1	7.1	10.0 	5.0 
903769.2	391.048	215.558	1	6.4	7.2 	4.7 
903770	390.312	216.15	1	7.7	11.0 	4.0 
903770.2	390.312	216.15	1	2.6	5.4 	4.1 
903771	389.676	216.954	1	14.3	11.0 	5.0 
903771.2	389.676	216.954	1	6.5	7.2 	4.7 
903771.3	389.676	216.954	1	10.4	9.1 	5.4 
903772	386.171	216.689	1	14.4	11.0 	7.8 
903773	380.536	214.651	1	4.8	7.2 	1.7 
903774	381.074	215.396	1	6.3	7.2 	1.6 
903774.2	381.074	215.396	1	5.2	6.6 	4.5 
903775.2	382.105	221.608	1	8.6	8.2 	5.1 
903779	386.153	221.469	1	15.4	12.3 	6.8 
903779.2	386.153	221.469	1	13.5	10.5 	5.9 
903788	394.747	224.701	1	15.2	12.7 	7.8 
903789	392.705	226.2	1	12.1	13.8 	9.5 
903792	385.596	223.446	1	5.8	12.6 	11.3 
903793	385.262	223.505	1	13.3	14.4 	9.7 
903797	381.035	228.75	1	12	14.7 	11.8 
903798	386.201	226.273	1	6.5	12.5 	5.0 
903799	386.557	226.696	1	6.3	11.3 	5.5 
903812	326.923	222.806	1	8.2	11.0 	6.8 
903820	339.079	221.774	1	9.4	11.0 	9.0 
903821	339.449	221.072	1	16	12.0 	5.8 
903824	339.959	226.12	1	6	6.5 	3.8 
903831	342.115	229.949	1	11.8	12.6 	10.5 
903833	338.381	231.101	1	13.3	12.0 	7.8 
903834	337.525	229.894	1	10.1	10.0 	8.0 
903838	341.171	234.578	1	10.2	9.6 	7.0 
903841	334.368	234.196	1	18.4	11.6 	7.8 
903851	326.314	232.099	1	13.8	8.4 	3.5 
903858	328.018	232.674	1	9.8	10.3 	9.4 
903859	328.495	231.945	1	5.4	9.5 	9.6 
903860	329.051	232.231	1	14	11.5 	9.3 
903865	335.292	236.895	1	10.9	11.9 	8.5 
903865.2	335.292	236.895	1	8.3	8.1 	5.0 
903867	338.705	238.883	1	12	13.5 	7.0 
903874	326.008	239.15	1	16	12.0 	9.8 
903875	324.105	238.01	1	9.7	9.5 	6.3 
903877	320.824	240.471	1	9.4	12.5 	10.0 
903877.2	320.824	240.471	1	9.4	8.6 	5.2 
903877.3	320.824	240.471	1	7.5	7.7 	4.9 
903886	344.861	224.81	1	11.7	11.6 	4.8 
903887	347.244	223.657	1	13.5	13.0 	7.6 
903896	359.837	223.354	1	9.8	10.0 	3.0 
903898	357.842	222.433	1	6.9	11.0 	8.0 
910019	237.6123303	207.086274	1	4.4	5.6 	2.3 
910022	233.8857681	204.8251725	1	1.7	2.1 	0.5 
910053	227.0093628	210.0181755	1	1.6	2.3 	1.6 
910054	226.7177991	209.8638123	1	1.2	1.8 	0.2 
910068	233.9768028	210.647721	1	2.9	3.2 	1.3 
910074	239.2649232	210.6341303	1	1	1.6 	1.0 
910085	235.8777747	213.7149303	1	2.5	2.9 	1.5 
910086	234.9997539	214.7981523	1	1.5	2.8 	1.5 
910087	234.4977496	213.8006519	1	1.2	1.8 	0.7 
910123	242.356	202.099	1	2.6	4.5 	1.5 
910140	258.183	206.095	1	2.4	3.2 	1.3 
910168	256.395	210.017	1	2.8	3.7 	1.3 
910185	249.512	212.037	1	3.3	4.7 	3.5 
910195	254.922	213.064	1	3.6	5.8 	1.5 
910198	249.425	213.468	1	2.8	4.5 	2.4 
910220	243.877	219.617	1	1.6	1.7 	1.0 
910241	263.412	206.985	1	1.9	2.5 	1.3 
910241.2	263.412	206.985	1	1.4	4.8 	3.9 
910270	277.817	212.917	1	2.6	3.4 	1.7 
910284	276.358	213.658	1	4.7	5.0 	4.6 
910335	281.498	201.773	1	1.8	1.8 	1.2 
910336	282.236	201.736	1	1.6	2.1 	2.0 
910337	281.813	203.412	1	2.4	2.5 	1.9 
910338	282.9	202.774	1	3.1	2.5 	0.9 
910369	289.622	207.033	1	2.8	3.1 	1.7 
910385	282.986	206.137	1	2.3	1.9 	0.2 
910406	292.233	210.641	1	3.2	3.5 	1.0 
910420	296.71	208.988	1	1.7	2.3 	1.7 
910422	297.237	209.653	1	3.4	4.5 	1.7 
910457	299.927	213.087	1	4.5	4.3 	2.0 
910500	361.416	200.261	1	2	2.6 	2.1 
910572	368.316	216.844	1	4.6	5.1 	2.1 
910596	390.128	201.264	1	1.8	1.9 	0.3 
910643	316.365	206.345	1	1.6	1.9 	1.5 
910663	317.549	210.015	1	2.6	3.3 	2.8 
910681	306.255	211.94	1	2	4.1 	1.7 
910685	313.309	211.672	1	2	3.4 	0.2 
910699	312.929	216.122	1	5.4	6.4 	1.7 
910699.2	312.929	216.122	1	3.5	5.8 	4.2 
910712	312.793	221.37	1	1.5	2.1 	1.6 
910748	330.286	203.944	1	1	1.7 	0.5 
910749	332.928	202.18	1	1	1.5 	0.1 
910778	332.195	205.054	1	3.5	4.1 	2.1 
910780	327.386	207.831	1	2.6	4.1 	1.5 
910781	327.291	207.697	1	1.7	1.6 	0.5 
910786	328.318	208.406	1	4.1	3.8 	2.2 
910787	329.591	208.731	1	1.9	2.7 	1.6 
910791	331.629	210.937	1	1.2	1.7 	1.3 
910794	333.248	211.885	1	3.6	3.6 	0.8 
910795	335.13	211.226	1	1.6	2.8 	0.4 
910801	335.027	215.462	1	2.7	2.4 	1.9 
910802	333.896	214.121	1	1.9	2.3 	1.8 
910803	332.22	212.754	1	3.1	3.1 	1.4 
910829	324.287	221.898	1	1.9	2.7 	2.0 
910837	330.59	218.397	1	1.8	2.3 	0.7 
910841	331.364	219.394	1	2	1.7 	0.8 
910856	338.782	217.049	1	1.6	1.9 	1.2 
910860	347.798	202.256	1	1.6	2.1 	1.6 
910862	348.328	201.792	1	1.3	1.9 	0.6 
910863	348.685	201.849	1	4.5	5.5 	4.1 
910864	349.767	200.877	1	1.8	2.9 	0.1 
910865	349.664	202.187	1	2.3	3.0 	0.9 
910867	351.498	202.503	1	1.5	2.2 	0.2 
910895	349.993	204.425	1	1	1.8 	1.6 
910896	350.247	203.847	1	1.7	1.8 	1.1 
910897	348.703	203.772	1	1.5	2.3 	1.1 
910898	357.393	205.348	1	1.8	2.4 	1.0 
910902	344.103	203.91	1	4.3	5.9 	1.9 
910912	353.799	209.171	1	2.8	3.7 	2.1 
910913	354.693	209.151	1	1.5	2.3 	1.4 
910915	357.014	208.227	1	2.3	2.7 	1.3 
910921	358.54	212.464	1	1.4	2.2 	0.7 
910939	346.654	209.507	1	1	1.6 	0.8 
910946	341.256	207.691	1	2.2	2.2 	1.7 
910973	347.629	218.411	1	2.4	3.1 	1.6 
910985	390.252	200.117	1	2	3.4 	2.1 
911038	233.569	227.815	1	3	3.3 	2.2 
911051	236.412	229.3	1	1.6	1.6 	1.2 
911055	234.613	230.183	1	2	2.8 	0.1 
911090	396.485	240.15	1	1.6	2.2 	1.2 
911211	255.572	221.487	1	3.4	6.1 	3.1 
911212	256.057	221.08	1	1.5	2.6 	1.5 
911216	257.675	223.371	1	1.2	2.0 	1.7 
911220	249.873	223.798	1	3.1	4.0 	2.3 
911224	246.626	223.025	1	1.7	3.0 	2.7 
911235	247.84	227.869	1	2	2.1 	0.4 
911247	254.916	228.931	1	2.9	3.6 	2.3 
911247.2	254.916	228.931	1	1.2	4.8 	3.8 
911288	251.332	232.186	1	3.3	3.4 	1.6 
911352	246.629	237.109	1	1	1.8 	0.5 
911363	256.872	238.933	1	1.4	2.4 	1.0 
911408	262.524	223.855	1	2.5	3.9 	0.8 
911408.2	262.524	223.855	1	1.9	5.1 	4.0 
911415	274.616	220.849	1	2.1	2.5 	0.7 
911415.2	274.616	220.849	1	1.6	4.9 	3.9 
911437	270.89	226.868	1	4.4	6.0 	5.2 
911439	272.758	226.708	1	1.4	1.6 	1.5 
911458	265.733	229.56	1	1.5	1.7 	0.5 
911465	286.807	254.511	1	1.1	2.0 	1.2 
911501	281.58	222.882	1	2.2	2.7 	1.6 
911501.2	281.58	222.882	1	1.3	4.8 	3.8 
911502	283.184	223.638	1	1.5	2.0 	0.5 
911521	284.334	259.679	1	1.3	2.3 	1.1 
911525	284.942	261.259	1	3.8	4.1 	2.2 
911534	283.294	226.787	1	2.5	4.0 	2.1 
911616	389.366	210.101	1	1.7	2.3 	1.9 
911624	396.811	218.524	1	2.5	3.2 	1.6 
911626	396.649	217.905	1	1.7	2.4 	1.7 
911629	392.788	219.056	1	3.1	3.8 	2.0 
911648	221.156	241.623	1	1.2	2.2 	1.3 
911689	219.393	257.072	1	1.3	2.1 	1.3 
911934	260.64	251.227	1	1.3	1.9 	0.2 
911965	250.515	251.95	1	1.3	2.2 	1.3 
911981	239.785	251.383	1	3.1	3.6 	1.8 
912074	332.174	239.194	1	1.1	2.0 	1.4 
912198	366.417	239.525	1	2.5	3.2 	0.5 
912228	338.978	227.755	1	2	3.0 	0.1 
912255	336.108	229.121	1	1.3	2.5 	1.6 
912257	336.645	230.5	1	2.3	2.5 	1.9 
912269	340.991	230.76	1	3.7	4.5 	0.1 
912269.2	340.991	230.76	1	1.4	4.8 	3.9 
912270	341.481	231.696	1	2	2.7 	1.8 
912278	325.95	229.722	1	1.9	2.6 	1.9 
912301	361.771	221.091	1	2.4	3.5 	1.8 
912309	367.951	220.988	1	2.3	3.1 	1.8 
912311	368.768	222.243	1	2.2	3.0 	1.8 
912324	377.96	226.354	1	1.7	2.3 	0.6 
912330	373.909	226.079	1	1	2.0 	0.9 
912337	369.596	226.041	1	3	3.2 	1.7 
912351	373.164	228.212	1	1.4	2.1 	1.6 
912415	392.405	222.039	1	4.1	4.5 	3.0 
912433	390.554	223.214	1	1.3	2.2 	1.0 
912449	386.571	232.175	1	2	3.1 	2.1 
912456	398.217	231.05	1	1.9	2.1 	0.3 
912465	394.325	240.285	1	3.2	2.6 	0.5 
912466	393.454	239.77	1	2.5	3.5 	3.4 
912472	390.673	236.408	1	1.4	3.4 	1.8 
912477	390.342	239.362	1	1.5	2.4 	1.7 
912480	389.93	237.508	1	3.9	4.6 	2.0 
912481	387.57	235.997	1	1.1	1.9 	0.4 
912487	387.383	234.291	1	2.2	2.4 	0.4 
912489	384.777	234.593	1	2.9	4.1 	1.8 
912490	384.508	234.977	1	1.2	2.0 	0.6 
912496	384.585	238.839	1	2.4	2.9 	1.5 
912498	382.528	239.44	1	2	2.5 	1.6 
912510	350.707	221.352	1	2.9	3.1 	1.3 
912511	351.751	223.234	1	2.5	3.8 	2.6 
912562	350.992	238.461	1	1.5	2.6 	1.8 
912627	358.99	276.105	1	1.3	2.3 	1.6 
912635	301.228	273.81	1	2.3	3.1 	1.1 
912653	315.638	275.038	1	1.5	2.4 	1.5 
912680	313.88	276.728	1	1.3	2.8 	1.6 
912746	354.973	268.022	1	1.7	2.2 	1.5 
912749	357.221	266.745	1	2.9	4.4 	3.0 
912749.2	357.221	266.745	1	2.5	5.4 	4.1 
912872	329.026	275.257	1	2.1	3.5 	2.4 
912885	327.968	277.827	1	2.3	3.8 	0.1 
912937	313.182	266.225	1	1.8	2.4 	1.6 
913006	388.757	261.149	1	2.1	2.9 	1.4 
913029	390.99	265.344	1	1.8	2.1 	1.3 
913050	397.109	271.639	1	2	2.3 	2.0 
913123	377.075	264.958	1	1.9	2.4 	3.0 
913133	370.489	265.375	1	2.8	4.5 	1.6 
913134	369.344	265.293	1	2	2.5 	1.1 
913135	368.584	265.221	1	2.8	4.3 	3.1 
913202	220.34	263.957	1	2	5.1 	4.0 
913209	227.815	262.428	1	3.2	5.7 	4.2 
913231	219.713	267.642	1	1.5	4.9 	3.9 
913266	234.96	275.212	1	2.8	5.5 	4.1 
913266.2	234.96	275.212	1	2.6	5.4 	4.1 
913298	229.43	278.324	1	1.3	4.8 	3.8 
913298.2	229.43	278.324	1	1.2	4.8 	3.8 
913432	210.306	278.011	1	1.5	4.9 	3.9 
913484	212.639	275.697	1	1	4.7 	3.8 
913486	212.786	276.289	1	1.8	5.0 	3.9 
913496	214.771	278.935	1	1.5	4.9 	3.9 
913871	230.451	282.624	1	2	5.1 	4.0 
913899	217.221	279.978	1	1.3	4.8 	3.8 
914036	240.097	258.598	1	1.1	2.6 	1.6 
914085	269.034	243.573	1	1.1	4.7 	3.8 
914085.2	269.034	243.573	1	1.2	2.1 	1.0 
914089	274.175	241.473	1	2.7	2.1 	1.5 
914163	278.626	245.904	1	1.8	3.0 	1.9 
914163.2	278.626	245.904	1	1.5	4.9 	3.9 
914194	262.013	250.801	1	2.5	2.1 	1.8 
914214	275.942	250.607	1	2.7	2.6 	1.9 
914214	275.942	250.607	1	2	1.9 	1.4 
914214	275.942	250.607	1	1.4	1.8 	1.4 
914244	260.576	255.865	1	1	1.9 	0.6 
914244.2	260.576	255.865	1	1	4.7 	3.8 
914281	273.453	254.697	1	1.3	2.1 	1.2 
914309	279.597	259.698	1	2.4	2.6 	2.0 
914309.2	279.597	259.698	1	1.2	4.8 	3.8 
