Number	x	y	species	dbh	height
1946	62.397	14.679	47	14	0
2166	14.525	66.205	60	14	0
2656	98.747	6.98	60	14	0
3069	82.524	54.906	80	14	0
1824	84.531	30.722	44	14.1	0
2263	58.607	57.492	60	14.2	0
2297	52.344	54.595	60	14.2	0
2411	75.454	43.011	60	14.2	0
2567	2.747	19.027	60	14.2	0
2669	31.943	5.082	60	14.2	0
3080	16.498	24.184	80	14.2	0
2089	88.621	75.548	60	14.3	0
2151	72.328	67.638	60	14.3	0
2178	24.084	64.613	60	14.3	0
2232	43.21	60.246	60	14.3	0
2378	19.397	46.677	60	14.3	0
2614	39.464	13.516	60	14.3	0
2702	42.358	1.075	60	14.3	0
3019	78.962	41.05	70	14.3	0
2389	85.932	45.369	60	14.4	0
2565	19.322	19.756	60	14.4	0
1923	74.385	28.517	47	14.5	0
1965	57.488	0.219	47	14.5	0
2043	66.774	3.76	56	14.5	0
2244	99.317	58.934	60	14.5	0
2562	1.305	19.931	60	14.6	0
2648	0.289	7.542	60	14.6	0
2245	93.519	58.709	60	14.7	0
2658	54.403	6.399	60	14.7	0
2724	83.927	70.494	61	14.7	0
1866	26.149	69.854	47	14.8	0
1873	83.457	65.719	47	14.8	0
2502	43.575	29.362	60	14.8	0
2528	93.363	25.791	60	14.8	0
2639	33.446	9.084	60	14.8	0
2695	80.475	2.092	60	14.8	0
2158	44.428	66.885	60	14.9	0
2431	99.637	40.339	60	14.9	0
2773	47.853	20.496	61	14.9	0
2202	51.542	62.821	60	15	0
2313	36.427	53.553	60	15.1	0
2822	66.635	73.116	28	15.1	0
3042	45.273	53.793	75	15.1	0
1871	34.319	66.067	47	15.2	0
1901	88.431	42.948	47	15.2	0
1940	94.89	17.649	47	15.2	0
1952	35.684	11.601	47	15.2	0
2229	47.365	60.419	60	15.2	0
2259	61.698	57.726	60	15.2	0
2354	64.453	49.085	60	15.2	0
2392	64.341	44.918	60	15.2	0
1804	25.875	37.319	36	15.3	0
2102	90.781	73.502	60	15.3	0
2479	67.484	32.777	60	15.3	0
2315	52.591	53.109	60	15.4	0
2414	86.586	42.431	60	15.4	0
2454	82.43	36.833	60	15.4	0
2424	55.531	40.928	60	15.5	0
1684	27.381	34.58	8	15.6	0
2066	13.916	78.5	60	15.6	0
2342	61.805	50.245	60	15.6	0
1743	62.049	29.804	29	15.7	0
1802	34.912	52.569	36	15.7	0
2096	50.546	74.388	60	15.7	0
2435	77.38	40.005	60	15.7	0
2472	62.601	34.236	60	15.7	0
2510	70.936	28.245	60	15.7	0
2517	68.73	27.443	60	15.7	0
2550	96.8	22.146	60	15.7	0
2980	13.795	11.744	28	15.7	0
1725	81.15	28.914	22	15.8	0
1845	77.396	21.468	44	15.8	0
2153	63.91	67.569	60	15.8	0
2706	22.031	0.454	60	15.8	0
2877	65.415	45.896	28	15.8	0
1903	99.509	42.806	47	15.9	0
2446	74.093	37.975	60	15.9	0
2609	90.149	14.006	60	15.9	0
2696	95.13	2.069	60	15.9	0
1874	25.25	65.13	47	16	0
2082	12.715	76.1	60	16	0
2121	6.567	71.128	60	16	0
2138	67.239	68.841	60	16	0
2276	57.036	56.078	60	16	0
2351	58.092	49.273	60	16	0
3006	74.797	31.867	68	16	0
1936	40.464	22.995	47	16.1	0
3004	74.978	32.055	68	16.1	0
2239	67.839	59.265	60	16.2	0
2291	54.087	55.102	60	16.2	0
2356	50.263	48.895	60	16.2	0
2525	98.398	26.545	60	16.2	0
3087	17.379	0.914	80	16.2	0
2271	33.024	56.434	60	16.3	0
2337	13.917	50.758	60	16.3	0
2440	61.109	38.797	60	16.3	0
2489	63.569	31.165	60	16.3	0
2705	36.019	0.491	60	16.3	0
2108	11.406	72.446	60	16.4	0
2456	38.323	36.762	60	16.4	0
2503	68.524	29.27	60	16.4	0
2530	63.208	25.612	60	16.4	0
2607	95.762	14.106	60	16.4	0
1939	57.249	20.807	47	16.5	0
1958	96.901	7.386	47	16.5	0
2211	15.465	61.79	60	16.5	0
2288	75.035	55.295	60	16.5	0
2339	49.628	50.525	60	16.5	0
2799	72.034	9.375	61	16.5	0
1858	24.215	73.126	47	16.6	0
2140	58.085	68.683	60	16.6	0
2205	91.164	62.313	60	16.6	0
3021	30.876	34.453	70	16.6	0
1686	36.705	17.075	8	16.7	0
2499	3.486	30.009	60	16.7	0
2712	17.446	0.16	60	16.7	0
1906	75.086	40.598	47	16.8	0
2283	76.632	55.554	60	16.8	0
2364	60.424	48.341	60	16.9	0
2615	67.186	13.515	60	16.9	0
1844	77.503	21.596	44	17	0
2128	10.518	69.934	60	17	0
2185	4.844	64.077	60	17	0
2300	60.051	54.417	60	17	0
2520	72.806	26.956	60	17	0
2596	25.168	15.997	60	17	0
2269	65.112	56.577	60	17.1	0
1904	38.008	41.638	47	17.2	0
2267	21.601	56.756	60	17.2	0
2570	31.575	18.578	60	17.2	0
2667	8.848	5.369	60	17.2	0
2679	64.379	3.792	60	17.2	0
2213	86.218	61.684	60	17.3	0
2361	75.038	48.71	60	17.3	0
2468	24.165	35.186	60	17.3	0
1937	95.355	22.214	47	17.4	0
2145	69.254	68.448	60	17.4	0
2183	1.957	64.131	60	17.4	0
2198	66.021	63.067	60	17.4	0
2708	59.253	0.29	60	17.4	0
2172	62.419	65.4	60	17.5	0
2237	89.113	59.748	60	17.5	0
2268	51.416	56.708	60	17.5	0
2349	73.194	49.463	60	17.5	0
2380	73.247	46.369	60	17.5	0
2381	67.865	46.124	60	17.5	0
2634	52.99	9.826	60	17.5	0
2191	40.232	63.677	60	17.6	0
2196	12.443	63.351	60	17.6	0
2327	39.543	51.985	60	17.6	0
2417	82.551	42.334	60	17.6	0
2611	87.726	13.794	60	17.6	0
2690	35.129	2.439	60	17.6	0
2915	91.365	28.505	28	17.6	0
2391	61.962	45.27	60	17.7	0
2422	62.025	41.032	60	17.7	0
2443	92.823	38.679	60	17.7	0
2448	69.394	37.844	60	17.7	0
3086	83.616	1.401	80	17.7	0
1679	59.741	10.951	7	17.8	0
2243	26.084	59.05	60	17.8	0
2257	45.194	57.793	60	17.8	0
2579	16.472	17.786	60	17.8	0
2060	38.284	79.534	60	17.9	0
2225	96.541	61.102	60	17.9	0
2388	50.31	45.448	60	17.9	0
2426	95.822	40.852	60	17.9	0
2476	90.478	33.368	60	18	0
2482	33.069	32.61	60	18	0
3022	52.247	25.878	70	18	0
2075	94.964	77.172	60	18.1	0
2157	58.803	67.194	60	18.1	0
2221	53.807	61.416	60	18.1	0
2226	65.272	60.792	60	18.1	0
2273	43.676	56.21	60	18.1	0
2405	59.078	43.632	60	18.1	0
2541	87.786	23.327	60	18.1	0
2591	91.03	16.667	60	18.1	0
2676	16.336	4.051	60	18.1	0
2169	3.247	65.738	60	18.2	0
2587	56.099	17.2	60	18.2	0
2601	56.273	15.168	60	18.2	0
2632	47.553	10.278	60	18.2	0
2660	35.835	6.316	60	18.2	0
2663	56.026	6.07	60	18.2	0
2248	72.505	58.529	60	18.3	0
2274	53.53	56.194	60	18.3	0
2701	27.481	1.727	60	18.3	0
3081	82.008	19.957	80	18.3	0
2144	0.103	68.524	60	18.4	0
2413	49.466	42.534	60	18.4	0
2555	11.545	21.465	60	18.4	0
1907	29.045	40.067	47	18.5	0
2103	75.563	73.441	60	18.6	0
1682	78.897	70.075	8	18.7	0
2208	78.085	62.148	60	18.7	0
2298	32.155	54.5	60	18.7	0
2416	98.489	42.348	60	18.7	0
2261	30.295	57.6	60	18.8	0
2294	67.978	54.681	60	18.8	0
2368	13.8	47.767	60	18.8	0
2374	70.884	46.894	60	18.8	0
2398	44.481	44.127	60	18.8	0
1688	51.256	18.743	10	18.9	0
2334	15.69	51.244	60	18.9	0
2344	42.531	50.044	60	18.9	0
2495	72.286	30.75	60	18.9	0
2617	58.319	13.277	60	18.9	0
2177	71.738	64.628	60	19	0
2179	97.965	64.612	60	19	0
2189	85.413	63.813	60	19	0
2293	65.932	55.009	60	19	0
2574	28.72	18.449	60	19	0
2640	16.369	9.035	60	19	0
2647	14.941	7.677	60	19	0
2109	17.079	72.347	60	19.1	0
2377	53.427	46.7	60	19.1	0
2522	41.973	26.662	60	19.1	0
2600	60.084	15.215	60	19.1	0
1669	35.46	34.619	1	19.2	0
2156	55.016	67.271	60	19.2	0
2347	45.268	49.841	60	19.2	0
2400	49.753	43.895	60	19.2	0
2469	30.147	34.51	60	19.2	0
2638	21.391	9.355	60	19.2	0
2279	41.867	55.799	60	19.3	0
2301	82.298	54.356	60	19.3	0
2399	92.368	43.908	60	19.3	0
2483	97.134	32.271	60	19.3	0
2491	91.834	31.116	60	19.3	0
2581	72.441	17.559	60	19.3	0
2176	74.009	64.709	60	19.4	0
2455	91.442	36.779	60	19.4	0
2543	79.252	23.032	60	19.4	0
2130	21.286	69.723	60	19.5	0
2223	69.205	61.186	60	19.5	0
2292	8.464	55.046	60	19.5	0
2306	71.401	53.847	60	19.5	0
2352	68.406	49.26	60	19.5	0
2628	97.965	10.674	60	19.5	0
3060	26.481	76.865	80	19.5	0
2170	49.489	65.435	60	19.6	0
2201	47.749	62.965	60	19.6	0
2585	4.627	17.391	60	19.6	0
2699	46.208	1.918	60	19.6	0
2991	29.858	7.736	28	19.6	0
2353	55.133	49.109	60	19.7	0
1806	19.304	17.236	36	19.8	0
2074	16.177	77.511	60	19.8	0
2115	21.15	71.795	60	19.8	0
2255	11.079	58.022	60	19.8	0
2281	34.83	55.756	60	19.8	0
2409	56.885	43.482	60	19.8	0
2494	46.973	30.842	60	19.8	0
2573	8.651	18.465	60	19.8	0
1954	61.539	11.199	47	19.9	0
2234	25.068	60.131	60	19.9	0
2394	70.578	44.606	60	20	0
2401	14.383	43.875	60	20	0
2420	8.948	41.474	60	20	0
2548	45.851	22.253	60	20	0
2180	7.238	64.344	60	20.1	0
2212	33.398	61.774	60	20.1	0
2325	36.066	52.119	60	20.1	0
2367	90.042	48.063	60	20.1	0
2487	11.228	31.284	60	20.1	0
2593	1.023	16.427	60	20.1	0
1840	97.862	21.905	44	20.2	0
2134	23.586	69.107	60	20.2	0
2236	5.658	59.871	60	20.2	0
2504	10.811	29.269	60	20.2	0
2563	59.281	19.824	60	20.2	0
1852	84.655	77.836	47	20.3	0
1924	12.492	28.184	47	20.3	0
2186	17.646	64.042	60	20.3	0
2215	49.964	61.615	60	20.3	0
2328	18.171	51.97	60	20.3	0
2604	32.167	14.383	60	20.3	0
2605	18.997	14.253	60	20.3	0
2653	88.25	7.093	60	20.3	0
2107	4.609	72.5	60	20.4	0
2159	20.453	66.67	60	20.4	0
2197	75.014	63.143	60	20.4	0
2318	60.684	53.039	60	20.4	0
2341	96.929	50.458	60	20.4	0
2427	58.207	40.848	60	20.4	0
2442	11.533	38.687	60	20.4	0
2616	44.938	13.469	60	20.4	0
2666	13.562	5.371	60	20.4	0
2088	33.335	75.577	60	20.5	0
2174	80.296	65.131	60	20.5	0
2332	94.858	51.674	60	20.5	0
2521	12.796	26.782	60	20.5	0
2619	4.638	12.915	60	20.5	0
2649	60.255	7.457	60	20.5	0
2254	74.628	58.037	60	20.6	0
2423	84.773	40.953	60	20.6	0
2434	35.374	40.024	60	20.6	0
2116	49.591	71.78	60	20.7	0
2317	99.959	53.048	60	20.7	0
2433	79.598	40.271	60	20.7	0
2623	10.706	11.623	60	20.7	0
2689	68.495	2.508	60	20.7	0
2697	17.744	2.065	60	20.7	0
2698	0.235	2.054	60	20.7	0
3053	61.667	7.289	75	20.7	0
2333	74.818	51.335	60	20.8	0
2470	66.902	34.388	60	20.8	0
2498	65.641	30.227	60	20.8	0
2544	28.106	22.917	60	20.8	0
2691	31.414	2.346	60	20.8	0
3076	60.499	32.015	80	20.8	0
1922	10.759	29.266	47	20.9	0
2253	41.759	58.253	60	20.9	0
2511	39.082	28.131	60	20.9	0
2533	84.548	25.383	60	20.9	0
2692	73.633	2.227	60	20.9	0
2709	32.794	0.24	60	20.9	0
1932	91.158	25.665	47	21	0
2110	87.789	72.211	60	21	0
2195	16.164	63.46	60	21	0
2249	85.214	58.484	60	21	0
2496	65.965	30.339	60	21	0
2566	71.702	19.313	60	21	0
2711	27.975	0.197	60	21	0
3056	33.541	18.471	77	21	0
2192	72.635	63.627	60	21.1	0
2155	1.288	67.517	60	21.2	0
2167	27.282	66.132	60	21.2	0
2524	95.4	26.547	60	21.2	0
2542	69.744	23.244	60	21.2	0
2707	89.369	0.438	60	21.2	0
2365	48.574	48.28	60	21.3	0
2450	46.08	37.644	60	21.3	0
2478	38.423	32.786	60	21.3	0
2539	14.866	24.235	60	21.3	0
2613	15.539	13.655	60	21.3	0
2139	36.208	68.687	60	21.4	0
2599	69.991	15.34	60	21.4	0
2688	19.834	2.538	60	21.4	0
2285	86.313	55.405	60	21.5	0
2403	18.923	43.694	60	21.5	0
2437	13.429	39.892	60	21.5	0
2444	87.939	38.606	60	21.5	0
2561	93.932	19.949	60	21.5	0
2645	24.736	8.148	60	21.5	0
2657	25.723	6.504	60	21.5	0
2668	92.092	5.15	60	21.5	0
1670	45.534	33.703	1	21.6	0
1685	82.464	19.856	8	21.6	0
2077	24.822	77.116	60	21.6	0
2312	30.213	53.674	60	21.6	0
2602	27.714	14.816	60	21.6	0
2372	75.093	47.213	60	21.7	0
2376	91.815	46.802	60	21.7	0
2518	0.6	27.203	60	21.7	0
2673	42.009	4.622	60	21.7	0
2001	63.207	38.043	56	21.8	0
2111	19.268	72.059	60	21.8	0
2181	96.475	64.242	60	21.8	0
2214	1.908	61.629	60	21.8	0
2322	71.925	52.417	60	21.8	0
2359	80.379	48.859	60	21.8	0
2395	4.745	44.481	60	21.8	0
2703	20.269	0.986	60	21.8	0
2148	56.916	68.119	60	21.9	0
1961	28.775	4.227	47	22	0
2113	37.881	71.966	60	22	0
2123	0.113	71.054	60	22	0
2438	16.394	39.331	60	22	0
2506	56.221	28.814	60	22	0
2686	83.687	2.718	60	22	0
1926	42.704	27.859	47	22.1	0
2098	20.198	74.085	60	22.1	0
2193	46.597	63.492	60	22.1	0
2260	35.764	57.695	60	22.1	0
2303	48.933	54.135	60	22.1	0
2357	26.805	48.887	60	22.1	0
2678	21.715	3.829	60	22.1	0
2304	93.424	54.003	60	22.2	0
2346	52.256	49.855	60	22.2	0
2408	30.733	43.571	60	22.2	0
2621	29.55	12.225	60	22.2	0
2672	99.071	4.675	60	22.2	0
3084	7.16	8.223	80	22.2	0
2129	42.013	69.743	60	22.3	0
2592	87.843	16.564	60	22.3	0
2595	48.747	16.118	60	22.3	0
2065	48.236	78.515	60	22.4	0
2461	53.655	36.53	60	22.4	0
2507	35.366	28.655	60	22.4	0
2549	33.365	22.174	60	22.4	0
2547	22.643	22.255	60	22.5	0
2597	8.539	15.764	60	22.5	0
2661	29.869	6.213	60	22.5	0
2662	80.859	6.125	60	22.5	0
2348	93.314	49.787	60	22.6	0
2463	55.051	35.685	60	22.6	0
2519	18.186	27.088	60	22.6	0
2583	2.481	17.453	60	22.6	0
2687	23.457	2.538	60	22.6	0
2343	70.629	50.234	60	22.7	0
2670	10.073	4.978	60	22.7	0
1809	8.025	3.615	36	22.8	0
2154	65.931	67.553	60	22.8	0
2308	62.299	53.798	60	22.8	0
2633	55.058	9.956	60	22.8	0
2062	33.189	79.011	60	23	0
2126	72.936	70.345	60	23	0
2238	0.906	59.696	60	23	0
2338	8.262	50.661	60	23	0
2439	97.074	38.843	60	23	0
2493	49.555	30.872	60	23	0
2079	91.795	76.397	60	23.1	0
2104	34.639	73.272	60	23.1	0
2235	57.097	59.902	60	23.1	0
2256	15.57	57.934	60	23.1	0
2314	12.576	53.358	60	23.1	0
2384	2.61	45.911	60	23.1	0
2681	51.159	3.567	60	23.1	0
2117	31.084	71.411	60	23.2	0
2224	43.02	61.109	60	23.2	0
2320	54.902	52.871	60	23.2	0
2683	9.963	3.282	60	23.2	0
1820	67.569	10.554	42	23.3	0
2316	84.06	53.086	60	23.3	0
2188	37.657	63.83	60	23.4	0
2219	60.708	61.437	60	23.4	0
2246	76.774	58.646	60	23.4	0
2379	65.646	46.604	60	23.4	0
2580	83.575	17.573	60	23.4	0
2652	40.886	7.12	60	23.4	0
2190	61.621	63.803	60	23.5	0
2537	2.844	24.59	60	23.5	0
2675	46.98	4.084	60	23.5	0
2160	74.455	66.619	60	23.6	0
2164	72.402	66.423	60	23.6	0
2275	5.719	56.191	60	23.6	0
2412	65.234	42.676	60	23.6	0
1960	1.581	4.41	47	23.7	0
2554	23.71	21.521	60	23.7	0
2358	43.347	48.862	60	23.8	0
2509	26.459	28.335	60	23.8	0
2659	19.624	6.319	60	23.8	0
2171	84.859	65.401	60	23.9	0
2421	46.315	41.422	60	23.9	0
2610	9.688	13.951	60	23.9	0
2184	1.97	64.089	60	24	0
2216	55.692	61.546	60	24	0
2251	89.446	58.461	60	24	0
2277	99.863	55.885	60	24	0
2430	17.033	40.395	60	24	0
2608	42.21	14.053	60	24	0
2677	60.277	3.963	60	24	0
3013	90.441	5.006	69	24	0
2094	69.389	74.551	60	24.1	0
2161	10.733	66.53	60	24.1	0
2168	78.189	66.131	60	24.1	0
2258	71.201	57.786	60	24.1	0
2278	69.756	55.879	60	24.1	0
2286	29.383	55.404	60	24.1	0
2473	71.599	34.141	60	24.1	0
2545	2.819	22.785	60	24.1	0
2402	35.168	43.83	60	24.2	0
2569	15.127	18.647	60	24.2	0
2627	12.54	10.946	60	24.2	0
2636	0.517	9.396	60	24.2	0
2262	24.521	57.585	60	24.3	0
2622	39.73	11.716	60	24.3	0
2694	53.352	2.183	60	24.3	0
2307	25.374	53.817	60	24.4	0
2464	20.725	35.562	60	24.4	0
1748	18.695	0.773	29	24.5	0
2078	29.5	76.91	60	24.5	0
2319	73.818	53.008	60	24.5	0
2336	87.079	50.906	60	24.5	0
2199	68.091	63.065	60	24.6	0
2428	88.597	40.727	60	24.6	0
2680	85.42	3.785	60	24.7	0
2063	11.516	78.984	60	24.8	0
2093	24.096	74.586	60	24.8	0
2366	39.429	48.138	60	24.8	0
2425	11.122	40.912	60	24.8	0
2432	50.612	40.3	60	24.8	0
2486	54.626	31.568	60	24.8	0
2534	24.267	25.311	60	24.8	0
2100	55.316	73.782	60	24.9	0
2127	96.706	70.226	60	24.9	0
2335	59.042	51.104	60	24.9	0
1808	49.332	6.377	36	25	0
2220	71.752	61.423	60	25	0
2282	63.053	55.569	60	25	0
2329	78.495	51.912	60	25	0
2459	3.115	36.586	60	25	0
2527	8.828	25.912	60	25	0
2560	22.441	20.138	60	25	0
2247	63.217	58.637	60	25.1	0
2324	47.486	52.214	60	25.1	0
2418	39.167	41.846	60	25.1	0
2630	22.991	10.482	60	25.1	0
2069	50.615	78.318	60	25.2	0
2105	43.181	73.021	60	25.2	0
2187	54.473	64.014	60	25.2	0
2231	13.635	60.3	60	25.2	0
2514	3.659	27.909	60	25.2	0
2152	11.99	67.571	60	25.3	0
2488	29.143	31.201	60	25.3	0
2143	62.623	68.593	60	25.4	0
2330	0.673	51.88	60	25.4	0
2490	17.824	31.119	60	25.4	0
2206	28.416	62.193	60	25.5	0
2272	92.242	56.267	60	25.5	0
2305	44.511	53.862	60	25.5	0
2383	9.717	46.035	60	25.5	0
2452	29.167	37.558	60	25.5	0
2594	19.545	16.155	60	25.5	0
2603	12.348	14.546	60	25.5	0
2642	11.894	8.648	60	25.5	0
2644	3.983	8.55	60	25.5	0
2404	16.589	43.663	60	25.6	0
2460	44.705	36.571	60	25.6	0
2682	36.718	3.554	60	25.6	0
2355	12.601	48.982	60	25.7	0
2101	27.752	73.735	60	25.8	0
2436	53.541	39.974	60	25.8	0
2064	66.762	78.832	60	25.9	0
2136	50.235	69.014	60	25.9	0
2531	36.432	25.522	60	25.9	0
2081	74.618	76.202	60	26	0
2114	66.891	71.917	60	26	0
2462	7.983	35.761	60	26	0
2584	11.912	17.405	60	26	0
2704	3.296	0.832	60	26	0
2321	41.497	52.581	60	26.1	0
2572	98.742	18.536	60	26.1	0
2651	31.802	7.202	60	26.1	0
2086	70.724	75.689	60	26.2	0
2558	53.661	21.269	60	26.2	0
2635	60.707	9.538	60	26.3	0
2415	67.947	42.402	60	26.4	0
2512	45.011	28.106	60	26.4	0
2073	99.929	77.598	60	26.5	0
2477	50.097	33.01	60	26.5	0
2508	8.441	28.373	60	26.5	0
2067	19.574	78.41	60	26.6	0
2076	76.858	77.13	60	26.6	0
2097	16.187	74.136	60	26.6	0
2449	39.442	37.658	60	26.6	0
2497	33.019	30.337	60	26.6	0
2626	43.682	11.105	60	26.6	0
2091	90.341	75.473	60	26.7	0
2559	31.464	21.226	60	26.7	0
2650	21.232	7.433	60	26.7	0
2135	8.681	69.089	60	26.8	0
2194	94.579	63.488	60	26.8	0
2270	96.133	56.439	60	26.8	0
2131	60.625	69.565	60	26.9	0
2284	78.52	55.501	60	26.9	0
2072	59.068	77.653	60	27	0
2175	57.854	65.025	60	27	0
2589	42.769	16.947	60	27	0
2643	35.313	8.571	60	27	0
2182	66.308	64.236	60	27.1	0
2266	28.019	56.78	60	27.1	0
2371	6.774	47.289	60	27.2	0
2095	2.381	74.505	60	27.3	0
2099	29.844	74.024	60	27.4	0
2203	63.208	62.718	60	27.4	0
2326	90.694	52.111	60	27.4	0
2227	98.834	60.531	60	27.5	0
2406	71.83	43.6	60	27.5	0
2546	8.851	22.3	60	27.5	0
2582	78.914	17.495	60	27.5	0
2085	52.359	75.773	60	27.6	0
2163	69.013	66.443	60	27.6	0
2386	95.932	45.65	60	27.6	0
2390	89.64	45.297	60	27.7	0
2090	61.421	75.485	60	27.8	0
2310	50.579	53.717	60	27.8	0
2362	0.653	48.54	60	27.8	0
2397	2.084	44.196	60	27.8	0
2480	0.975	32.761	60	27.8	0
2299	0.528	54.473	60	28	0
2665	74.444	5.801	60	28	0
2287	12.81	55.374	60	28.1	0
2556	39.072	21.451	60	28.1	0
2396	39.855	44.474	60	28.2	0
2532	32.932	25.394	60	28.2	0
2068	95.732	78.356	60	28.3	0
2209	44.609	62.054	60	28.3	0
2106	59.29	72.529	60	28.4	0
2280	38.304	55.786	60	28.4	0
2087	84.731	75.684	60	28.5	0
2241	8.187	59.17	60	28.5	0
2083	43.633	75.842	60	28.6	0
2222	30.611	61.355	60	28.6	0
2620	82.563	12.828	60	28.6	0
2624	69.664	11.593	60	28.6	0
2112	23.827	72.01	60	28.8	0
2289	10.738	55.258	60	28.8	0
2242	95.177	59.102	60	29.1	0
2382	52.049	46.098	60	29.1	0
2631	82.328	10.318	60	29.1	0
2500	21.568	29.983	60	29.2	0
2568	24.266	18.778	60	29.2	0
2265	49.206	56.84	60	29.3	0
2466	95.833	35.428	60	29.4	0
2474	9.305	33.586	60	29.4	0
2564	4.563	19.815	60	29.4	0
2618	25.438	13.169	60	29.4	0
2122	69.422	71.058	60	29.5	0
2629	8.298	10.583	60	29.5	0
2124	64.205	70.882	60	29.6	0
2200	32.821	63.014	60	29.6	0
2233	31.175	60.227	60	29.6	0
2552	16.68	22.037	60	29.6	0
2654	79.139	7.049	60	29.7	0
2685	78.49	2.964	60	29.7	0
2340	20.757	50.483	60	29.8	0
2360	31.192	48.768	60	29.8	0
2080	36.86	76.348	60	30	0
2125	55.416	70.689	60	30	0
2230	18.704	60.327	60	30	0
2410	24.606	43.139	60	30	0
2625	92.405	11.117	60	30.1	0
2045	95.914	3.091	56	30.2	0
2481	23.388	32.734	60	30.2	0
2575	67.732	18.327	60	30.2	0
2218	26.687	61.455	60	30.5	0
2070	91.161	78.105	60	30.7	0
2588	21.412	17.19	60	30.7	0
2302	18.179	54.343	60	31.1	0
2535	27.659	25.299	60	31.2	0
2465	36.936	35.507	60	31.3	0
2523	44.631	26.644	60	31.3	0
2204	81.473	62.406	60	31.4	0
2149	31.597	68.063	60	31.6	0
2207	40.915	62.164	60	31.6	0
2311	58.127	53.713	60	31.7	0
2598	34.171	15.471	60	31.8	0
2393	78.681	44.848	60	31.9	0
2217	20.172	61.524	60	32	0
3003	82.321	68.483	67	32.1	0
2133	46.855	69.179	60	32.2	0
2323	28.214	52.222	60	32.2	0
2407	42.64	43.574	60	32.2	0
2061	54.681	79.447	60	32.5	0
2451	8.276	37.624	60	32.5	0
2309	22.459	53.737	60	32.7	0
2146	98.826	68.253	60	33	0
3007	47.951	7.564	68	33	0
2429	42.285	40.654	60	33.1	0
2373	57.543	47.085	60	33.4	0
2540	4.739	23.702	60	33.4	0
2370	34.784	47.374	60	33.6	0
2210	89.58	61.922	60	33.7	0
2141	17.023	68.642	60	34	0
2120	93.217	71.137	60	34.2	0
2385	27.356	45.819	60	34.6	0
2084	10.186	75.816	60	35	0
2132	92.422	69.369	60	35	0
2162	7.472	66.462	60	35	0
2369	22.616	47.62	60	35	0
2447	26.726	37.881	60	35.8	0
2484	4.968	32.121	60	37.9	0
2071	64.495	78.083	60	38.5	0
2467	16.879	35.327	60	40.8	0
2092	7.159	74.627	60	41.6	0
1723	44.972	72.419	22	58.4	0
