Number	x	y	dbh	species	height
716	1.7124	5.0751	47.4	16	0
717	1.2157	6.0643	24.2	16	0
718	4.3132	7.9395	6.8	16	0
719	4.5176	14.1181	34	16	0
720	7.2698	20.3921	43.2	16	0
721	7.3655	32.2866	5.4	16	0
722	5.1817	36.7304	21.7	16	0
723	6.6006	35.9886	25.2	16	0
724	6.0696	38.975	15.5	16	0
725	8.3978	39.8611	6.4	16	0
726	2.9349	42.1384	8.6	16	0
727	3.7027	43.7884	5.7	16	0
728	0.733	49.7768	6.5	16	0
729	5.9695	57.8274	16.5	16	0
730	5.5995	64.1984	9.4	16	0
731	16.3814	82.698	20.2	16	0
732	14.9787	85.2657	39.1	16	0
733	13.7052	91.1301	9.9	16	0
734	4.1982	90.4274	10.8	16	0
735	3.4513	92.3121	17.2	16	0
736	2.3459	97.8479	7.5	16	0
737	2.1888	97.8971	7.1	16	0
738	1.3567	99.617	7	16	0
739	21.9897	96.3303	10.2	16	0
740	18.0451	84.169	52.2	16	0
741	17.9973	67.23	24.1	16	0
742	18.1009	54.3557	7.6	16	0
743	12.9418	40.9855	14.6	16	0
744	11.8385	33.5503	10.4	16	0
745	7.3701	15.768	5.8	16	0
746	12.1486	4.4448	10.2	16	0
747	15.2797	8.6388	10.7	16	0
748	12.526	10.2326	10.4	16	0
749	14.1518	12.0179	5.2	16	0
750	16.4565	9.8836	14.2	16	0
751	15.1349	32.3541	6.2	16	0
752	17.0672	33.7535	13.3	16	0
753	19.9313	34.2435	19.8	16	0
754	23.36	33.5412	7.6	16	0
755	20.9486	10.7836	5.4	16	0
756	18.5534	3.5886	20	16	0
757	18.4196	2.859	11.1	16	0
758	32.7111	20.4129	37.3	16	0
759	28.5127	50.0674	5.3	16	0
760	42.4411	96.501	26.6	16	0
761	19.3719	47.0245	5.8	16	0
762	16.0926	49.2905	11.4	16	0
763	17.9985	53.6763	15.7	16	0
764	18.951	55.2169	13.5	16	0
765	19.6084	56.8267	5.9	16	0
766	24.9531	50.2192	9.7	16	0
767	27.2265	69.1951	20.5	16	0
768	19.3764	72.9671	5.2	16	0
769	28.5046	77.754	22.3	16	0
770	28.1529	96.0672	18.1	16	0
771	27.358	95.0357	6	16	0
772	30.5166	93.1092	6	16	0
773	29.8575	92.005	5	16	0
774	28.5239	91.5335	6.1	16	0
775	24.7433	91.12	5.1	16	0
776	45.1102	90.7057	48.8	16	0
777	48.3111	57.8878	58.1	16	0
778	49.128	43.8944	44	16	0
779	45.755	31.4376	60.2	16	0
780	40.8797	20.2924	44.7	16	0
781	46.2328	1.1505	36.4	16	0
782	48.7887	90.875	5.3	16	0
783	54.6305	91.0965	5.8	16	0
784	52.1323	73.7093	22.2	16	0
785	56.9283	72.5837	5.5	16	0
786	55.1481	66.2241	22	16	0
787	55.2953	66.4019	5.3	16	0
788	58.0594	21.3223	9.2	16	0
789	58.2447	5.8453	47.5	16	0
790	65.6483	8.0889	15.3	16	0
791	64.6184	7.9136	8.8	16	0
792	62.9596	13.8429	10.5	16	0
793	66.0698	14.4612	10.1	16	0
794	67.5392	14.3952	12.1	16	0
795	69.7976	13.7162	19.9	16	0
796	65.4494	18.1764	14.8	16	0
797	65.1953	20.0207	5.9	16	0
798	64.5441	20.0379	14.4	16	0
799	62.2616	21.476	8	16	0
800	59.9518	24.7359	7.3	16	0
801	60.3117	27.192	5.4	16	0
802	67.6055	24.2458	10.2	16	0
803	68.2046	23.165	17.3	16	0
804	69.8299	48.6273	14.5	16	0
805	69.4568	49.8499	7.7	16	0
806	67.2631	49.5586	8.6	16	0
807	61.1639	51.6736	10.2	16	0
808	61.7813	59.3754	5.5	16	0
809	68.6533	61.2736	5.3	16	0
810	70.6942	60.3356	8.8	16	0
811	73.0218	59.0942	8.5	16	0
812	75.5157	59.3031	13.2	16	0
813	75.113	59.3495	8.6	16	0
814	74.5538	61.4922	8.4	16	0
815	74.3824	62.9752	8	16	0
816	67.2582	65.8154	5.6	16	0
817	66.1421	64.3528	6	16	0
818	63.1319	67.2845	7.2	16	0
819	61.3302	64.2696	6	16	0
820	60.3697	66.977	12.6	16	0
821	66.3604	71.4506	11.8	16	0
822	65.8266	71.4815	12.9	16	0
823	69.5568	73.9539	15.2	16	0
824	71.1198	73.5929	10.7	16	0
825	71.5339	72.2732	11.7	16	0
826	75.2023	71.286	11.6	16	0
827	74.8663	70.4624	9.3	16	0
828	76.4055	69.3133	8	16	0
829	74.3024	67.9699	17.1	16	0
830	78.1513	68.2681	14	16	0
831	79.9291	68.5312	15.7	16	0
832	79.8623	71.5578	23	16	0
833	79.1877	74.013	6	16	0
834	78.1803	76.8537	5.2	16	0
835	69.3968	77.4095	14.3	16	0
836	65.4062	76.8547	7.3	16	0
837	63.4946	79.0528	5.6	16	0
838	60.6651	84.2933	9.5	16	0
839	62.2495	87.6466	11.8	16	0
840	62.0988	89.1129	8.1	16	0
841	63.446	89.3111	5.8	16	0
842	69.0906	87.3621	9.7	16	0
843	66.2284	85.9939	13.5	16	0
844	71.8753	81.6464	10.4	16	0
845	72.5899	93.8114	11.6	16	0
846	71.8287	97.9019	15	16	0
847	72.1381	99.1747	23.7	16	0
848	69.9392	97.0044	6.9	16	0
849	68.3899	92.8166	12.5	16	0
850	64.6746	92.6095	5.1	16	0
851	63.2877	94.2548	9.5	16	0
852	74.5893	1.172	7.2	16	0
853	71.7052	10.5809	10	16	0
854	72.8088	9.3278	6.7	16	0
855	78.9763	15.8955	9.6	16	0
856	78.4282	17.2873	20.8	16	0
857	74.1799	16.8958	8	16	0
858	74.0216	16.2745	9.2	16	0
859	72.0409	26.93	10.4	16	0
860	77.3955	50.6306	8.7	16	0
861	74.5449	50.3223	6.7	16	0
862	73.8232	50.8289	8.6	16	0
863	79.7113	51.7535	15.2	16	0
864	81.5897	57.9989	12.5	16	0
865	87.4993	60.4969	5.1	16	0
866	87.9156	64.0782	8.5	16	0
867	86.8723	64.9536	13.1	16	0
868	86.2366	64.3099	17.2	16	0
869	84.7191	62.9855	7.1	16	0
870	83.8894	64.4272	6.2	16	0
871	81.0503	61.6569	10.9	16	0
872	84.171	67.1181	11.6	16	0
873	87.7104	67.9264	6.2	16	0
874	88.6694	70.2493	11.9	16	0
875	87.0132	75.0483	10.8	16	0
876	87.0366	76.1685	5.2	16	0
877	87.6716	77.06	9.5	16	0
878	86.9833	77.5128	7.2	16	0
879	83.1677	75.6649	6.6	16	0
880	83.9493	72.8995	13.5	16	0
881	80.0419	83.6677	16.4	16	0
882	78.9684	93.9904	35.2	16	0
883	83.4705	90.8279	16.2	16	0
884	90.8818	77.6853	9.2	16	0
885	90.8981	75.6142	10.1	16	0
886	88.4843	93.1492	9.5	16	0
887	94.7167	98.4448	29.3	16	0
888	97.7182	93.7257	19.5	16	0
889	93.9683	71.0485	8	16	0
890	90.7154	67.2131	5.7	16	0
891	89.5704	67.0552	6.1	16	0
892	90.498	65.7625	7	16	0
893	96.6906	60.4316	6.8	16	0
894	99.3085	62.4091	13.2	16	0
895	98.7046	65.6343	5.5	16	0
896	97.337	65.6727	8.8	16	0
897	98.7748	54.972	5	16	0
898	95.8337	56.193	9.4	16	0
899	92.9649	55.6288	7.1	16	0
900	88.8637	58.3877	9	16	0
901	88.8214	53.8854	14.3	16	0
902	85.1254	44.5027	20.3	16	0
903	81.2112	39.5417	6.5	16	0
904	85.0053	35.8622	5.2	16	0
905	86.0574	24.2526	9.2	16	0
906	85.3522	23.3047	5.8	16	0
907	84.2343	22.018	8.1	16	0
908	83.7857	21.7182	12.4	16	0
909	78.6335	27.8958	10.6	16	0
910	79.5164	23.7682	11.7	16	0
911	82.4719	16.0982	21.5	16	0
912	80.6022	13.6022	8.5	16	0
913	82.0596	7.3713	10.3	16	0
914	80.3072	2.6746	11.7	16	0
915	76.2868	0.37	6.4	16	0
916	82.8425	1.6624	9.9	16	0
917	84.0996	3.5829	7.5	16	0
918	87.3927	3.3318	5.2	16	0
919	86.8824	9.1636	9.3	16	0
920	86.1435	12.4502	6.2	16	0
921	83.9703	14.0016	10.3	16	0
922	88.6078	15.1168	16.2	16	0
923	87.5499	16.7625	8.5	16	0
924	87.4653	20.9045	16.9	16	0
925	89.4562	22.2012	6.7	16	0
926	91.6438	39.6068	10.5	16	0
927	92.3078	48.083	5.5	16	0
928	91.6242	52.1145	12.3	16	0
929	99.0768	49.5552	6.7	16	0
930	90.1421	9.8398	6.5	16	0
931	89.0268	5.9639	6.2	16	0
932	92.887	5.2342	7.5	16	0
933	91.9042	3.6502	6.1	16	0
934	94.5245	0.3222	12	16	0
935	92.384	0.5013	9.1	16	0
936	89.35	1.3753	13.3	16	0
937	98.6409	15.9584	20	16	0
938	98.7651	18.1488	22.5	16	0
939	22.7311	55.236	10.5	16	0
940	92.6583	46.2666	5.7	16	0
941	85.4578	75.3944	16.1	16	0
942	81.29730007	15.05476044	5.5	16	0
943	9.3385	26.5001	14.8	17	0
944	11.2454	48.079	25.1	17	0
945	7.6816	52.9434	35.2	17	0
946	4.6593	52.1478	27.5	17	0
947	9.8601	21.8986	8.3	17	0
948	9.0396	7.3332	13.6	17	0
949	5.4384	4.4151	12.3	17	0
950	14.837	19.0053	8.5	17	0
951	13.8209	24.4148	16.1	17	0
952	16.4389	23.7837	8.4	17	0
953	34.1097	13.1868	6.6	17	0
954	30.6935	37.6695	50.4	17	0
955	36.1912	47.8149	23.7	17	0
956	21.9874	59.26	16.9	17	0
957	41.1509	12.3327	12.9	17	0
958	36.6516	11.4726	9.2	17	0
959	37.4403	13.3918	13	17	0
960	32.7485	5.2393	17.5	17	0
961	57.0323	9.686	31.8	17	0
962	60.5755	47.0739	31.8	17	0
963	71.238	33.7214	35.9	17	0
964	82.3672	54.9477	28.6	17	0
965	95.6232	53.8492	11	17	0
966	99.1976	23.3266	25.8	17	0
967	7.5084	66.7129	7.1	18	0
968	6.1254	66.9132	25	18	0
969	2.13	65.5839	17.8	18	0
970	1.5234	64.1078	22.8	18	0
971	7.3878	69.5589	31.5	18	0
972	23.4633	1.2367	26.8	18	0
973	26.5414	0.259	25.2	18	0
974	30.515	6.1967	17.7	18	0
975	30.6375	7.6412	28.2	18	0
976	34.4033	22.3016	11.9	18	0
977	16.90580198	41.13363407	80.2	18	0
978	26.0487	62.1826	13.5	18	0
979	27.8153	79.8713	25.9	18	0
980	47.9317	68.8451	13.6	18	0
981	50.3445	50.7392	24.1	18	0
982	40.1527	60.0781	45.7	18	0
983	39.8356	62.6892	55	18	0
984	41.6327	34.0443	9.4	18	0
985	50.3653	36.4861	17.9	18	0
986	51.7052	34.5816	18	18	0
987	44.474	28.4733	7.4	18	0
988	38.6708	26.5698	8.5	18	0
989	37.029	20.0816	48	18	0
990	39.1147	19.9701	20.1	18	0
991	43.7922	17.7916	7.8	18	0
992	46.604	7.9811	27.3	18	0
993	42.9367	1.2551	12	18	0
994	41.5237	2.3884	29	18	0
995	31.9048	4.5485	13.8	18	0
996	53.7169	7.7647	5.9	18	0
997	50.7064	12.8372	7.9	18	0
998	52.4619	56.7445	13	18	0
999	54.9271	54.9888	12.5	18	0
1000	56.1139	46.6259	8.7	18	0
1001	57.5948	47.5452	26.3	18	0
1002	54.6945	44.0683	6.4	18	0
1003	69.2318	11.8279	21.7	18	0
1004	69.9442	37.061	6.2	18	0
1005	69.3447	41.6336	16	18	0
1006	66.4032	45.294	20.7	18	0
1007	64.8689	62.6907	8.7	18	0
1008	65.066	64.4208	20.3	18	0
1009	62.6231	67.1078	11.8	18	0
1010	62.9662	67.406	27.2	18	0
1011	59.043	73.2518	5.4	18	0
1012	59.5296	73.4274	21.3	18	0
1013	80.3673	70.5364	6.1	18	0
1014	64.0527	78.9129	16.3	18	0
1015	66.713	83.3098	6.1	18	0
1016	63.1659	95.1155	5.4	18	0
1017	66.0536	87.041	5.2	18	0
1018	73.1256	5.4491	20.5	18	0
1019	77.7029	14.2525	10.7	18	0
1020	73.3547	20.9882	12.2	18	0
1021	74.9907	27.0819	19	18	0
1022	72.3056	43.982	14.5	18	0
1023	77.5227	45.1177	14.9	18	0
1024	74.3161	51.1092	27.5	18	0
1025	81.4049	57.0009	11.3	18	0
1026	86.6941	58.1942	6.7	18	0
1027	88.2902	74.7908	5.4	18	0
1028	80.1512	79.9101	5.6	18	0
1029	75.793	81.1674	7.2	18	0
1030	84.0404	20.4029	8.1	18	0
1031	79.9019	20.0159	5.7	18	0
1032	82.3707	19.549	5.5	18	0
1033	77.9505	9.7775	7	18	0
1034	91.0405	38.1255	6.9	18	0
1035	89.0159	0.9394	5.5	18	0
1036	28.9306	68.9237	43.5	18	0
1037	6.5939	28.0992	20	19	0
1038	4.8348	29.3234	16.9	19	0
1039	4.1543	28.6647	16	19	0
1040	1.5654	39.1876	16.3	19	0
1041	55.6858	93.4954	41.2	19	0
1042	56.7525	88.3299	62.3	19	0
1043	53.9169	82.465	38.1	19	0
1044	64.1554	4.5416	49	19	0
1045	62.7331	26.883	43.7	19	0
1046	66.982	27.4437	18.5	19	0
1047	62.3527	60.7126	33.4	19	0
1048	75.7197	9.5474	50.5	19	0
1049	76.9046	13.2817	44.8	19	0
1050	75.9922	12.9884	37.9	19	0
1051	86.1917	56.142	36	19	0
1052	88.4918	69.501	40.2	19	0
1053	87.5157	75.754	29.5	19	0
1054	78.2784	83.6959	43	19	0
1055	85.7374	93.799	33.5	19	0
1056	84.461	84.4914	21	19	0
1057	93.1742	88.9341	29.9	19	0
1058	85.189	6.0586	37.2	19	0
1059	86.8733	18.8811	42.5	19	0
1060	93.5533	50.3599	41.7	19	0
1061	96.8014	39.5656	37.5	19	0
1062	91.5051	12.8885	54.4	19	0
1063	90.1636	0.0491	10.8	19	0
1064	5.4241	88.7585	10	20	0
1065	1.4533	85.5125	9.6	20	0
1066	0.5607	86.2872	5.7	20	0
1067	1.7275	87.3205	16.5	20	0
1068	20.5924	93.4227	24	20	0
1069	18.4225	30.0719	7.1	20	0
1070	18.0222	31.192	13.7	20	0
1071	12.6198	25.8604	10.9	20	0
1072	23.811	30.7551	6.1	20	0
1073	22.9595	24.5375	18.3	20	0
1074	29.7163	2.9945	12.3	20	0
1075	33.9182	36.3683	11	20	0
1076	32.5653	40.213	13.6	20	0
1077	32.6787	48.5674	8.5	20	0
1078	29.5818	50.0616	6.3	20	0
1079	22.5508	43.0554	13	20	0
1080	21.0293	53.4214	5.5	20	0
1081	20.5317	60.1155	6.6	20	0
1082	21.0885	57.8543	9.7	20	0
1083	26.3391	64.4538	10.3	20	0
1084	26.3739	65.6085	8.3	20	0
1085	27.7542	94.4306	5.9	20	0
1086	25.8828	97.7012	5.5	20	0
1087	44.3553	92.9799	43.4	20	0
1088	43.7987	89.1066	42.6	20	0
1089	34.2181	77.0591	5.3	20	0
1090	39.1151	70.3284	11.5	20	0
1091	46.2006	69.6276	6.1	20	0
1092	48.9386	68.7365	16.5	20	0
1093	44.3062	65.0088	13.2	20	0
1094	41.6666	61.1401	22.6	20	0
1095	27.9196	14.8821	24	20	0
1096	38.9007	63.5094	5.5	20	0
1097	37.5202	51.0217	12.7	20	0
1098	39.2964	48.025	13.8	20	0
1099	50.133	43.9758	8.6	20	0
1100	36.9876	6.2158	10.6	20	0
1101	57.7325	84.8655	14	20	0
1102	53.7896	79.7889	7.2	20	0
1103	54.5976	75.7616	5.6	20	0
1104	54.0275	77.5731	10.2	20	0
1105	56.0055	73.0203	23	20	0
1106	56.05	71.3999	10.2	20	0
1107	52.4285	66.125	5	20	0
1108	52.7672	64.4584	6.8	20	0
1109	57.058	11.544	14.3	20	0
1110	62.8877	0.1188	5.9	20	0
1111	63.0021	3.6919	15.7	20	0
1112	67.8708	3.2371	9.8	20	0
1113	66.8789	0.4879	9.6	20	0
1114	66.7998	8.1762	6.7	20	0
1115	61.1543	6.3742	8	20	0
1116	62.1998	14.0987	7	20	0
1117	69.1797	11.6067	7.4	20	0
1118	64.8798	21.5002	8.8	20	0
1119	60.3652	26.7077	11.1	20	0
1120	64.2432	28.0942	8.6	20	0
1121	64.5677	28.26	10.6	20	0
1122	68.3935	24.9007	8.8	20	0
1123	63.2804	40.8996	12.3	20	0
1124	62.6481	41.1835	11	20	0
1125	61.7284	42.9995	6.8	20	0
1126	61.8001	42.7799	5.4	20	0
1127	67.9746	51.3588	6.2	20	0
1128	59.1847	59.3862	18	20	0
1129	76.9369	61.7131	11	20	0
1130	65.9207	63.8168	12.3	20	0
1131	67.8326	70.8082	10.2	20	0
1132	78.3929	65.1743	7.7	20	0
1133	73.3534	75.6418	13.6	20	0
1134	59.5692	86.7869	17.5	20	0
1135	70.6263	2.4341	8.4	20	0
1136	71.5527	1.5029	5.7	20	0
1137	71.6494	1.1656	14.7	20	0
1138	77.4335	14.5397	7.7	20	0
1139	73.0446	22.9978	15.4	20	0
1140	71.064	24.1886	7	20	0
1141	75.9719	25.4919	19	20	0
1142	73.8765	29.6985	9.8	20	0
1143	69.7289	31.4329	14.5	20	0
1144	76.0045	35.7975	10	20	0
1145	83.9283	77.413	7.2	20	0
1146	78.8897	95.0081	28.1	20	0
1147	79.9234	95.8665	7.3	20	0
1148	77.4272	90.8597	14.2	20	0
1149	77.3326	90.8264	21.5	20	0
1150	82.5949	86.337	20.9	20	0
1151	81.6186	86.899	10.5	20	0
1152	89.8313	84.0928	13.3	20	0
1153	89.6946	86.8122	8.8	20	0
1154	90.144	86.6281	21.5	20	0
1155	90.2333	87.4001	25.3	20	0
1156	92.1848	89.9584	9.4	20	0
1157	91.9012	90.4729	11.3	20	0
1158	93.4212	95.7741	9.6	20	0
1159	96.7136	84.8819	6.9	20	0
1160	96.073	79.3412	12.5	20	0
1161	96.5271	78.4897	5.9	20	0
1162	97.9576	70.3716	9.7	20	0
1163	98.2806	58.7516	11.9	20	0
1164	83.946	25.9327	18.1	20	0
1165	79.6399	27.7008	24.7	20	0
1166	85.2936	11.9708	14	20	0
1167	88.4447	17.8418	12.1	20	0
1168	90.8905	25.2508	25.7	20	0
1169	91.7533	48.0558	7.8	20	0
1170	92.6714	50.7176	6.6	20	0
1171	99.3728	37.8304	5.2	20	0
1172	96.2111	27.6069	31.7	20	0
1173	96.3679	21.895	13.8	20	0
1174	93.0614	23.9119	8	20	0
1175	95.146	17.3966	6.6	20	0
1176	98.295	7.0123	12.2	20	0
1177	97.0144	2.803	8.2	20	0
1178	99.6118	13.967	7.4	20	0
