treeno,species,x,y,dbh
160,2,71.474,19.518,24.7
161,14,71.25,17.023,18
162,10,72.204,14.844,26.6
163,14,71.104,14.543,10.2
164,14,70.641,14.25,36.6
165,14,70.321,14.036,10
166,10,71.453,12.286,23.2
167,14,73.449,10.376,16.5
168,14,65.127,18.683,48
169,14,62.564,19.297,11.5
170,10,63.117,16.986,3
171,10,62.64,16.949,2.1
172,14,63.011,12.462,32.2
173,15,61.866,10.743,10.4
174,7,60.959,10.694,15.8
175,7,62.025,13.505,7.6
176,3,61.048,14.264,9.3
177,14,60.674,17.029,2.3
178,10,61.344,17.803,1.7
179,10,61.769,17.869,2.9
180,10,61.051,18.672,2.1
181,10,60.741,19.321,2.4
182,10,60.493,19.986,1.8
183,14,56.026,19.973,2.3
184,9,53.985,19.595,6.8
185,7,52.404,17.214,16.1
186,3,50.509,15.734,6
187,10,51.227,17.812,22.2
188,6,58.245,10.598,18.6
189,6,58.24,10.6,8.4
190,2,45.273,15.103,24
191,2,44.283,16.084,10
192,2,44.428,17.142,11
193,14,45.647,19.9,13.5
194,10,45.162,19.539,18.2
195,14,41.592,18.305,21.7
196,14,41.222,19.162,8.5
197,10,40.348,19.341,28.3
198,14,36.186,12.898,23.7
199,10,34.639,14.396,46.8
200,14,33.222,11.641,17
201,2,32.599,11.126,8
202,14,31.255,14.138,22
203,10,30.686,14.137,34
204,14,29.816,10.869,29.7
205,1,26.803,16.619,14
206,15,20.939,12.539,9
207,15,20.94,12.54,7.8
208,15,21.38,11.92,6.6
209,15,21.382,11.921,6.2
210,8,19.581,11.432,11.6
211,9,18.499,10.204,12.8
212,6,17.051,12.873,16.7
213,6,17.04,12.87,14.6
214,9,18.322,15.182,4.9
215,1,16.746,19.224,9.3
216,6,16.026,18.005,22.3
217,6,16.01,18,9.2
218,6,16.009,17.997,12.8
219,6,16.032,18.01,14.2
220,6,16.027,18.007,19
221,9,15.616,17.162,4.6
222,1,14.229,19.7,23.2
223,8,14.208,15.811,32.5
224,1,4.037,13.618,15.9
225,6,2.88,16.037,16.7
226,6,2.881,16.24,11.9
227,15,0.78,14.212,9.9
228,1,1.628,11.512,12.8
229,6,2.209,29.665,21.7
230,6,3.576,27.386,15.8
231,6,3.148,25.179,14.7
232,6,4.252,25.387,8.7
233,6,4.566,24.192,11.3
234,1,4.894,24.675,14.5
235,8,6.619,27.501,15.2
236,1,7.731,25.61,15.7
237,6,7.894,23.133,11.1
238,1,12.373,21.152,21.1
239,9,14.931,25.682,3.4
240,6,17.107,26.603,9.8
241,6,17.1,26.6,10.1
242,6,17.009,26.597,7.4
243,6,18.314,25.69,11.5
244,6,18.42,25.7,10.4
245,6,19.606,26.103,19.5
246,15,21.963,26.447,6.2
247,6,20.247,20.241,13.9
248,1,24.847,23.64,18.5
249,1,25.599,24.609,11.6
250,6,25.028,27.526,16.1
251,6,25.192,27.623,10.6
252,9,25.426,29.406,9.7
253,7,25.845,26.868,5.2
254,7,25.849,26.87,4.2
255,1,30.423,28.004,20
256,6,30.579,22.165,10.2
257,6,30.582,22.16,11.5
258,9,32.717,21.872,5.9
259,6,33.551,26.135,23.6
260,6,33.609,26.23,23.3
261,6,36.431,23.448,12.2
262,14,39.807,26.137,13.7
263,10,40.854,25.059,4.8
264,14,41.452,26.662,5.3
265,2,42.789,27.006,32.8
266,14,43.874,25.187,23.6
267,10,42.645,24.423,8.6
268,14,42.333,23.229,9.8
269,2,46.302,24.338,11.8
270,2,46.74,22.838,14.7
271,2,48.146,27.49,20
272,7,48.23,28.337,13.7
273,10,49.27,27.46,2
274,7,50.507,29.806,19.3
275,7,50.834,29.8,5.5
276,14,50.265,29.17,20.5
277,2,51.235,28.893,4
278,14,51.373,20.848,24
279,14,52.476,21.257,20.1
280,7,56.001,25.012,11.3
281,7,56.198,25.011,7.1
282,1,58.12,22.843,12
283,1,59.356,21.566,21.9
284,14,59.567,23.32,2.7
285,1,59.451,25.694,8.5
286,14,58.665,25.964,4
287,1,60.31,24.993,24.6
288,15,61.003,25.474,7.1
289,15,62.042,25.936,9.3
290,3,60.916,27.526,8.7
291,3,60.92,27.531,7.9
292,10,63.386,25.685,1.8
293,2,64.343,23.329,23
294,2,65.491,23.431,22.4
295,2,66.339,24.049,23.9
296,2,68.23,28.149,31.1
297,14,70.489,27.572,22
298,3,71.318,26.97,13.1
299,2,72.041,24.996,39.7
300,14,71.512,24.409,16.7
301,14,70.976,23.558,12
302,2,72.757,24.138,32.7
303,3,72.371,24.029,6.1
304,14,72.091,22.262,12
305,14,74.68,21.027,9.4
306,9,75.137,21.504,12.1
307,7,74.158,26.254,10.3
308,7,74.2,26.242,5
309,7,74.212,26.229,12
310,7,74.202,26.219,9.5
311,7,74.292,26.22,13.1
312,9,79.509,26.319,4.7
313,9,79.892,25.289,4.1
314,15,77.994,22.597,18.5
315,15,78.452,21.293,6
316,2,79.187,20.175,22.9
317,3,83.007,21.006,4.2
318,3,83.027,21,4.3
319,3,83.001,21.002,2.7
320,3,83.002,21.003,2.4
321,9,83.254,23.047,14.3
322,7,85.16,22.579,3.4
323,7,85.1,22.58,3.7
324,9,82.026,25.045,3.2
325,9,83.67,28.138,12.5
326,9,87.358,26.923,14.5
327,9,89.819,28.599,14.5
328,6,89.135,24.476,19.5
329,6,89.26,24.5,20
330,14,88.365,21.344,5.4
331,9,89.665,20.655,14
332,9,92.002,22.384,4.6
333,6,91.782,22.935,23.1
334,11,92.369,24.38,5.7
335,6,90.462,29.455,22.3
336,6,96.024,25.365,17
337,9,94.82,24.583,4.8
338,6,95.607,24.802,18.5
339,9,95.703,25.836,5.6
340,9,96.559,25.096,4.7
341,3,96.86,24.564,3.3
342,6,95.514,23.281,8.2
343,9,95.351,21.218,6.3
344,3,96.381,21.057,9
345,3,96.38,21.052,6.1
346,7,99.171,20.49,9.9
347,7,99.17,20.481,5.5
348,9,99.736,21.305,10.3
349,1,99.701,25.708,7.8
350,1,98.905,27.744,25.7
351,1,99.801,31.703,28.5
352,1,99.368,35.339,8.1
353,15,99.041,35.239,8.4
354,9,97.935,35.629,12
355,15,98.647,39.144,8.9
356,15,98.64,39.14,11.1
357,15,96.175,39.35,7.1
358,9,95.708,37.006,23.5
359,15,95.706,39.856,12.8
360,7,94.173,36.247,5.6
361,7,94.502,36.236,10.2
362,7,94.212,36.23,3.1
363,15,93.425,33.553,10.9
364,15,93.405,33.6,5.4
365,15,94.358,30.277,10.6
366,15,90.692,30.419,20.7
367,3,91.809,31.9,9
368,6,96.132,33.604,13.3
369,6,96.13,33.6,15.4
370,9,91.297,37.534,10.1
371,5,89.76,37.814,24.6
372,9,89.661,36.411,10.5
373,9,88.377,38.022,8.9
374,8,86.656,34.516,13.9
375,9,86.441,35.15,11.1
376,9,85.773,39.934,10.5
377,9,83.365,37.831,30.2
378,8,82.57,37.265,11.4
379,9,82.531,35.044,10.2
380,6,82.056,34.009,14.6
381,3,83.935,34.013,2.8
382,3,83.902,34,2.2
383,3,83.901,34.023,2.2
384,9,82.932,31.453,14.2
385,9,82.94,31.46,11.4
386,6,81.631,32.605,8.2
387,3,81.432,35.976,3.2
388,8,79.107,38.104,8
389,6,79.604,35.131,13.9
390,6,79.917,32.645,20.5
391,6,79.471,31.34,9.8
392,3,77.822,31.033,3.8
393,3,77.8,31,3
394,3,77.679,31,2.6
395,15,76.841,30.98,9.4
396,9,73.686,31.219,10.8
397,14,73.304,32.797,26.3
398,10,75.565,35.71,15.4
399,15,75.008,38.48,9.7
400,9,74.932,39.827,2.9
401,2,72.78,39.904,12.9
402,2,72.77,39.903,4.5
403,11,72.766,35.061,27
404,9,72.579,34.794,11.5
405,14,72.56,34.79,20.2
406,14,72.582,34.802,4.2
407,3,70.604,35.287,8.2
408,9,69.153,33.662,16.5
409,15,67.159,32.79,17.5
410,3,66.407,31.073,8.4
411,3,66.4,31.072,7
412,14,66.568,36.719,9.7
413,10,67.252,37.244,10.3
414,14,67.334,37.982,18.2
415,11,66.949,38.731,12.2
416,11,66.94,38.73,6.5
417,14,66.969,35.765,1.8
418,14,61.464,37.102,2.7
419,6,58.743,36.74,18.5
420,15,58.479,35.87,12
421,7,56.8,38.58,9.5
422,10,56.906,37.482,18.5
423,3,56.374,33.406,4.8
424,3,56.37,33.4,9.8
425,3,56.369,33.401,6.4
426,3,56.377,33.399,5.5
427,3,56.376,33.392,9.4
428,3,56.371,33.412,11
429,14,58.168,32.604,2
430,14,57.58,31.781,2.7
431,14,56.639,32.235,3.8
432,15,54.875,36.155,11.5
433,14,52.375,37.871,30
434,14,53.563,38.607,29.1
435,10,50.776,39.445,4.5
436,14,50.483,35.349,2.2
437,10,48.837,38.474,2.9
438,2,49.253,33.379,29.7
439,14,47.021,34.526,1.7
440,10,47.092,34.525,3.1
441,10,46.464,35.147,2.3
442,10,46.192,34.455,1.8
443,7,45.44,34.133,13.5
444,2,45.946,33.616,27.6
445,14,47.103,32.16,6
446,3,46.111,31.803,8.2
447,14,44.538,34.583,9
448,10,43.294,32.649,10.8
449,14,41.755,38.155,22.5
450,14,39.467,34.456,15.1
451,14,37.943,37.843,21.7
452,7,37.718,37.753,34.1
453,7,34.874,37.425,37.3
454,14,36.315,36.835,15.1
455,14,36.306,36.098,21.8
456,14,36.176,34.715,16.4
457,3,35.855,35.218,11.3
458,10,35.681,33.657,7
459,10,37.159,33.043,1.9
460,14,34.266,34.599,6.2
461,3,34.365,34.294,6
462,15,34.385,30.295,7.7
463,3,34.129,34.956,7.4
464,3,34.249,35.255,11.5
465,14,34.271,36.017,10.3
466,14,31.774,36.394,23.1
467,15,30.434,35.888,10.8
468,14,28.017,35.31,31.5
469,7,25.075,31.448,10
470,7,25.12,31.402,4.5
471,6,23.018,31.296,25.1
472,9,24.682,37.483,6.4
473,6,15.994,35.226,12.6
474,6,14.058,33.877,15
475,15,13.428,31.491,8.4
476,1,13.696,31.406,8.5
477,1,12.116,34.821,23.8
478,15,11.729,36.238,7.1
479,9,12.348,38.673,13.4
480,15,8.837,38.469,6.5
481,15,7.948,36.71,9.1
482,6,8.073,34.838,15.5
483,15,9.54,32.537,6.5
484,1,5.266,39.863,17.2
485,1,3.066,37.447,22.3
486,1,1.993,36.959,15.3
487,1,1.244,37.873,18.5
488,15,1.666,43.096,4.8
489,1,2.054,42.171,19.9
490,1,1.048,48.61,17.7
491,2,1.086,49.658,2.4
492,3,3.012,49.294,4.2
493,3,3.011,49.29,3.1
494,6,5.504,45.558,13.2
495,1,6.094,44.541,19.8
496,1,4.509,41.712,16.5
497,6,4.461,40.325,8.8
498,1,5.159,41.445,12.3
499,1,9.3,47.582,20.5
500,7,12.518,42.294,4.9
501,6,14.936,42.446,12.9
502,6,14.629,43.761,20.1
503,6,12.324,44.354,15.7
504,9,12.01,42.083,5.1
505,9,17.034,42.666,15.6
506,1,17.044,42.626,9.8
507,1,13.484,47.06,13.2
508,1,13.991,46.191,16.3
509,6,15.164,46.709,20.3
510,6,15.007,46.729,14.2
511,6,15.207,46.712,6.7
512,9,19.824,49.46,8.5
513,9,23.257,41.575,9.8
514,9,24.21,41.632,12.2
515,15,25.779,40.985,12.4
516,14,26.843,41.216,14
517,15,26.641,42.001,7.3
518,15,26.62,42.111,8
519,9,31.252,46.56,1.2
520,14,31.994,42.384,11.6
521,10,31.991,41.812,6.7
522,14,34.877,41.636,35.1
523,14,35.414,42.656,5.8
524,2,35.386,43.283,6
525,14,33.297,46.235,11.4
526,10,33.431,47.936,7.4
527,10,33.323,49.17,3.7
528,9,34.553,47.458,15.8
529,14,37.459,46.86,22.8
530,14,38.205,48.488,22.9
531,10,40.001,49.205,10.1
532,9,41.215,48.424,3.8
533,14,42.372,42.142,17.8
534,16,45.179,42.529,4.2
535,14,45.965,43.639,24
536,15,47.505,46.588,51.2
537,14,47.811,49.761,12.6
538,14,40.334,45.239,11.9
539,10,50.671,45.88,9.7
540,14,50.672,45.79,24.7
541,2,54.442,48.45,30.4
542,2,57.896,47.706,30.4
543,7,55.449,47.241,28.9
544,9,56.484,49.756,8.8
545,6,59.475,46.737,8.7
546,6,59.507,46.74,30.6
547,9,59.965,46.184,4.8
548,2,53.421,41.09,35.8
549,10,54.811,40.444,12.8
550,14,56.732,40.608,23.6
551,15,59.177,40.651,15.2
552,10,59.176,41.496,9.3
553,1,64.648,40.234,18.7
554,6,64.792,43.381,11.8
555,6,65.188,45.21,10
556,8,65.742,45.454,21.8
557,7,66.007,42.186,11.2
558,7,66.162,42.029,9.4
559,7,66.17,42.037,4.8
560,14,66.217,40.613,2.1
561,6,68.006,43.293,27.9
562,9,69.475,42.651,9.8
563,8,60.631,48.245,13
564,7,61.435,48.711,11.2
565,14,72.045,48.325,35.6
566,9,72.035,48.335,9.8
567,2,71.202,47.426,2.4
568,9,70.834,47.43,8.5
569,9,73.45,47.263,9.1
570,10,71.945,44.407,2.6
571,15,72.558,44.58,14.5
572,14,71.827,44.238,6.6
573,15,72.95,42.953,10.1
574,9,72.317,41.071,13.2
575,10,75.591,44.962,21.1
576,10,75.079,46.163,36.3
577,2,74.899,46.123,22.7
578,15,79.202,46.815,16.5
579,15,79.22,46.908,6.5
580,10,79.43,46.363,8.8
581,14,79.44,45.816,9.8
582,10,79.427,45.658,6
583,6,79.99,44.159,24.4
584,3,77.436,44.446,2.7
585,7,78.935,44.307,10.8
586,6,80.01,44.098,20
587,9,82.707,41.492,14.7
588,9,82.819,42.043,11.3
589,9,85.287,45.063,12.7
590,15,82.13,47.354,8.4
591,10,81.121,49.608,14.5
592,1,86.889,48.209,32.3
593,6,91.126,46.573,22.4
594,6,91.13,46.582,12.2
595,14,91.949,47.073,2.3
596,1,96.412,47.884,28.8
597,15,97.892,45.837,11.3
598,15,97.967,43.718,6.3
599,15,96.328,42.327,7.2
600,15,96.732,41.16,10.4
601,6,98.325,50.909,21.4
602,9,97.286,51.936,3.8
603,7,97.567,58.968,4.4
604,10,96.764,58.082,2.8
605,14,92.403,59.043,6.8
606,14,96.903,58.054,1.8
607,10,97.136,57.319,2.7
608,10,97.085,57.349,2.3
609,10,97.106,56.309,1.8
610,14,96.658,53.562,1.8
611,14,97.304,55.523,6.5
612,10,95.441,54.228,3.2
613,10,95.021,53.724,2
614,9,95.16,50.255,19.5
615,1,93.144,51.325,28.3
616,6,93.544,53.808,19.8
617,6,94.402,55.212,20.8
618,14,94.324,57.867,35.5
619,1,93.386,58.022,28.2
620,7,93.498,58.654,2.2
621,7,93.5,58.652,2
622,14,91.81,54.289,2.5
623,9,92.47,52.72,5
624,10,86.987,51.708,30.2
625,15,87.488,56.864,20.3
626,3,86.054,58.49,13.8
627,10,85.288,54.741,23.4
628,9,85.635,53.388,8
629,3,83.509,51.102,39.3
630,15,78.44,52.57,18.1
631,15,78.392,52.58,14.2
632,15,77.387,52.408,7
633,14,76.983,53.272,8.2
634,9,79.402,50.262,9.8
635,14,79.191,50.685,1.9
636,10,79.635,59.698,14.3
637,15,79.642,59.682,17
638,9,77.889,59.11,6
639,15,75.608,58.119,16.2
640,9,75.609,58.714,7
641,11,74.178,56.56,4.7
642,10,72.497,57.465,20.5
643,9,70.731,55.112,4.6
644,1,68.774,59.702,30.4
645,8,67.966,55.582,14.5
646,8,66.641,51.572,21.3
647,9,65.943,54.946,5.3
648,6,65.492,54.563,26.8
649,6,65.061,54.785,13.4
650,6,65.102,54.802,25.3
651,7,63.933,55.753,9.9
652,9,63.933,56.741,15.6
653,9,63.931,57.451,12.5
654,9,57.712,53.395,4
655,10,54.496,54.583,32.5
656,14,53.555,55.621,19.9
657,10,53.378,56.345,26.6
658,2,52.165,55.738,18.6
659,10,53.043,57.806,20.1
660,10,53.19,59.546,21.3
661,10,53.612,59.912,23
662,15,56.099,59.981,13.7
663,14,43.672,56.3,24.9
664,14,41.592,58.007,8.8
665,10,41.223,58.477,55.5
666,15,42.564,52.18,14.3
667,14,42.462,51.914,10.4
668,7,42.472,51.92,14
669,14,42.218,51.761,6.1
670,15,41.201,50.599,8.7
671,14,39.869,51.052,4.3
672,15,39.016,51.104,13.4
673,2,33.066,50.9,7.7
674,15,33.117,51.814,9.4
675,14,28.708,54.468,2.3
676,6,28.019,55.207,30
677,7,27.046,59.869,4.5
678,7,27.023,59.872,4.2
679,7,25.417,58.206,9.3
680,2,25.8,53.105,40.5
681,10,25.005,51.602,21.5
682,1,22.975,50.262,19.8
683,14,23.023,52.454,2.1
684,14,23.234,53.077,2.4
685,2,23.705,54.923,25.6
686,1,21.447,54.729,6.8
687,15,21.373,55.606,6.4
688,14,20.395,56.037,14.4
689,9,21.658,59.696,5.7
690,15,19.99,59.085,17.9
691,14,19.277,59.429,13.8
692,14,19.28,59.432,10.5
693,10,17.541,58.529,2
694,14,17.692,59.475,27.8
695,1,15.355,56.518,10.5
696,6,17.041,51.158,18.3
697,9,13.5,50,4.6
698,6,11.927,50.914,19.7
699,9,6.75,55.571,9.2
700,6,4.877,53.393,22.5
701,6,4.9,53.4,14.2
702,6,4.797,53.39,17.5
703,6,4.807,53.402,19.8
704,6,4.666,56.126,13.2
705,6,4.67,56.127,16.2
706,6,4.827,53.5,9.4
707,9,2.314,55.343,7.7
708,6,3.114,52.723,10.5
709,1,5.86,63.621,5.5
710,14,4.224,69.547,3.4
711,10,4.483,69.556,2.2
712,10,4.771,69.081,2.1
713,14,5.064,68.715,4
714,7,5.421,68.891,2.9
715,10,7.764,69.438,2.5
716,14,10.863,69.404,30.8
717,14,11.883,63.803,5
718,10,13.535,64.787,2.5
719,1,12.972,60.978,19.7
720,15,15.926,67.846,14
721,14,15.479,66.355,3.8
722,1,15.48,66.391,9.2
723,4,19.754,69.565,4
724,10,19.745,64.455,4.2
725,9,21.589,65.131,7.8
726,14,21.304,65.89,11.3
727,9,22.409,64.431,6.8
728,15,22.783,66.729,20
729,2,27.864,65.335,5.8
730,15,27.172,63.144,20.3
731,7,29.365,60.777,25.1
732,7,32.24,62.848,20.4
733,7,32.616,63.989,6.4
734,10,31.777,64.556,5
735,7,31.505,64.882,19.9
736,15,31.5,65.695,10.1
737,14,31.07,68.301,43.7
738,14,32.709,66.391,2.8
739,10,32.551,68.46,7.7
740,7,32.555,68.881,22.6
741,14,33.808,69.247,15.7
742,2,33.733,68.652,31.2
743,3,39.675,65.113,17.1
744,2,45.295,60.297,26.7
745,14,43.82,68.509,21.7
746,10,45.288,68.476,12
747,14,49.337,63.128,26.6
748,2,47.94,61.349,7.3
749,2,51.193,64.824,15.2
750,2,53.879,63.399,5.7
751,14,53.986,63.33,5.7
752,15,53.93,62.86,6.3
753,10,53.225,60.665,9
754,10,53.224,60.673,5.2
755,10,57.72,65.398,4.2
756,14,58.873,63.573,15.6
757,14,59.455,64.565,35.1
758,14,59.609,62.524,32
759,10,60.596,65.965,8.1
760,3,60.252,69.976,19.4
761,2,61.401,69.269,9.4
762,2,64.062,66.276,18.1
763,15,65.063,66.778,10.8
764,6,65.975,66.603,27.3
765,3,68.318,69.954,4.6
766,7,66.041,64.764,6.3
767,7,66.553,64.699,5.3
768,9,67.794,61.207,16.9
769,9,75.7,68.859,10.8
770,1,79.992,69.107,20.6
771,14,80.432,67.697,36.2
772,3,81.921,67.508,4.1
773,1,80.782,65.09,34.4
774,3,80.983,61.707,19.5
775,3,81.098,61.734,8.1
776,9,83.332,63.772,14
777,14,85.066,64.962,42.3
778,14,86.656,68.587,2.4
779,2,86.027,69.755,41.5
780,7,90.758,69.349,4.6
781,1,93.449,68.768,27
782,14,93.987,68.767,1.7
783,14,96.105,67.421,3
784,15,95.245,65.992,9.3
785,15,95.512,65.148,5.9
786,1,95.577,63.662,22.5
787,14,96.198,64.503,10.5
788,14,95.908,62.401,2.2
789,14,96.913,60.491,5
790,3,97.329,62.477,21.3
791,14,97.675,62.32,6.6
792,14,95.929,62.658,3.7
793,14,99.419,62.673,2.8
794,14,99.16,63.306,3.6
795,10,98.444,65.4,47.4
796,14,97.063,67.358,26.5
797,7,96.525,67.585,7.6
798,7,96.5,67.579,3.1
799,14,96.213,69.106,1.8
800,3,97.313,68.513,11.2
801,6,99.49,71.632,30.5
802,14,99.5,76.222,29.2
803,14,97.349,79.365,3.1
804,14,97.439,79.086,1.8
805,14,97.175,77.558,2.3
806,10,97.364,76.8,2
807,14,97.598,75.257,2.6
808,14,97.243,74.866,2
809,14,96.521,75.569,2.8
810,7,96.143,72.149,3.5
811,14,95.921,70.952,2
812,1,94.138,73.139,23.2
813,14,94.302,70.543,2.9
814,14,94.931,74.333,2.1
815,14,95.053,75.03,3.1
816,14,96.004,76.156,2
817,1,96.063,79.689,11.9
818,1,94.665,79.62,13.1
819,1,94.109,77.237,21.5
820,14,93.523,74.759,2.8
821,14,93.325,74.089,4
822,14,92.4,72.795,1.9
823,7,92.292,72.933,1.9
824,14,92.42,76.573,4
825,14,88.311,71.677,19.4
826,7,87.504,74.755,5
827,15,85.33,73.614,8.2
828,7,85.257,73.901,3.8
829,10,84.275,73.726,30.4
830,2,83.046,70.441,18.1
831,2,82.823,70.971,22.4
832,2,84.712,76.072,9.9
833,6,83.644,78.201,11.2
834,15,83.64,73.842,19.8
835,6,83.295,78.612,29.3
836,4,83.855,79.674,8.9
837,10,84.792,79.857,11.2
838,6,76.195,71.583,31.2
839,9,75.132,78.075,9.2
840,10,74.936,78.59,5.4
841,14,75.819,79.27,34.6
842,8,71.709,71.034,42.5
843,3,63.874,77.894,5.5
844,3,63.87,77.89,5.1
845,3,63.9,77.88,3.5
846,3,63.809,77.879,3.4
847,14,67.527,79.307,7.6
848,14,66.655,79.067,3.6
849,3,66.172,73.09,2.3
850,14,65.496,73.314,28.2
851,10,64.438,73.36,13.8
852,2,63.001,72.062,2.6
853,10,62.141,71.97,12.1
854,14,60.882,71.03,10.2
855,7,61.574,74.342,34.9
856,14,61.693,78.657,9.1
857,14,54.99,76.346,19.5
858,14,58.94,76.565,13.2
859,9,57.793,76.621,12.7
860,14,59.027,70.209,15.4
861,2,57.449,70.919,14.2
862,14,56.644,70.527,18.8
863,14,55.997,73.939,15.8
864,2,53.934,71.959,6.9
865,14,53.47,71.269,18.7
866,7,53.271,71.615,30
867,14,52.6844,76.572,23.5
868,14,54.96,77.527,30.8
869,14,51.032,79.717,8.7
870,14,49.599,77.373,27.6
871,2,47.867,79.689,8.7
872,14,47.866,77.282,17.2
873,14,45.331,72.016,23.2
874,2,41.469,74.902,14.3
875,14,40.863,77.263,10.2
876,10,41.289,78.033,35.8
877,9,37.653,76.98,8.7
878,14,37.961,75.226,23.6
879,10,37.684,71.831,29.7
880,14,35.821,74.225,26
881,2,35.416,75.849,10.1
882,7,34.248,75.85,23
883,10,34.967,74.015,17.9
884,15,34.094,73.573,24.6
885,14,32.81,74.435,31.7
886,10,32.91,73.635,7.1
887,15,29.272,72.779,10.8
888,10,28.875,77.126,3
